"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
Carly_Simon_It_Happens_Every_Day.kar,14,3,7,,,,4 5 6 8
Carnavalera_Havana_Delirio.kar.kar,10,5,2,,,,1 3 6 7 8
Carol_Ann_King_Cowgirl_de_ville.kar,18,15,11 12,,,,3 4 5 6 7 8 9 10 14
Carpenters_Top_of_the_World2.kar,11,6 9,4,,,,3 5 7 8 10
Carre_Blanc_Nous_cest_nous.kar,12,4,2,,,,1 3 5 6 7 8 9 11 12
Cars_Drive.kar,4,3,,,,4,4
Cars_Just_What_I_Needed.kar,11,5,8 9,,,,3 4 6 7 11
Cars_Lets_Go.kar,13,3,10,,,,4 5 6 7 8 9
Cat_Stevens_The_first_cut_is_the_deepest.kar,12,6,4,,,,3 5 7 8 9 10 11
Ce_soir_on_danse_Cocktail_Night_Life.kar,23,17,16,,,,3 4 5 6 7 8 9 11 12 14 15
Ce_soir_on_danse_Cocktail_Surprise.kar,29,12,5,,,,3 4 6 7 8 9 11
Celine_Dion_Je_danse_dans_ma_tete.kar,12,12,4,,,,5 6 7 8 9 10 11
Celine_Dion_Les_derniers_seront_les_premiers.kar,15,6,4,,,,3 5 7 8 9 10 11 13 14 15
Celine_Dion_Pour_que_tu_maimes_encore.kar,16,6,4,,,,3 5 7 8 9 10 11 13 14 15 16
Celine_Dion_When_I_need_you.kar,17,9,3,,,,4 5 6 7 8
Celtas_Cortos_por_Stapelton_VEINTE_DE_ABRIL.kar,16,11,4,,,,3 5 6 7 8
Celtas_Cortos_Veinte_de_abril_16.kar,16,11,4,,,,3 5 6 7 8
Cenizas_6.Wello_Rivas.kar,12,8,4,,,,3 5 6 7 10 11
Cesar_et_Les_Romains_Delilah.kar,17,3,4,,,,5 6 7 9
Chaitu_Shaipaki_Lion_Sleeps_Tonight.kar,8,3,5,,,,4 6
Champs.kar,11,5,4,,,,3 6 7 8 9 10
Charlelie_Couture_Comme_un_avion_sans_ailes.kar,11,6,4,,,,3 5 7 8 9
Charles_Aznavour_Camarade.kar,11,3,10,,,,4 5 6 7 8 9
Charles_Aznavour_Comme_ils_disent.kar,9,5,4,,,,3 6 7 8
Charles_Aznavour_Dans_tes_bras.kar,4,1,3,,,,2 4
Charles_Aznavour_Emmenez_moi.kar,15,7,5,,,,4 6 8 9 10 11 12 14 15
Charles_Aznavour_Esperanza.kar,18,14,7,,,,6 8 9 10 11 12
Charles_Aznavour_Je_mvoyais_deja.kar,17,3,5,,,,4 6 7 8 9 10 12 13 14 15 16
Charles_Aznavour_La_boheme.kar,17,3,5,,,,4 6 7 8 9 10 12 13 14 15 16
Charles_Aznavour_Lamour_cest_comme_un_jour.kar,13,5,3,,,,4 6 7 8 9 10 12 13
Charles_Aznavour_Nous_irons_a_Verone.kar,9,,4,,,,3 5 6 7 9
Charles_Aznavour_Parlez_moi_damour.kar,9,6,,,,,3 4 5 7
Charles_Aznavour_Plus_bleu_que_le_bleu_de_tes_yeux.kar,13,6,4,,,,3 5 7 8 9 10 11
Charles_Aznavour_Reste.kar,10,,4,,,,5 6 7 8 9 10
Charles_Aznavour_Tu_te_laisses_aller.kar,17,1,4,,,,3 5 6 7 8 9 10 12 13 14 15 16
Charles_Trenet_Je_chante.kar,16,6,4,,,,3 5 7 8 9 10 11 13 14 15 16
Charles_Trenet_La_mer.kar,17,3,5,,,,4 6 7 8 9 10 12 13 14 15 16
Charles_Trenet_La_romance_de_Paris.kar,11,5,3,,,,4 6 7 8 9 10
Charles_Trenet_Le_jardin_extraordinaire.kar,24,14,21,,,,15 16 17 18 19 20 22 23 24
Charles_Trenet_Moi_jaime_le_Music_Hall.kar,13,7,5,,,,4 6 8 9 10 11 12
Charles_Trenet_Route_nationale_7.kar,13,6,4,,,,3 5 7 8 9 10 11 13
Che_sara_Jimmi_Fontana.kar,18,6,4,,,,3 5 7 8
Cher_Sonny_The_beat_goes_on.kar,11,6,4,,,,3 5 7 8 9 10
Chic_Le_Freak.kar,13,3,7,,,,4 5 6 8 9 10 11 12
Chicago_After_The_Love_Has_Gone.kar,16,3,6,,,,4 5 7 8 9 10 11 13 14 15 16
Chicago_If_You_Leave_Me_Now.kar,11,3,5,,,,4 6 7 8 9 10
Chicago_If_you_leave_me_now_1.kar,11,3,5,,,,4 6 7 8 9 10
Chicago_Only_The_Beginning.kar,26,6,3,,,,4 5 7 8 9 10
Chip_Taylor_Wild_Thing.kar,8,3,5,,,,6 7 8
Chris_Deburg_Lady_in_Red.kar,13,3,4,,,,6 7 8 9
Chris_Deburg_Lady_in_Red_1.kar,10,3,4,,,,5 6 7 8 9
Christina_Aguilera_Genio_atrapado_4.kar,12,6,4,,,,3 5 7 8 9 10 11
Christophe_Main_dans_la_main.kar,9,4,2,,,,1 3 5 6 7 8
Chuck_Berry_Johnny_be_good_4.kar,9,3,5,,,,4 6 7 8
Chuck_Berry_Rock_and_roll_music.kar,14,3,5 7,,,,4 6
Cie_Creole_Ba_moin_ti_bo.kar,10,5 6 7,3,,,,4 8 9
Cie_Creole_Ma_premiere_beguine_partie.kar,11,,4,,,,3 5 6 7 8 9
Claude_Dubois_Femmes_ou_filles.kar,14,7,4,,,,6 8 9 10 11 12 13 14
Claude_Francois_Cest_la_meme_chanson.kar,12,6,4,,,,3 5 7 8 9 10 11
Claude_Francois_Cette_annee_la.kar,12,6,4,,,,3 5 7 8 9 10 11
Claude_Francois_Il_fait_beau_il_fait_bon.kar,9,4,1,,,,2 3 5 6 7 8
Claude_Francois_Je_viens_diner_ce_soir.kar,13,,4,,,,3 5 6 7 8 13
Claude_Francois_La_ferme_du_bonheur.kar,9,3,4,,,,5 6 7
Claude_Francois_Le_telephone_pleure.kar,17,3,5,,,,4 6 7 8 9 10 11 13 14 15 16 17
Claude_Francois_Magnolias_forever.kar,14,6,4,,,,3 5 7 8 9 10 11 13 14
Claude_Francois_Mais_quand_le_matin.kar,9,5,1,,,,2 3 4 6 7 8
Claude_Francois_Meme_si_tu_revenais.kar,18,6,4,,,,3 5 7 8 9 10 11 13 14 15 16 17 18
Claude_Francois_Si_javais_un_marteau.kar,9,5,3,,,,4 6 7 8
Claude_Francois_Une_chanson_populaire.kar,11,7,5,,,,4 6 8 9 10
Claude_Michel_Le_premier_pas.kar,10,5,4,,,,3 6 7 9 10
Claude_Nougaro_Armstrong.kar,10,5,3,,,,4 6 7 8 9
Claude_Valade_Aide_moi_a_passer_la_nuit.kar,11,3,5,,,,6 7 8 9 10 11
Claude_Valade_Au_bout_du_monde_avec_toi.kar,14,5 12,7,,,,6 8 9 10 11 13
Cliff_Friend_and_Irving_Mills_Lovesick_Blues.kar,9,3,5,,,,6 7 8 9
Cliff_Richard_We_Dont_Talk_Anymore.kar,13,5,3,,,,4 6 7 8 9 10 12
Cloclo_Belle_belle_belle.kar,14,7,5 9,,,,6 8 10 11 12 14
Cloclo_Cette_annee_la.kar,12,6,4,,,,3 5 7 8 9 10 11
Cloclo_La_ferme_du_bonheur.kar,9,3,4,,,,5 6 7
Cloclo_Le_telephone_pleure.kar,17,3,5,,,,4 6 7 8 9 10 11 13 14 15 16 17
Cloclo_Magnolias_Forever.kar,14,6,4,,,,3 5 7 8 9 10 11 13 14
Cloclo_Si_javais_un_marteau.kar,9,5,3,,,,4 6 7 8
Cloclo_Une_chanson_populaire.kar,11,7,5,,,,4 6 8 9 10
Cock_Robin_The_Promise_You_Made.kar,21,4,6,,,,5 7 8 9 10 11
COCK_ROBIN_The_Promise_You_Made_from_the_album_Cock_Robin_1985.kar,21,4,6,,,,5 7 8 9 10 11
Coldplay_Trouble.kar,9,6,4,,,,5 7 8
Cole_Porter_I_Get_A_Kick_Out_Of_You.kar,11,3,5,,,,6 7 8 9 10 11
