"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
Ave_Regina_1_Kyrie_1b.mid,8,1 3 5 7,4 8,,,,2 6
Ave_Regina_Caelorum_a_5_1c.mid,5,1 2,5,,,,3 4
AveMariaVictoria.mid,4,1,4,,,,2 3
bach02.mid,4,4,1,,,,2 3
bach03.mid,4,4,1,,,,2 3
bach05.mid,5,5,1,,,,2 3 4
bach07.mid,4,4,3,,,,1 2
Baroque_Baroque-Early_Marini_op22_2ballet_m.mid,4,1 2,4,,,,3
Baroque_Baroque-Early_Marini_op22_zarab_m.mid,4,1,4,,,,2 3
Baroque_Baroque-Late_Bach_106.mid,4,1 2,4,,,,3
Baroque_Baroque-Late_Bach_1678tpvent1w.mid,3,1,3,,,,2
Baroque_Baroque-Late_Bach_1690tpvent13w.mid,3,1,3,,,,2
Baroque_Baroque-Late_Bach_3PART_06.mid,3,1,3,,,,2
Baroque_Baroque-Late_Bach_air_g.mid,16,1,5 6,,,,2 3 4
Baroque_Baroque-Late_Bach_anna-18.mid,2,1,2,,,,
Baroque_Baroque-Late_Bach_aria.mid,11,4,1,,,,2 3
Baroque_Baroque-Late_Bach_ARIA_R2.mid,3,1,3,,,,2
Baroque_Baroque-Late_Bach_ARTFUG10.mid,8,1 2 5 6,4 8,,,,3 7
Baroque_Baroque-Late_Bach_ARTFUG11.mid,8,1 2 5 6,4 8,,,,3 7
Baroque_Baroque-Late_Bach_babwv653.mid,7,2,3,,,,1
Baroque_Baroque-Late_Bach_bach_cantata_150_7.mid,7,1 2 5 6,4,,,,3 7
Baroque_Baroque-Late_Bach_bjs0978c.mid,6,1,2,,,,
Baroque_Baroque-Late_Bach_bjs83106.mid,6,3,4,,,,
Baroque_Baroque-Late_Bach_bjs958.mid,8,3 4,6,,,,5
Baroque_Baroque-Late_Bach_bjs99014.mid,6,3,4,,,,
Baroque_Baroque-Late_Bach_bjsmag7.mid,22,17 18,20 21 22,,,,4 5 6 7 8 9 10 11 12 13 14 15 16 19
Baroque_Baroque-Late_Bach_branden4.mid,4,1 2,4,,,,3
Baroque_Baroque-Late_Bach_f09emaj.mid,3,1,3,,,,2
Baroque_Baroque-Late_Bach_invent1.mid,2,1,2,,,,
Baroque_Baroque-Late_Bach_jesjoy.mid,5,1,2,,,,3 4 5
Baroque_Baroque-Late_Bach_Jesu_R1.mid,7,1,6,,,,2 3 4 5 7
Baroque_Baroque-Late_Bach_jesujoyofmansdesiring.mid,13,7,11,,,,3 4 5 6 8 9 10 12 13
Baroque_Baroque-Late_Bach_jsbart1.mid,6,3 4,5,,,,6
Baroque_Baroque-Late_Bach_jsbbrc53.mid,12,5 6,10,,,,7 8 9 11
Baroque_Baroque-Late_Bach_jsbos12.mid,13,5 6 8,7 11,,,,9 10 12
Baroque_Baroque-Late_Bach_jsbos21.mid,11,5 6,9,,,,7 8 10
Baroque_Baroque-Late_Bach_jsbwv541.mid,3,1,3,,,,2
Baroque_Baroque-Late_Bach_PASCFUG.mid,5,1,4,,,,2 3 5
Baroque_Baroque-Late_Bach_Violin_Concerto_in_E_Mov._1.mid,5,1 2,3,,,,4 5
Baroque_Baroque-Late_Bach_wtc1082.mid,5,1,3,,,,2
Baroque_Baroque-Late_Bach_wtc1092.mid,5,1 2,3,,,,
Baroque_Baroque-Late_Bach_wtc1172.mid,6,1,4,,,,2 3
Baroque_Baroque-Late_Bach_wtc1242.mid,6,1 2,4,,,,3
Baroque_Baroque-Late_Bach_WTCFUG03.mid,5,2,4,,,,3 5
Baroque_Baroque-Late_Bach_ZZBACH1.mid,4,2 3,4,,,,
Baroque_Baroque-Late_Corelli_Corelli_Pastorale_dal_Concerto_per_la_notte_di_Natale.mid,16,,3,,,1 2,1 2
Baroque_Baroque-Late_Haendel_fireworks-menuet1.mid,7,3 5,7,,,,4 6
Baroque_Baroque-Late_Haendel_handel05.mid,7,6,1,,,,3 4 5
Baroque_Baroque-Late_Haendel_Handel_WaterBouree.mid,14,1 2 3 4 10,14,,,,5 6 7 8 9 11 12 13
Baroque_Baroque-Late_Haendel_HANDELO2.mid,4,1 3,4,,,,2
Baroque_Baroque-Late_Haendel_handels3.mid,8,1,4,,,,2 3
Baroque_Baroque-Late_Haendel_handms12.mid,9,1 4 5 6,9,,,,2 3 7 8
Baroque_Baroque-Late_Haendel_handms44.mid,10,2 4 6,5 9 10,,,,3 7 8
Baroque_Baroque-Late_Haendel_Mes05.mid,7,1,6,,,,2 3 4 5
Baroque_Baroque-Late_Haendel_Mes06.mid,7,1,6,,,,2 3 4 5
Baroque_Baroque-Late_Haendel_Mes32.mid,7,1 2,6,,,,3 4 5
Baroque_Baroque-Late_Haendel_Mes39.mid,10,1 5,9,,,,2 3 4 6 7 8
Baroque_Baroque-Late_Haendel_Mes53b.mid,10,1 5 6,9,,,,2 3 4 7 8
Baroque_Baroque-Late_Haendel_sheba.mid,11,1 8 9,7,,,,2 3 4 5 6
Baroque_Baroque-Late_Marais_songen_m.mid,4,1,3 4,,,,2
Baroque_Baroque-Late_Marcello_B.Marcello_Corale.mid,11,1 2 3 5 6,9,10,11,,4 7 8 10 11
Baroque_Baroque-Late_Pachelbel_Canone_by_max22861.mid,5,2 3 4,5,,,,
Baroque_Baroque-Late_Pachelbel_pachelbel-canon_piano.mid,4,1 3,4,,,,2
Baroque_Baroque-Late_Pachelbel_Pachelbel_Canon_piano_solo.mid,8,3 6 8,4 7,,,,1 2 5
Baroque_Baroque-Late_Pachelbel_Pachelbel_Johann_Canon_Cello_Piano_Version.mid,2,1,,,,2,2
Baroque_Baroque-Late_Pachelbel_trumpet_quartet_canon.mid,9,1 2 3,4,,,,
Baroque_Baroque-Late_Purcell_purcell1.mid,9,1 2,4 5,,,,3
Baroque_Baroque-Late_Vivaldi_gp_v02.mid,10,3 4,2,,,,1 5 6 7 8 9 10
Baroque_Baroque-Late_Vivaldi_gp_v05.mid,15,3 4,15,,,,1 2 5 6 7 8 9 10 11 12 13 14
Baroque_Baroque-Late_Vivaldi_gp_v07.mid,15,3 4,9 14 15,,,,1 2 5 6 7 8 10 11 12 13
Baroque_Baroque-Late_Vivaldi_verano_vivaldi.mid,12,1 2 3,6,,,,4 5 7 8
Baroque_Baroque-Late_Vivaldi_Violin_Concerto_in_Bb_RV.383a_Op.4_No.1_3._Allegro_from_La_stravaganza_David_Rothschild_Vivaldi.mid,17,7 8 9,10 12 14,,,,11 13 15 16
Baroque_Baroque-Late_Vivaldi_vivaldi_gloria_07_domine_fili.mid,14,1 2 5 6 7,4 8 9 13,,,,3 10 11 12
Baroque_Baroque-Late_Vivaldi_vivaldi_gloria_10_qui_sedes.mid,10,1 2,5 9,,,,3 4 6 7 8
Baroque_Baroque-Middle_Becker_02mfrfr_m.mid,4,1 2,4,,,,3
Baroque_Baroque-Middle_Becker_15mfrfr_m.mid,6,1,6,,,,2 3 4 5
Baroque_Baroque-Middle_Lully_7_lste_m.mid,5,1,5,,,,2 3 4
Baroque_Baroque-Middle_Rosenmuller_01studm_m.mid,4,1 2,3 4,,,,
Baroque_Baroque-Middle_Rosenmuller_02padal_m.mid,4,1 2,3 4,,,,
Baroque_Baroque-Middle_Rosenmuller_06padal_m.mid,4,1 2,3 4,,,,
Baroque_Baroque-Middle_Rosenmuller_07son_m.mid,6,1 2 3,6,,,,4
Baroque_Baroque-Middle_Rosenmuller_0815studm_m.mid,6,1 2,5 6,,,,3 4
Baroque_Baroque-Middle_Rosenmuller_47padal_m.mid,4,1,4,,,,2 3
Baroque_Baroque-Middle_Uccellini_34op8sy_m.mid,3,1 2,3,,,,
Baroque_Baroque-Middle_Uccellini_35op8sy_m.mid,4,1 2,4,,,,3
bdanube.mid,2,1,2,,,,
Beethoven_Symphony_#5.MID,4,4,,,,,1 2 3
bepeace_ye_make_me_spill_my_ale.mid,9,2,4,,,,3
Binchois11.mid,3,1,2 3,,,,
Binchois12.mid,3,1,2 3,,,,
Binchois6.mid,4,2,,,,,1 3 4
Bizet_Habanera.kar,10,3,5 6,,,,7 8 9 10
blow_thy_horne_hunter.mid,9,2,4,,,,3
boh2_2.mid,21,7,4,,,,1 2 3 5 6 8 9 10 11
br_hung5.mid,8,1 3 7,2,,,,4 5 6
brahms03.mid,5,5,1,,,,2 3 4
brahms04.mid,5,5,1,,,,2 3 4
brahms09.mid,5,5,1,,,,2 3 4
branle_lofficiale.mid,9,2,4,,,,3
bransle_gay_I.mid,10,2,5,,,,3 4
bransle_gay_VI.mid,10,2,5,,,,3 4
bruop26b.mid,3,1,,,,,2 3
burgundian.mid,10,2,5,,,,3 4
cannon_d_2.mid,5,3 4 5,2,,,,
CaprichoArabe.mid,8,1,,,,,2 3 5
carulli_andante.mid,2,1,2,,,,
Classicism_Classicism_Haydn_2804hays94n2.mid,17,1 2 8,11 12,,,,3 4 5 9 10
Classicism_Classicism_Haydn_hay28_2.mid,5,1 2,5,,,,3 4
Classicism_Classicism_Haydn_hay70_4.mid,12,8,12,,,,1 2 3 4 5 6 7 9 10 11
Classicism_Classicism_Haydn_haydn_-9.mid,5,1 2,,,,,3 4
Classicism_Classicism_Haydn_haydnob1.mid,6,1,6,,,,2 3 4 5
Classicism_Classicism_Haydn_hydn06_3.mid,9,1,9,,,,2 3 4 5 6 7 8
Classicism_Classicism_Haydn_hydn31_2.mid,11,5,11,,,,1 2 3 4 6 7 8 9 10
Classicism_Classicism_Haydn_hydn65_4.mid,8,4 5,8,,,,1 2 3 6 7
Classicism_Classicism_Lidon_lidon-quartet_2ndmid.mid,10,1,4,,,,2 3
Classicism_Classicism_Mozart_2018mozk299no2.mid,25,4,9 10,,,,5 6 7 8
Classicism_Classicism_Mozart_2024panos3no1.mid,20,9,13,3 5 7,4 6 8,1,1 2 3 4 5 6 7 8 10 11 12
Classicism_Classicism_Mozart_arias-004-vamodi.mid,12,1 5 9,4 8 12,,,,2 3 6 7 10 11
Classicism_Classicism_Mozart_arias-4-508_1.mid,3,1,3,,,,2
Classicism_Classicism_Mozart_arias-4-508_2.mid,3,1,3,,,,2
Classicism_Classicism_Mozart_arias-kv468.mid,5,1,,,,,2 3 4 5
Classicism_Classicism_Mozart_figovert.mid,12,8 9,4 12,,,,1 2 3 5 6 7 10 11
Classicism_Classicism_Mozart_moz487_7.mid,6,1,2,,,,
Classicism_Classicism_Mozart_mozart-2.mid,12,1 5 9,4 8 12,,,,2 3 6 7 10 11
Classicism_Classicism_Mozart_mozart11.mid,7,6,,,,,3
Classicism_Classicism_Mozart_mozart18.mid,7,6,1,,,,3 4 5
Classicism_Classicism_Mozart_mozart23.mid,21,1 7,11,5,6,,2 3 4 5 6 8 9 10
Classicism_Classicism_Mozart_mozart_kv346.mid,3,1 2,3,,,,
Classicism_Classicism_Mozart_mozart_requiem_12_agnus_dei.mid,7,1,4,5,6,,2 3 5 6
Classicism_Classicism_Mozart_mozc3.mid,6,1,3,,,,2
Classicism_Classicism_Mozart_mozhorn2.mid,7,2 3,7,,,,1 4 5 6
Classicism_Classicism_Mozart_mz_quarc.mid,4,1 2,4,,,,3
Classicism_Classicism_Mozart_Symphony35-41-011-k385_3.mid,12,6,2 10,,,,1 3 4 5 7 8 9
Classicism_Classicism_Mozart_Symphony35-41-011-k425_2.mid,12,6,10,,,,1 2 3 4 5 7 8 9 12
Classicism_Classicism_Mozart_Symphony35-41-011-mok425m2.mid,15,10,14,,,,5 6 7 8 9 11 12 13
Classicism_Classicism_Mozart_Symphony35-41-012-k504_2.mid,11,1 7,11,,,,2 3 4 5 6 8 9 10
Classicism_Classicism_Mozart_Symphony35-41-012-k543_4.mid,13,1 2 7,11,,,,3 4 5 6 8 9 10
Classicism_Classicism_Mozart_Symphony35-41-012-mok543m1.mid,16,5 11 12,15,,,,6 7 8 9 10 13 14
Classicism_Classicism_Mozart_Symphony35-41-013-mok550m2.mid,15,,14,,,,5 6 7 8 9 10 11 12 13
Classicism_Classicism_Mozart_Symphony35-41-3-msy3853.mid,10,6,2 10,,,,1 3 4 5 7 8 9
Classicism_Classicism_Mozart_Symphony35-41-6-jupitmen.mid,17,1 7,12,,,,2 3 4 5 6 8 9 11 13
Classicism_Classicism_Mozart_Symphony35-41-8-moz550_3.mid,10,1 6,9,,,,2 3 4 5 7 8
Classicism_Classicism_Mozart_WAMJOKE2.mid,7,4 5,7,,,,3 6
Classicism_Classicism_Paganini_pagni01.mid,7,6,1,,,,3 4 5
Classicism_Pre-classicism_Boccherini_Boccherini_min.mid,14,1 4 9,13,,,,2 3 5 6 7 8 10 11 12
come_again.mid,9,2,4,,,,3
csonatam.mid,2,,,,,,1 2
Dixit_Dominus_bis_bis_b.mid,4,1,4,,,,2 3
Don_Giovanni_By_W.A.Mozart_La_Ci_Darem_La_Mano.mid,9,3 4 9,,,,,5
dowland_farwell.mid,4,1,4,,,,2 3
dowland_my_thoughts.mid,6,1,4,,,,2 3
dowland_say_love_if_ever.mid,4,1,3,,,,2
DUETK487.mid,3,1,2,,,,
dufay0.mid,10,4,10,,,,1 2 3 5 6
Dufay_Lamentio_Sanctae_Matris_Ecclesiae.mid,4,4,1,,,,2 3
dunstable_sancta_maria.mid,6,1 4,3 6,,,,2 5
encina_mas_vale_trocar.mid,4,3,4,,,,1 2
english_the_shepherds_hey.mid,11,2 3 4 5,,,,,
erlking.mid,4,1 2 4,,,,,3
Falsobordon_4_1t.mid,5,1 3,5,,,,2 4
FW156.mid,2,1,,,,1,
FW164.mid,2,1,,,,1,
FW191.mid,2,1,,,,1,
FW252.mid,2,1,,,,1,
gabrieli_in_ecclesiis.mid,15,1 2 3 4,8 14,,,,5 6 7 9 10 11 12 13 15
gabrieli_pian_e_forte.mid,8,1 5,8,,,,2 3 4 6 7
gabrieli_surrexit_christus.mid,13,2 10 11,9 12 13,,,,3 4 5 6 7 8
Gaudeamus_6_Agnus_Dei_1c.mid,7,1 2 3,7,,,,4 5 6
Gloria_Palestrina_S.mid,4,1,4,,,,2 3
GMMOZ550.mid,14,1 4,2 8,,,,3 5 6 7
handel04.mid,5,5,1,,,,2 3 4
handel05.mid,5,5,1,,,,2 3 4
handel06.mid,4,4,3,,,,1 2
handel09.mid,5,5,1,,,,2 3 4
haydntc.mid,6,1,,,,,2 3 4 5 6
hoboeckentanz.mid,10,2,5,,,,3 4
holborne_my_lord_of_oxenford.mid,15,1 10 11 12 13 14 15,5,,,,2 3 4
Hungarian_Dance#5_Brahms.MID,2,2,,,,,1
hungary1.mid,6,1 4,,,,,2 3 5
hydnlark.mid,10,3,10,,,,4 5 6 7 8 9
In_Manus_Tuas_1t.mid,5,1,5,,,,2 3 4
io_non_compro_pi_speranza.mid,10,2,4,,,,3
Iste_Confessor_b.mid,4,4,,,,,1 2 3
janequin_reconfortez.mid,7,1 2,4,,,,3
Jesu_Joy_of_Mans_Desiring_Bach.mid,5,5,1,,,,2 3 4
kodaly32.mid,5,2 3,,,,,1 4 5
La_Boheme_Di_G._Puccini_Si_Mi_Chiamano_Mimi.mid,5,5,,,,,3
La_Boheme_Di_G.Puccini_Vecchia_Zimarra_Senti.mid,7,3,,,,,4
la_canarie.mid,10,2,5,,,,3 4
Laetatus_Sum_4_Sanctus_y_Benedictus_1b.mid,13,2 3 5 6 10,9 13,,,,4 7 8 11 12
Laetatus_Sum_5_Agnus_Dei_1b.mid,12,4,8 12,,,,1 2 3 5 6 7 9 10 11
lasso_gallans.mid,9,1,4,,,,2 3
lasso_kyrie_eleison.mid,5,1,4,,,,2 3
lasso_matona_mia_cara.mid,7,1,4,,,,2 3
Le_Nozze_Di_Figaro_Di_W.A.Mozart_Porgi_Amor.mid,14,11 14,13,,,,3 4 5 6 7 8 9 10 12
Le_Nozze_Di_Figaro_Di_W.A.Mozart_Voi_Che_Sapete.mid,12,11,12,,,,3 4 5 6 7 8 9 10
Leroy_Anderson_Blue_tango.mid,14,5 6 8 11 12 13,7,,,,9
Letaniae_De_Beata_Virgine_1b.mid,8,1 5,4 8,,,,2 3 6 7
Light_Character_polka_Stra.MID,4,4,1,,,,2 3
LJ6_Aleph_Ego_Vir_1c.mid,6,3,6,,,,1 2 4 5
LJ8_Aleph_Quomodo_Obscuratum_1s.mid,5,1,5,,,,2 3 4
LJbis9_Incipit_Oratio_Jeremiae_1b.mid,8,7 8,,,,,1 2 3 4 5 6
loopz3.mid,2,,,,,,1 2
lust_mag_mein_herz.mid,10,2,5,,,,3 4
Madama_Butterfly_Di_G.Puccini_Un_Bel_Di_Vedremo.mid,7,3,,,,,4
Magnificat_Primi_Toni_pares_1c.mid,6,1 2 3,6,,,,4 5
Magnificat_Tertii_Toni_impares_1t.mid,5,1 3,5,,,,2 4
Medieval_ArsAntiqua_Anonymous_congaudeant_catholici-thv.mid,4,2 3,4,,,,
Medieval_ArsAntiqua_Anonymous_hac.mid,4,2 3,4,,,,
Medieval_ArsNova_Caserta_Anthonello_antho27.mid,4,2,4,,,,3
Medieval_ArsNova_Henry4_henryvi_sanctus.mid,9,2,4,,,,3
Medieval_ArsNova_Machau_machaut-b16.mid,3,2,3,,,,
Medieval_ArsNova_Machau_machaut-b17.mid,4,2,4,,,,3
Medieval_ArsNova_Machau_machaut-b24.mid,3,2,3,,,,
Medieval_ArsNova_Machau_machaut-b29.mid,4,2,4,,,,3
Medieval_ArsNova_Machau_machaut-b35.mid,4,2,4,,,,3
Medieval_ArsNova_Machau_machaut-b39.mid,4,2,4,,,,3
Medieval_ArsNova_Senleches_senle03.mid,4,2,4,,,,3
Medieval_ArsNova_Senleches_senle05.mid,4,2,4,,,,3
Medieval_ArsNova_Solage_solage-le_basile.mid,4,1 2,4,,,,3
Medieval_ArsNova_Trebor_trebor45.mid,4,2,4,,,,3
Merry_Widow_Waltz_F._Leha.MID,5,5,1,,,,2 3 4
mfaria04.mid,9,7,9,,,,1 2 3 4 5 6 8
minuetg.mid,3,1,3,,,,2
Misa_Quarti_Toni_1_Kyrie.mid,4,1,4,,,,2 3
Miserere_b.mid,4,4,,,,,1 2 3
Monostatos.mid,10,1 2 5 8,7,,,,3 4 6 9
monteverdi_lamento_c3.mid,7,1,5 7,,,,2 3 4 6
monteverdi_morfeo_ecco_pur.mid,5,1,5,,,,2 3 4
morley_april.mid,4,1,4,,,,2 3
morley_clorinda.mid,4,1 2,4,,,,3
motet.mid,10,1 10,5,,,,2 3 4
moz24cm2.mid,11,,,,,,1 2
moz304_1.mid,2,1,,,,1,2
moz_fm3.mid,16,1 12,10,,,,2 3 4 5 6 7 8 9 11
moz_req.mid,2,,,,,,1 2
moza_k525_4.mid,5,1,5,,,,2 3 4
mozart00.mid,5,5,1,,,,2 3 4
mozart15.mid,5,5,1,,,,2 3 4
mozart18.mid,5,5,1,,,,2 3 4
mozart20.mid,5,5,1,,,,2 3 4
mozart_e.mid,6,1 2,6,,,,3 4 5
mozart_lieder_als_luise_die_briefe.mid,4,1,4,,,,2 3
mozart_lieder_gesellenreise.mid,3,1,,,,,2 3
mozart_m.mid,2,1,,,,,2
mozart_o.mid,2,1,,,,,2
mozart_p.mid,2,1,,,,,2
mozart_requiem_01_introitus.mid,8,1 2 3 4,,,,,5 6 7
mozart_s.mid,2,1,,,,,2
Mozart_TwinkleLittleStar.mid,2,,,,,,1 2
mozart_v.mid,2,1,,,,,2
mozart_w.mid,2,1,,,,,2
MozartNo01.mid,4,1,4,,,,2 3
MozartNo10.mid,4,1,4,,,,2 3
mozk218b.mid,3,1,3,,,,2
mozk218c.mid,5,1,3,,,,2
mozk219a.mid,3,1,,,,,2 3
mozk219c1.mid,6,1,6,,,,2 3 4 5
mozk466c.mid,7,3,4,1,2,,1 2
mozk74a5.mid,8,5,8,6,7,,6 7
nachtmusik3.mid,7,3,7,,,,4 5 6
Ne_Timeas_Maria_b.mid,4,4,,,,,1 2 3
Nunc_Dimittis_b.mid,4,3 4,,,,,1 2
O_Magnum_Mysterium_1_Kyrie_b.mid,4,4,,,,,1 2 3
O_Magnum_Mysterium_3_Credo_b.mid,4,4,,,,,1 2 3
O_Quam_Gloriosum_2_Gloria_b.mid,4,4,,,,,1 2 3
O_Regem_Caeli_1s.mid,4,1,4,,,,2 3
OD_08_Communio_1s.mid,6,1 2,6,,,,3 4 5
pagni01.mid,4,4,,,,,1 2 3
pagni03.mid,5,5,1,,,,2 3 4
palestrina_canticum_canticorum_04.mid,5,1,5,,,,2 3 4
Palestrina_Kyrie_Papae_Marcelli.mid,10,5,9 10,,,,6 7 8
Palestrina_Super_flumina_Babilonis.mid,5,1 2,5,,,,3 4
Palestrina_Surge_Propera_Amica_Mea_s.mid,5,1,5,,,,2 3 4
pavane_for_shawm_band.mid,12,2 3,7,,,,4 5 6
pavanne_est_il_conclud.mid,10,2,5,,,,3 4
Pietro_Mascagni_Cavalleria_Rusticana_Preludio_In_Dialetto_Siciliano.mid,18,4 9 12 14,6,,,,3 5 7 8 10 11 13 15 17 18
Praeludium#1_in_C_BWV846.MID,5,5,1,,,,2 3 4
pragav4.mid,11,2,6,,,,3 4 5
PragueSymphony38_K504_1st_mvt_Mozart_b.mid,7,6,1,,,,3 4 5
pravol12.mid,11,2,6,,,,3 4 5
Puccini_Tosca_3.mid,37,28,12,,,,1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 23 24 25 26 29 30 31 32
Quam_Pulchri_Sunt_2_Gloria_b.mid,4,4,,,,,1 2 3
queenofthenight.mid,4,3,,,,,4
Quicumque_Christum_Quaeritis_b.mid,4,4,,,,,1 2 3
rampolini_bacco.mid,8,2,5,,,,3 4
Renaissance_Renaissance-Early_Anonymous_sifortune.mid,9,2,4,,,,3
Renaissance_Renaissance-Early_Anonymous_this_day_thaws.mid,9,2 3,4,,,,
Renaissance_Renaissance-Early_Anonymous_verbum_carum_factum_est-Early.mid,10,2,5,,,,3 4
Renaissance_Renaissance-Early_Binchois_Binchois16.mid,3,1,2 3,,,,
Renaissance_Renaissance-Early_Cornysh_blow_thy_horne_hunter.mid,9,2,4,,,,3
Renaissance_Renaissance-Early_Dufay_duFay-adieu_vins_lan.mid,5,2,4,,,,3
Renaissance_Renaissance-Early_Escobar_escobar_lo_que_queda_es_lo_seguro.mid,9,2 3,4,,,,
Renaissance_Renaissance-Early_Escobar_pasame_por_dios_varquero.mid,9,2,4,,,,3
Renaissance_Renaissance-Early_Ockeghem_ockeghem-ma_bouche.mid,3,1,3,,,,2
Renaissance_Renaissance-Late_Anonymous_pippers_fancy.mid,10,1 2 3,,,,,4 5
Renaissance_Renaissance-Late_Dowland_dowland_if_my_complaints.mid,10,2 3 4,5,,,,
Renaissance_Renaissance-Late_Lassus_wohl_kommt_der_mai.mid,10,2,5,,,,3 4
Renaissance_Renaissance-Late_Monteverdi_monteverdi_lamento_a1.mid,3,1,3,,,,2
Renaissance_Renaissance-Late_Morley_morley_lady_those_eyes.mid,9,2 3,4,,,,
Renaissance_Renaissance-Late_Palestrina_2155gpbndcts.mid,10,5 7,9 10,,,,6 8
Renaissance_Renaissance-Late_Palestrina_palestrina_canticum_canticorum_03.mid,5,1 2 3,5,,,,4
Renaissance_Renaissance-Late_Palestrina_sacra_giovanni_pierluigi_da_palestrina_missa_ave_regina_coelorum_agnus_dei.mid,9,1 2,4,,,,3
Renaissance_Renaissance-Late_Praetorius_praetorius-est_ist_ein_ros.mid,8,2,5,,,,3 4
Renaissance_Renaissance-Late_Praetorius_pragav2.mid,11,2,6,,,,3 4 5
Renaissance_Renaissance-Late_Praetorius_pragav3.mid,11,2 3,6,,,,4 5
Renaissance_Renaissance-Late_Praetorius_spagnoletta_xxvii.mid,10,2,5,,,,3 4
Renaissance_Renaissance-Late_Praetorius_vom_gimmel_och_da_komm_ich_her.mid,10,2,5,,,,3 4
Renaissance_Renaissance-Late_Rosseter_ROSSETER_Whether_Men_to_Laugh_or_Weep.mid,2,1,,,,,2
Renaissance_Renaissance-Late_Victoria_Ad_Caenam_Agni_Providi.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Alma_Redemptoris-3-Credo-2c.mid,8,1 5,4 8,,,,2 3 6 7
Renaissance_Renaissance-Late_Victoria_Alma_Redemptoris-5-Agnus_Dei-2b.mid,8,1 5,4 8,,,,2 3 6 7
Renaissance_Renaissance-Late_Victoria_Alma_Redemptoris_Mater.mid,8,1 2 5 6,8,,,,3 4 7
Renaissance_Renaissance-Late_Victoria_Ascendens_Christus_In_Altum-1-Kyrie-1s.mid,5,1 2,5,,,,3 4
Renaissance_Renaissance-Late_Victoria_Ascendens_Christus_In_Altum-2-Gloria-t.mid,5,1 2 3,5,,,,4
Renaissance_Renaissance-Late_Victoria_Ascendens_Christus_In_Altum-4-Sanctus-b.mid,5,1,5,,,,2 3 4
Renaissance_Renaissance-Late_Victoria_Ascendens_Christus_In_Altum-6-Agnus_Dei-c.mid,6,1 3,6,,,,2 4 5
Renaissance_Renaissance-Late_Victoria_Ave_Maria-a_8-2b.mid,8,1 5,4 8,,,,2 3 6 7
Renaissance_Renaissance-Late_Victoria_Ave_Maria-a_8-2c.mid,8,1 5,4 8,,,,2 3 6 7
Renaissance_Renaissance-Late_Victoria_Ave_Maria-a_8-2s.mid,8,1 5,4 8,,,,2 3 6 7
Renaissance_Renaissance-Late_Victoria_Ave_Maria_de_Victoria.mid,5,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Ave_Maris_Stella-1-Kyrie.mid,4,1,4,,,,2 3
