"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
STABLEMATES.MID,7,6,1,,,,3
sushi.mid,16,2,8,,,,7
Swing42.mid,15,3 4 5 6,8,,,,7 10
The_Best_Is_Yet_To_Come_B.MID,7,6,1,,,,3 4 5
THE_PARTYS_OVER.MID,7,6,1,,,,3
this_masqerade_with_benson.MID,7,6,1,,,,3 4 5
TILL_THERE_WAS_YOU.MID,7,6,1,,,,3 4 5
Time_Remembered.MID,7,6,1,,,,3 4 5
toss_up.mid,16,2 3 7,1,,,,4 5 6 8 9 10 11 13 14 15 16
uzeb_cool_it.mid,12,9 10 11 12,2 3 4,,,,5 6 7 8
WAVE.MID,7,6,1,,,,3 7
weasel.mid,15,3 6 7 8 9,2,,,,1 4 5
What_A_Diffrence_A_Day_M.MID,7,6,1,,,,3 4 5
When_You_Wish_Upon_A_Star.MID,7,6,1,,,,3
world.mid,30,16,2,,,,3 4 5 6 7 8 9 10 11 12 13 14 15
Wouldnt_It_Be_Loverly.MID,7,6,1,,,,3 4 5
wylhg.mid,3,,1,,,,3
YOU_ARE_TOO_BEAUTIFUL.MID,7,6,1,,,,3
