"Nombre_fichero";"N_Pistas";"melody";"bass";"piano_rh";"piano_lh";"mixdown";;;;
"Congratulamini_Mihi_1s.mid";6;;6;;;;"b";"OK";;
"Cum_Beatus_Ignatius_1s.mid";5;;5;;;;"b";"OK";;
"DANHON6.mid";3;;;1;2;;"VEU 2";"OK-M";;
"DUETK487.mid";3;;;1;2;;;"OK-M";;
"De_Beata_Maria_1_Kyrie_1t.mid";5;;5;;;;"b";"OK";;
"Divertimento_No.17_in_D_Major.mid";1;;;;;0;;"OK";;
"Dixit_Dominus_bis_bis_b.mid";4;;4;;;;"b";"OK";;
"Don_Giovanni1.mid";12;;"4 9";;;;"Bassoons";"OK-M";;
"Don_Giovanni_By_W.A.Mozart_Deh_Vieni_Alla_Finestra.mid";10;;"8 9";;;;"Cello";"OK-M";;
"Don_Giovanni_By_W.A.Mozart_La_Ci_Darem_La_Mano.mid";9;;;;;;;"OK";;
"Don_Giovanni_By_W.A.Mozart_La_Ci_Darem_La_Mano_b.mid";9;;;;;;;"OK";;
"Dufay_Lamentio_Sanctae_Matris_Ecclesiae.mid";4;;1;;;;;"OK";;
"EINE_KLI.mid";1;;;;;0;;"OK-M";"6 pistas-mixdown";"*"
"FW008.mid";2;;;;;1;;"OK-M";"10 pistas – mixdown";"*"
"FW024.mid";2;;;;;1;;"OK-M";;"*"
"FW061.mid";2;;;;;1;;"OK-M";;"*"
"FW156.mid";2;;;;;1;;"OK-M";;"*"
"FW164.mid";2;;;;;1;;"OK-M";;"*"
"FW173.mid";2;;;;;1;;"OK-M";;"*"
"FW191.mid";2;;;;;1;;"OK-M";;"*"
"FW252.mid";2;;;;;1;;"OK-M";;"*"
"Falsobordon_4_1t.mid";5;;5;;;;"b";"OK";;
"GMMOZ550.mid";14;;8;;;;"Horn";"OK";;
"Gaudeamus_5_Benedictus_1c.mid";6;;6;;;;"b";"OK";;
"Gaudeamus_6_Agnus_Dei_1c.mid";7;;7;;;;"b";"OK";;
"Gaudent_In_Caelis_b.mid";4;;4;;;;"b";"OK";;
"Giuseppe_Giordani_Caro_Mio_Ben.mid";8;;;6;7;;"Piano Left";"OK-M";;
"Giuseppe_Giordani_Caro_Mio_Ben_b.mid";8;;;6;7;;"Piano Left";"OK-M";;
"Gloria_Palestrina_S.mid";4;;4;;;;"Staff-3";"OK";;
"Goldberg_Variation_#1_Alle.MID";2;;;2;1;;;"OK-M";;
"Goldberg_Variations_Aria.MID";2;;;2;1;;;"OK-M";;
"Grande_Valse_Brilliante_Cho.MID";3;;1;3;2;;"Bass ( BB ) ";"OK-M";;
"HASSLER_Galliard.mid";8;;4;;;;;"OK-M";"cambia numero pistas";"*"
"Hungarian_Dance#5_Brahms.MID";2;;;;;;;"OK";;
"In_Manus_Tuas_1t.mid";5;;5;;;;"b";"OK";;
"Iste_Confessor_b.mid";4;;;;;;"b BBOK";"OK-M";;
"Jesu_Joy_of_Mans_Desiring_Bach.mid";5;;1;;;;"Bass ( BB ) ";"OK-M";;
"KNOX1915.MID";16;;15;;;;"Double bass";"OK";;
"LJ5_Lamed_Matribus_Suis_Dixerunt_1s.mid";5;;5;;;;"b";"OK";;
"LJ6_Aleph_Ego_Vir_1c.mid";6;;6;;;;"b";"OK";;
"LJ8_Aleph_Quomodo_Obscuratum_1s.mid";5;;5;;;;"b";"OK";;
"LJbis8_Aleph_Quomodo_Obscuratum_1s.mid";5;;5;;;;"b";"OK";;
"Ljbis9_Incipit_Oratio_Jeremiae_1b.mid";8;;;;;;"2b BBOK";"OK-M";;
"La_Boheme_Di_G.Puccini_Che_Gelida_Manina.mid";6;;;3;4;;;"OK-M";;
"La_Boheme_Di_G.Puccini_Vecchia_Zimarra_Senti.mid";7;;;;;;;"OK";;
"La_Boheme_Di_G._Puccini_Si_Mi_Chiamano_Mimi.mid";5;;;;;;;"OK";;
"Laetatus_Sum_2_Gloria_1b.mid";12;;"8 12";;;;"3b";"OK-M";;
"Laetatus_Sum_4_Sanctus_y_Benedictus_1b.mid";13;;"9 13";;;;"2b";"OK-M";;
"Laetatus_Sum_5_Agnus_Dei_1b.mid";12;;"8 12";;;;"2b";"OK-M";;
"Le_Nozze_Di_Figaro_Di_W.A.Mozart_Porgi_Amor.mid";14;;13;;;;"Contrabas";"OK";;
"Le_Nozze_Di_Figaro_Di_W.A.Mozart_Voi_Che_Sapete.mid";12;;12;;;;"Cello";"OK";;
"Leroy_Anderson_Blue_tango.mid";14;;7;;;;;"OK-M";;
"Letaniae_De_Beata_Virgine_1b.mid";8;;"4 8";;;;"2b";"OK-M";;
"Light_Character_polka_Stra.MID";4;;1;;;;"Bass ( BB ) ";"OK";;
"Lucis_Creator_Optime_b.mid";4;;;;;;"b BBOK";"OK-M";;
"MOZ478_3.mid";1;;;;;0;;"OK-M";;
"MOZART3.mid";1;;;;;0;;"OK-M";;
"MOZ_620.mid";1;;;;;0;;"OK-M";;
"MOZ_PC_A_R1.mid";1;;;;;0;;"OK-M";;
"Madama_Butterfly_Di_G.Puccini_Un_Bel_Di_Vedremo.mid";7;;;;;;;"OK";;
"Magnificat_Primi_Toni_pares_1c.mid";6;;6;;;;"b";"OK";;
"Magnificat_Quinti_Toni_impares_1t.mid";5;;5;;;;"b";"OK";;
"Magnificat_Tertii_Toni_impares_1t.mid";5;;5;;;;"b";"OK";;
"March_In_D.mid";2;;;1;2;;"Harmony             ";"OK-M";;
"Merry_Widow_Waltz_F._Leha.MID";5;;1;;;;"Bass ( BB ) ";"OK";;
"Misa_Quarti_Toni_1_Kyrie.mid";4;;4;;;;"b";"OK";;
"Miserere_b.mid";4;;;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";"*"
"Monostatos.mid";10;;7;;;;"Track07";"OK";;
"MozartNo01.mid";4;;4;;;;"Pista 4";"OK";;
"MozartNo05.mid";4;;4;;;;"Pista 4";"OK";;
"MozartNo10.mid";4;;4;;;;"Pista 4";"OK";;
"Mozart_Sonata14Movement1.mid";2;;;1;2;;"Bass Clef";"OK-M";;
"Mozart_TwinkleLittleStar.mid";2;;;;;;;"OK";;
"Mozart_W.a._Dans_Un_Bois_Solitaire.mid";7;;;6;7;;;"OK-M";;
"Ne_Timeas_Maria_b.mid";4;;;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";"*"
"Nunc_Dimittis_b.mid";4;;;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";"*"
"OD_08_Communio_1s.mid";6;;6;;;;"b";"OK";;
"O_Domine_Jesu_Christe_1c.mid";6;;6;;;;"b";"OK";;
"O_Magnum_Mysterium_1_Kyrie_b.mid";4;;;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";"*"
"O_Magnum_Mysterium_3_Credo_b.mid";4;;;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";"*"
"O_Quam_Gloriosum_2_Gloria_b.mid";4;;;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";"*"
"O_Regem_Caeli_1s.mid";4;;;;;;;"OK";;
"PA6.mid";2;;;;2;;;"OK-M";;
"PALESTRINA_Adoramus_te_Christe.mid";5;;4;;;;"weimermt@libby.org  11/6/95";"OK";;
"Palestrina_Kyrie_Papae_Marcelli.mid";10;;"9 10";;;;"Bass II.";"OK-M";;
"Palestrina_Super_flumina_Babilonis.mid";5;;5;;;;"www.musica-sacra.it";"OK";;
"Palestrina_Surge_Propera_Amica_Mea_s.mid";5;;5;;;;"b";"OK";;
"Pietro_Mascagni_Cavalleria_Rusticana_Preludio_In_Dialetto_Siciliano.mid";18;;6;;;;"StrEnsmbl 1";"OK";;
"Praeludium#1_in_C_BWV846.MID";5;;1;;;;"Bass ( BB ) ";"OK";;
"PragueSymphony38_K504_1st_mvt_Mozart.mid";5;;1;;;;"Bass    (BB)";"OK";;
"PragueSymphony38_K504_1st_mvt_Mozart_b.mid";7;;1;;;;"Bass    (BB)";"OK";;
"Presto_in_G_Mozart_sona.MID";2;;;2;1;;;"OK-M";;
"Puccini_Tosca_3.mid";37;;"12 24";;;;"Campane 2";"OK-M";"Revisar";
"Purcell_StrikeTheViol.mid";8;;5;;;;"Harpsichord LT";"OK";;
"Quam_Pulchri_Sunt_2_Gloria_b.mid";4;;;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";"*"
"Quam_Pulchri_Sunt_3_Credo_b.mid";4;;;;;;"b BBOK";"OK";"Revisar (melodia 4)";"*"
"Quem_Vidistis_Pastores_1s.mid";6;;6;;;;"b";"OK";;
"Quicumque_Christum_Quaeritis_b.mid";4;;;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";"*"
"ROSSETER_Whether_Men_to_Laugh_or_Weep.mid";2;;;;;;;"OK";;
"Requiem_a_4_voces_05_Sanctus_y_Benedictus_b.mid";4;;;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";
"Rossini_TheBarberOfSevilleLargoAlFactotumAria.mid";3;;;;;;"Vocal--BBOK";"OK-M";;
"SONATINA.mid";3;;2;1;"2 3";;"VEU 2";"OK-M";;
"SUS_ALL2.mid";4;;;;;;;"OK";;
"SV06_Lauda_Jerusalem_b.mid";4;;;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";
"SV07_Confitebor_Tibi_Domine_1s.mid";4;;;;;;;"OK";;
"SV09_Nisi_Dominus_1s.mid";4;;4;;;;"t";"OK";;
"Se_Vuol_Ballare_Signor_Contino.mid";18;;13;;;;"Contrabass";"OK";;
"Simile_Est_Regnum_Coelorum_6_Agnus_Dei_1b.mid";8;;;;;;"1b BBOK";"OK-M";;
"Sonata_3_Mozart_K545.MID";2;;;2;1;;"Piano ( BB )";"OK-M";;
"Sonata_3_Mozart_K545.mid";7;;;;;;"Piano ( BB )";"OK-M";;
"Sonata_c.Mid";8;;;;;;"Harpsicord";"OK-M";;
"Super_Flumina_Babylonis_1b.mid";8;;;;;;"2b BBOK";"OK-M";"Revisar (melodia 8)";"*"
"Surge_Propera_2_Gloria_1t.mid";5;;5;;;;"b";"OK";;
"TR08_Tenebrae_Factae_Sunt_1b.mid";4;;4;;;;"2b";"OK";;
"TR09_Animam_Meam_Dilectam_b.mid";4;;;;;;;"OK";;
"TR17_Aestimatus_Sum_1b.mid";4;;4;;;;"2b";"OK";;
"Tannhauser_March_Wag.MID";2;;;2;1;;;"OK-M";;
"Tibi_Christe_b.mid";4;;;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";"*"
"Tosca_Di_G.Puccini_E_Lucean_Le_Stelle.mid";7;;;;;;"Piano";"OK-M";;
"Tosca_Di_G.Puccini_Recondita_Armonia.mid";4;;;;;;;"OK";;
"Tosca_Di_G._Puccini_Vissi_Darte_Vissi_DAmore.mid";7;;;;;;"Piano";"OK";;
"VIOLIN_C.MID";8;;3;;;;"L.V. Beethoven";"OK-M";;
"Vadam_Et_Circuibo_Civitatem_1s.mid";6;;6;;;;"b";"OK";;
"Verdi.G_La_Traviata_Addio_Del_Passato.mid";4;;;;;;;"OK";;
"Vexilla_Regis_b.mid";4;;;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";"*"
"Victoria_Apocrifo_Date_Ei_De_Fructu_b.mid";4;;4;;;;"b BBOK";"OK-M";"Revisar (melodia 4)";"*"
"Vidi_Speciosam_1_Kyrie_1s.mid";6;;6;;;;"b";"OK";;
"WAMJOKE3.mid";6;;6;;;;"Pista 6";"OK";;
"adieu_corage_adieu.mid";8;;3;;;;"bass";"OK";;
"allemande_otra.mid";9;;4;;;;"Serpent";"OK";;
"arias_004_mozartk1.mid";4;;;;;;;"OK";;
"arias_011_doppel.mid";4;;4;;;;"Pista 4";"OK";;
"arias_1_voiavete.mid";7;;7;;;;"Bass";"OK";;
"arias_kv125.mid";4;;4;;;;"Pianoforte";"OK-M";;
"arias_kv152.mid";4;;3;;;;"Pianoforte";"OK-M";;
"arias_kv308.mid";3;;3;;;;;"OK";;
"arias_kv340a.mid";5;;"4 5";;;;"Pianoforte";"OK-M";;
"arias_kv349.mid";3;;3;;;;"Pianoforte";"OK";;
"arias_kv367.mid";4;;"3 4";;;;"Pianoforte";"OK";;
"arias_kv390.mid";5;;"4 5";;;;"Pianoforte";"OK-M";;
"arias_kv391.mid";3;;;;;;;"OK";;
"arias_kv433.mid";3;;3;;;;"Pianoforte";"OK";;
"arias_kv468.mid";5;;5;;;;"Pianoforte (or Organ) ";"OK";;
"arias_kv472.mid";4;;4;;;;"Pianoforte";"OK";;
"arias_kv473.mid";5;;4;;;;"Pianoforte";"OK";;
"arias_kv476.mid";5;;5;;;;;"OK-M";;
"arias_kv517.mid";4;;4;;;;"Pianoforte";"OK";;
"arias_kv518.mid";5;;4;;;;"Pianoforte";"OK";;
"arias_kv519.mid";5;;"4 5";;;;"Pianoforte";"OK-M";;
"arias_kv520.mid";4;;4;;;;;"OK-M";;
"arias_kv523.mid";3;;3;;;;;"OK-M";;
"arias_kv524.mid";3;;3;;;;;"OK-M";;
"arias_kv530.mid";5;;"4 5";;;;"Pianoforte";"OK-M";;
"arias_kv531.mid";4;;4;;;;"Pianoforte";"OK";;
"arias_kv552.mid";4;;;;;;;"OK";;
"arias_kv596.mid";3;;3;;;;"Pianoforte";"OK";;
"arias_kv597.mid";5;;"4 5";;;;"Pianoforte";"OK-M";;
"arias_kv598.mid";3;;3;;;;"Pianoforte";"OK";;
"ave_maria_arcadelt.mid";6;;4;;;;"Instrument4";"OK";;
"bach02.mid";4;;1;;;;"Bass    (BB)";"OK";;
"bach03.mid";4;;1;;;;"Bass    (BB)";"OK";;
"bach05.mid";5;;1;;;;"Bass    (BB)";"OK";;
"bach07.mid";4;;3;;;;;"OK-M";;
"baile_hungaro_1_joha#29F64A.mid";12;;;1;2;;"Piano Left Hand";"OK-M";;
"baile_hungaro_3_joha#29F64C.mid";2;;;1;2;;"Lowe G.S.";"OK-M";;
"baile_hungaro_6_joha#29F64E.mid";12;;;1;2;;;"OK";;
"baile_hungaro_7_joha#29F64F.mid";3;;;2;3;;"Lower G.S.";"OK-M";;
"bdanube.mid";2;;2;;;;;"OK-M";;
"bellini_la_farfalletta.mid";2;;;;;;;"OK";;
"bepeace_ye_make_me_spill_my_ale.mid";9;;;;;;;"OK";;
"bjwaltze.mid";3;;;2;3;;;"OK-M";;
"blow_thy_horne_hunter.mid";9;;4;;;;"bass";"OK";;
"boh2_2.mid";21;;4;;;;"Colline";"OK";"Revisar";
"br_hung5.mid";8;;2;;;;"WinJammer Demo";"OK";;
"brahms03.mid";5;;1;;;;"Bass    (BB)";"OK";;
"brahms04.mid";5;;1;;;;"Bass    (BB)";"OK";;
"brahms06.mid";5;;1;;;;"Bass    (BB)";"OK";;
"brahms09.mid";5;;1;;;;"Bass    (BB)";"OK";;
"brahms105_1.mid";4;;;3;4;;;"OK-M";;
"brahms_waltz_15_1.mid";2;;;1;2;;"Piano LH";"OK";;
"branle_lofficiale.mid";9;;4;;;;"bass";"OK";;
"bransle_gay_I.mid";10;;5;;;;"bass";"OK";;
"bransle_gay_II.mid";10;;5;;;;"b";"OK";;
"bransle_gay_VI.mid";10;;5;;;;"b";"OK";;
"bruop26a.mid";3;;3;;;;"Pasaje MIDI";"OK";;
"bruop26b.mid";3;;;;;;;"OK";;
"bruop46b.mid";16;;;"1 2";3;;"Fantasy";"OK-M";;
"bruop46c.mid";16;;;"1 2";3;;"Fantasy";"OK-M";;
"brwlz_03.mid";2;;;1;2;;;"OK-M";;
"brwlz_09.mid";2;;;1;2;;;"OK-M";;
"brwlz_12.mid";2;;;1;2;;"Piano";"OK-M";;
"bthn06.mid";2;;;;;;;"OK";"Revisar";
"bthn08.mid";5;;1;;;;"Bass    (BB)";"OK";;
"bthn10.mid";5;;"1 4";;;;"Bass    (BB)";"OK";;
"bthn11.mid";5;;"1 4";;;;"Bass    (BB)";"OK";;
"bthn17.mid";5;;1;;;;"Bass    (BB)";"OK";;
"bthn20.mid";5;;1;;;;"Bass    (BB)";"OK";;
"burgundian.mid";10;;5;;;;4;"OK";;
"burns_corn_rigs.mid";5;;;4;5;;;"OK-M";;
"burns_last_may_braw_wooer.mid";6;;;5;6;;"Bass";"OK-M";;
"burns_ye_banks_and_braes.mid";5;;;4;5;;"Piano (bass)";"OK-M";;
"cannon_d_2.mid";5;;2;;;;"Bass                ";"OK";;
"carulli_andante.mid";2;;;;;;;"OK";;
"chopin10.mid";2;;;2;1;;;"OK-M";;
"chopin16.mid";2;;;2;1;;;"OK-M";;
"chopin24.mid";2;;;2;1;;;"OK-M";;
"clementi_sonatina_gradus_1.mid";10;;;"1 2";"3 4";;;"OK-M";;
"clementi_sonatina_gradus_16.mid";8;;;1;2;;;"OK-M";;
"clementi_sonatina_gradus_17.mid";4;;;1;2;;;"OK-M";;
"clementi_sonatina_gradus_2.mid";8;;;1;2;;;"OK-M";;
"clementi_sonatina_gradus_21.mid";8;;;1;2;;;"OK-M";;
"clementi_sonatina_gradus_65.mid";8;;;1;2;;;"OK-M";;
"clementi_sonatina_no4parta.mid";2;;;1;2;;;"OK-M";;
"clementi_sonatina_no5parta.mid";2;;;1;2;;;"OK-M";;
"clementi_sonatina_no6parta_3.mid";2;;;1;2;;"Piano LH";"OK-M";;
"come_again.mid";9;;4;;;;"virginal 2";"OK";;
"concierto_para_clarinete_en_Bb_Rondo_Allegro_mozart.mid";5;;;;;;;"OK";;
"croce_o_vos_omnes.mid";4;;4;;;;;"OK";;
"csonatam.mid";2;;;;;;;"OK";;
"dadme_albricias_hijos_de_eva.mid";10;;;;;;;"OK";;
"danube.mid";4;;;3;4;;;"OK-M";;
"dePerusio_ballade_greygnour.mid";3;;;;;;;"OK";;
"dePerusio_puisque_je_sui_pour.mid";3;;3;;;;"Unnamed-002";"OK";;
"dowland_farwell.mid";4;;4;;;;"@channel 4";"OK";;
"dowland_lachrimae.mid";4;;4;;;;"@channel 4";"OK";;
"dowland_my_thoughts.mid";6;;4;;;;;"OK-M";;
"dowland_now_i_needs_must_part.mid";12;;7;;;;;"OK";;
"dowland_say_love_if_ever.mid";4;;3;;;;"by John Dowland";"OK";;
"dufay0.mid";10;;10;;;;"@channel 10";"OK";;
"dunstable_sancta_maria.mid";6;;3;;;;"ﾩ1996mjstarke";"OK";;
"ekn6.mid";7;;5;;;;"basses";"OK";;
"encina_mas_vale_trocar.mid";4;;4;;;;"jorge.ba@teleline.es";"OK";;
"english_the_shepherds_hey.mid";11;;;;;;;"OK";;
"erlking.mid";4;;;;;;"English (Lyrics Wind)--BBOK";"OK";;
"farnaby_psalm122.mid";4;;4;;;;"Bass";"OK";;
"fmendel8.3.mid";5;;;4;5;;;"OK-M";;
"gabrieli_in_ecclesiis.mid";15;;8;;;;"Capella";"OK";;
"gabrieli_pian_e_forte.mid";8;;8;;;;"Trombon";"OK";;
"gabrieli_surrexit_christus.mid";13;;9;;;;"Trombon (Basso)";"OK";;
"gastoldi_amor_v.mid";8;;5;;;;"Bass";"OK";;
"greenslv.mid";8;;5;;;;"Bass                ";"OK";;
"handel04.mid";5;;1;;;;"Bass    (BB)";"OK";;
"handel05.mid";5;;1;;;;"Bass    (BB)";"OK";;
"handel06.mid";4;;3;;;;;"OK-M";;
"handel07.mid";5;;1;;;;"Bass    (BB)";"OK";;
"handel09.mid";5;;1;;;;"Bass    (BB)";"OK";;
"hassler_sanctus_benedictus.mid";4;;4;;;;;"OK";;
"haycelc3.mid";3;;;2;3;;;"OK-M";;
"haydnhrn.mid";6;;;;;;"Staff-3";"OK-M";;
"haydnob1.mid";6;;6;;;;"Bass";"OK";;
"haydntc.mid";6;;;;;;;"OK";;
"hilton_what_shall_he_have_that_killd_the_deer.mid";11;;;;;;"4 BBOK";"OK-M";;
"hoboeckentanz.mid";10;;5;;;;"b";"OK";;
"holborne_my_lord_of_oxenford.mid";15;;5;;;;"Cello";"OK";;
"hopkinson_beneath_a_weeping.mid";8;;6;;;;"Accompanyment LH";"OK";"Revisar (Harpsichord lh)";
"hun3.mid";2;;;1;2;;"Pasaje MIDI";"OK-M";;
"hun6.mid";2;;;1;2;;"Pasaje MIDI";"OK-M";;
"hun7.mid";2;;;1;2;;"Pasaje MIDI";"OK-M";;
"hungary1.mid";6;;;;;;"Drums               ";"OK-M";"Pista 3 debe estar en canal 10";
"hydnlark.mid";10;;;;;;;"OK";;
"innsbruck_ich_muss_dich_lassen.mid";10;;5;;;;4;"OK";;
"io_non_compro_pi_speranza.mid";10;;4;;;;4;"OK";;
"janequin_reconfortez.mid";7;;4;;;;;"OK-M";;
"kodaly32.mid";5;;;;;;;"OK";;
"kodaly33.mid";5;;;4;5;;"Piano (bass)";"OK-M";;
"kodaly37.mid";5;;;4;5;;;"OK-M";;
