"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown
"Baroque_Baroque-Late_Bach_bjs0974c.mid",6,,,1,2,
"Baroque_Baroque-Late_Bach_bjs0978c.mid",6,1,2,,,
"Baroque_Baroque-Late_Bach_bjs0986b.mid",6,,,1,2,
"Baroque_Baroque-Late_Bach_bjs83104.mid",6,,,3,4,
"Baroque_Baroque-Late_Bach_bjs958.mid",8,3 4,6,,,
"Baroque_Baroque-Late_Bach_bjs99014.mid",6,,,,,,
"Baroque_Baroque-Late_Bach_bjsmag7.mid",22,17 18,20 21 22,,,
"Baroque_Baroque-Late_Bach_branden4.mid",4,1 2,4,,,
"Baroque_Baroque-Late_Bach_bwv534b.mid",6,3 4 5,6 7,,,
"Baroque_Baroque-Late_Bach_f09emaj.mid",3,,,1 2,3,
"Baroque_Baroque-Late_Bach_f19amaj.mid",4,1 2,3,,,
"Baroque_Baroque-Late_Bach_fuguein_2.mid",7,1 2 3,5,,,
"Baroque_Baroque-Late_Bach_invent1.mid",2,,,,,,
"Baroque_Baroque-Late_Bach_jesjoy.mid",5,1,2,,,
"Baroque_Baroque-Late_Bach_jesujoyofmansdesiring.mid",13,5,9,,,11
"Baroque_Baroque-Late_Bach_johann_sebastian_bach_bwv1048a.mid",15,2,11,,,
"Baroque_Baroque-Late_Bach_jsbart1.mid",6,3 4,5,,,
"Baroque_Baroque-Late_Bach_jsbbrc12.mid",16,5 9,14,,,
"Baroque_Baroque-Late_Bach_jsbbrc53.mid",12,5 6,10,,,
"Baroque_Baroque-Late_Bach_jsbos12.mid",13,,,,,,
"Baroque_Baroque-Late_Bach_jsbwv541.mid",3,1,3,,,
"Baroque_Baroque-Late_Bach_p02cmin.mid",3,,,1,2,
"Baroque_Baroque-Late_Bach_p22b_min.mid",2,,,,,,
"Baroque_Baroque-Late_Bach_prelud21.mid",2,,,,,,
"Baroque_Baroque-Late_Bach_preludec.mid",2,,,1,2,
"Baroque_Baroque-Late_Bach_sinf5.mid",3,,,1 2 ,3,
"Baroque_Baroque-Late_Bach_wtc1082.mid",5,1,3,,,
"Baroque_Baroque-Late_Bach_wtc1092.mid",5,1 2,3,,,
"Baroque_Baroque-Late_Bach_wtc1112.mid",5,1,3,,,
"Baroque_Baroque-Late_Bach_wtc1131.mid",4,, ,1,2,
"Baroque_Baroque-Late_Bach_wtc1172.mid",6,1,4,,,
"Baroque_Baroque-Late_Bach_wtc1211.mid",5,,,1,2,
"Baroque_Baroque-Late_Bach_wtc1242.mid",6,1 2,4,,,
"Baroque_Baroque-Late_Bach_wtc2222.mid",6,1,4,,,
"Baroque_Baroque-Late_Corelli_Corelli_Pastorale_dal_Concerto_per_la_notte_di_Natale.mid",16,,3,,,1 2
"Baroque_Baroque-Late_Corelli_Pastorale_Alexandre_Guilmant.mid",7,,,2 4 6,1 3 5,
"Baroque_Baroque-Late_Haendel_1644gdance6.mid",10,,,1,2,
"Baroque_Baroque-Late_Haendel_C_maior_3_adagio.mid",3,1,,2,3,
"Baroque_Baroque-Late_Haendel_HANDELO2.mid",4,3,4,,,
"Baroque_Baroque-Late_Haendel_Handel_WaterBouree.mid",14,1 2 3 4 10,14,,,
"Baroque_Baroque-Late_Haendel_Mes05.mid",7,1,6,,,
"Baroque_Baroque-Late_Haendel_Mes06.mid",7,1,6,,,
"Baroque_Baroque-Late_Haendel_Mes32.mid",7,1 2,6,,,
"Baroque_Baroque-Late_Haendel_Mes39.mid",10,1 5,9,,,
"Baroque_Baroque-Late_Haendel_Mes53b.mid",10,5,9,,,
"Baroque_Baroque-Late_Haendel_fireworks-menuet1.mid",7,3 5,7,,,
"Baroque_Baroque-Late_Haendel_handel05.mid",7,6,1,,,
"Baroque_Baroque-Late_Haendel_handels4.mid",8,5,4,,,
"Baroque_Baroque-Late_Haendel_handms12.mid",9,1 4 5 6,9,,,
"Baroque_Baroque-Late_Haendel_handms44.mid",10,1 6,5 10,,,
"Baroque_Baroque-Late_Haendel_handms46.mid",9,1 3 5,8 9,,,
"Baroque_Baroque-Late_Haendel_sheba.mid",11,1 8 9,7,,,
"Baroque_Baroque-Late_Marais_songen_m.mid",4,1,3 4,,,
"Baroque_Baroque-Late_Marcello_B.Marcello_Corale.mid",11,1 2 3 5 6,9,10,11,
"Baroque_Baroque-Late_Pachelbel_2722canonind.mid",6,1 2 3,4 5,,,
"Baroque_Baroque-Late_Pachelbel_Canon_R1.mid",10,1 2,4 5,,,
"Baroque_Baroque-Late_Pachelbel_Canone_by_max22861.mid",5,2 3 4,5,,,
"Baroque_Baroque-Late_Pachelbel_Pachelbel_Canon_piano_solo.mid",8,3 6 8,4 7,,,
"Baroque_Baroque-Late_Pachelbel_Pachelbel_Johann_Canon_Cello_Piano_Version.mid",2,1,1,,,
"Baroque_Baroque-Late_Pachelbel_pachelbel-canon_piano.mid",4,1 3,4,,,
"Baroque_Baroque-Late_Pachelbel_pachelbel_magnificat_part_II_07.mid",16,,,,,1
"Baroque_Baroque-Late_Pachelbel_pachelbel_magnificat_part_I_20.mid",16,,,,,,
"Baroque_Baroque-Late_Pachelbel_trumpet_quartet_canon.mid",9,,,,,,
"Baroque_Baroque-Late_Purcell_purcell1.mid",9,2 3,5 6,,,
"Baroque_Baroque-Late_Vivaldi_ViolinConcertoViv.mid",7,2,,,,
"Baroque_Baroque-Late_Vivaldi_Violin_Concerto_in_Bb_RV.383a_Op.4_No.1_3._Allegro_from_La_stravaganza_David_Rothschild_Vivaldi.mid",17,6 7,10 12 14,,,
"Baroque_Baroque-Late_Vivaldi_gloria.mid",12, ,6,,,
"Baroque_Baroque-Late_Vivaldi_gp_v02.mid",10,3 4,2,,,
"Baroque_Baroque-Late_Vivaldi_gp_v05.mid",15,3 4,15,,,
"Baroque_Baroque-Late_Vivaldi_gp_v07.mid",15,3 4,14 15,,,
"Baroque_Baroque-Late_Vivaldi_verano_vivaldi.mid",12,1 2 3,6,,,
"Baroque_Baroque-Late_Vivaldi_vivaldi_gloria_05_propter_magnam.mid",13,1 5 6,4 8 9 13,,,
"Baroque_Baroque-Late_Vivaldi_vivaldi_gloria_07_domine_fili.mid",14,1 2 5 6 7,4 8 9 13,,,
"Baroque_Baroque-Late_Vivaldi_vivaldi_gloria_10_qui_sedes.mid",10,1 2,5 9,,,
"Baroque_Baroque-Middle_Becker_02mfrfr_m.mid",4,2,5,,,
"Baroque_Baroque-Middle_Becker_15mfrfr_m.mid",6,1,6,,,
"Baroque_Baroque-Middle_Becker_4245ersts_m.mid",3,1,3,,,
"Baroque_Baroque-Middle_Blow_johnblow.mid",2,,,2,1,
"Baroque_Baroque-Middle_Pezel_3abends_m.mid",4,1 2,3 4,,,
"Baroque_Baroque-Middle_Rosenmuller_01padal_m.mid",4,,,,,,
"Baroque_Baroque-Middle_Rosenmuller_02padal_m.mid",4,1 2,3 4,,,
"Baroque_Baroque-Middle_Rosenmuller_0815studm_m.mid",6,1 2,5 6,,,
"Baroque_Baroque-Middle_Rosenmuller_13padal_m.mid",4,1 2,3 4,,,
"Baroque_Baroque-Middle_Rosenmuller_19padal_m.mid",4,1 2,3 4,,,
"Baroque_Baroque-Middle_Rosenmuller_45padal_m.mid",4,1 2,3 4,,,
"Baroque_Baroque-Middle_Rosenmuller_47padal_m.mid",4,1,4,,,
"Baroque_Baroque-Middle_Sanz_1298gs3hach.mid",14,,,,,,
"Baroque_Baroque-Middle_Uccellini_03op8sy_m.mid",4,1,4,,,
"Baroque_Baroque-Middle_Uccellini_08op8sy_m.mid",4,1,4,,,
"Baroque_Baroque-Middle_Uccellini_34op8sy_m.mid",3,1 2,3,,,
"Baroque_Baroque-Middle_Uccellini_35op8sy_m.mid",4,2 3,5,,,
"Classicism_Classicism_Clementi_clementi-sonatina_no3parb.mid",2,,,1,2,
"Classicism_Classicism_Haydn_2804hays94n2.mid",17,1 2 8,11 12,,,
"Classicism_Classicism_Haydn_hay-p38b.mid",4,,,,,,
"Classicism_Classicism_Haydn_hay28_2.mid",5,1 2,5,,,
"Classicism_Classicism_Haydn_hay70_4.mid",12,8,12,,,
"Classicism_Classicism_Haydn_haydn-10.mid",5, , ,1,4,
"Classicism_Classicism_Haydn_haydn-6.mid",5,,,1,3,
"Classicism_Classicism_Haydn_haydn_-9.mid",5,1 2,,,,
"Classicism_Classicism_Haydn_haydnob1.mid",6,1,6,,,
"Classicism_Classicism_Haydn_hydn06_1.mid",9,1 2 5 6,9,,,
"Classicism_Classicism_Haydn_hydn06_3.mid",9,1,9,,,
"Classicism_Classicism_Haydn_hydn07_3.mid",8,1 4,8,,,
"Classicism_Classicism_Haydn_hydn31_2.mid",11,5,11,,,
"Classicism_Classicism_Haydn_hydn49_2.mid",8,2 4,8,,,
"Classicism_Classicism_Haydn_hydn65_4.mid",8,4 5,8,,,
"Classicism_Classicism_Haydn_hydn84_2.mid",10,7,11,,,
"Classicism_Classicism_Haydn_hydn84_3.mid",10,7,11,,,
"Classicism_Classicism_Haydn_sonata_piano_no52_en_Eb_joseph_haydn.mid",4,,,1,2,
"Classicism_Classicism_Haydn_sonata_piano_no53_en_E_joseph_haydn.mid",4,,,1,2,
"Classicism_Classicism_Lidon_lidon-quartet_2ndmid.mid",10,1,4,,,
"Classicism_Classicism_Mozart_1787gpk136b.mid",10,2 3 7 8,6 11,,,
"Classicism_Classicism_Mozart_1788gpk136c.mid",10,2 7,6 11,,,
"Classicism_Classicism_Mozart_2024panos3no1.mid",20,,,,,,
"Classicism_Classicism_Mozart_2025pianos3no2.mid",20,,13,3 5,6 8,
"Classicism_Classicism_Mozart_2249phantasiereg.mid",2,,,1,2,
"Classicism_Classicism_Mozart_ANDCASAT.mid",3,,,1,2,
"Classicism_Classicism_Mozart_A_mozrt3.mid",7,,,4,3,
"Classicism_Classicism_Mozart_Mozart-minuet-k2-2.mid",2,,,,,,
"Classicism_Classicism_Mozart_MozartSym25GM.mid",13,1 4 5,8,,,
"Classicism_Classicism_Mozart_Sinfonia-n40-de-Mozart.mid",0,,,,,,
"Classicism_Classicism_Mozart_Symphony35-41-011-mok425m2.mid",15,10,14,,,
"Classicism_Classicism_Mozart_Symphony35-41-011-mok425m3.mid",15,5 10 11,14,,,
"Classicism_Classicism_Mozart_Symphony35-41-012-k543_1.mid",13,7 8,11,,,
"Classicism_Classicism_Mozart_Symphony35-41-012-k543_4.mid",13,7,11,,,
"Classicism_Classicism_Mozart_Symphony35-41-012-mok543m1.mid",16,5 11 12,15,,,
"Classicism_Classicism_Mozart_Symphony35-41-012-mok543m3.mid",16,5,15,,,
"Classicism_Classicism_Mozart_Symphony35-41-012-msy5514.mid",11,1 7,11,,,
"Classicism_Classicism_Mozart_Symphony35-41-013-mok550m2.mid",15, ,14,,,
"Classicism_Classicism_Mozart_Symphony35-41-014-mo_sy404.mid",5,1,5,,,
"Classicism_Classicism_Mozart_Symphony35-41-6-jupitmen.mid",17,1 7,12,,,
"Classicism_Classicism_Mozart_Symphony35-41-8-moz550_3.mid",10,1 6,9,,,
"Classicism_Classicism_Mozart_WAMJOKE2.mid",7,4 5,7,,,
"Classicism_Classicism_Mozart_arias-004-vamodi.mid",12,1,8 12,,,
"Classicism_Classicism_Mozart_arias-4-508_1.mid",3,1,3,,,
"Classicism_Classicism_Mozart_arias-4-508_2.mid",3,1,3,,,
"Classicism_Classicism_Mozart_arias-kv468.mid",5,1, ,,,
"Classicism_Classicism_Mozart_arias-kv472.mid",4,1,,2,4,
"Classicism_Classicism_Mozart_moz330_2.mid",2,,,,,,
"Classicism_Classicism_Mozart_mozart-2.mid",12,1 5 9,4 8 12,,,
"Classicism_Classicism_Mozart_mozart11.mid",7,6,,,,
"Classicism_Classicism_Mozart_mozart18.mid",7,6,1,,,
"Classicism_Classicism_Mozart_mozart_chanson_a_boire.mid",4,1,,,,
"Classicism_Classicism_Mozart_mozart_kv346.mid",3,1 2,3,,,
"Classicism_Classicism_Mozart_mozart_lieder_ridente_la_calma.mid",4,4,,2,3,
"Classicism_Classicism_Mozart_mozart_requiem_12_agnus_dei.mid",7,1,4,5,6,
"Classicism_Classicism_Mozart_mozc3.mid",6,1,3,,,
"Classicism_Classicism_Mozart_mozhorn2.mid",7,2 3,7,,,
"Classicism_Classicism_Mozart_mozk211b.mid",16,1,,2,3,
"Classicism_Classicism_Mozart_mozk211c.mid",16,1,,2,3,
"Classicism_Classicism_Mozart_mozk22.mid",12,,,,,,
"Classicism_Classicism_Mozart_mz_333_1.mid",7,,,1,2,
"Classicism_Classicism_Mozart_mz_493_1.mid",10,1,7,5,6,
"Classicism_Classicism_Mozart_mz_quarc.mid",4,1 2,4,,,
"Classicism_Classicism_Mozart_sonata-in-c-1_5.mid",7,,,3,4,2
"Classicism_Classicism_Mozart_wam0330.mid",5,,,,,,
"Classicism_Classicism_Paganini_pagni01.mid",7,6,1,,,
"Classicism_Classicism_Paradis_paradis-sicilienne.mid",5,1,3,,,
"Classicism_Classicism_Selby_selby-voluntary_viii.mid",7,,,1,2,
"Classicism_Pre-classicism_Boccherini_Boccherini_min.mid",14,1 4 9,13,,,
"Classicism_Pre-classicism_Boyce_1116boycev.mid",4,1,3,,,
"Classicism_Pre-classicism_Scarlatti_scarlatt.mid",2,,,,,,
"Classicism_Pre-classicism_Scarlatti_scarlatti_gia_il_sole_dal_gange.mid",3,1,,2,3,
"Classicism_Pre-classicism_Scarlatti_scarlatti_sento_nel_core.mid",3,2,,3,4,
"Classicism_Pre-classicism_Soler_1476soler91c.mid",2,,,1,2,
"Medieval_ArsAntiqua_Anonymous_congaudeant_catholici-thv.mid",4,1 2,3,,,
"Medieval_ArsAntiqua_Anonymous_hac.mid",4,2 3,4,,,
"Medieval_ArsAntiqua_Anonymous_laude-jocunda-smp.mid",5,2,4,,,
"Medieval_ArsNova_Caserta_Anthonello_antho27.mid",4,2,4,,,
"Medieval_ArsNova_Ciconia_ciconia-dolce.mid",3,,,2,3,
"Medieval_ArsNova_Henry4_henryvi_sanctus.mid",9,1,3,,,
"Medieval_ArsNova_Machau_machaut-b05.mid",3,,,,,,
"Medieval_ArsNova_Machau_machaut-b11.mid",4,2,,,,
"Medieval_ArsNova_Machau_machaut-b16.mid",3,2,3,,,
"Medieval_ArsNova_Machau_machaut-b17.mid",4,2,4,,,
"Medieval_ArsNova_Machau_machaut-b24.mid",3,2,3,,,
"Medieval_ArsNova_Machau_machaut-b29.mid",4,3,5,,,
"Medieval_ArsNova_Machau_machaut-b35.mid",4,2,4,,,
"Medieval_ArsNova_Machau_machaut-b39.mid",4,2,4,,,
"Medieval_ArsNova_Perusio_matteo09.mid",4,2,4,,,
"Medieval_ArsNova_Senleches_senle03.mid",4,2,4,,,
"Medieval_ArsNova_Senleches_senle05.mid",4,2,4,,,
"Medieval_Gregorian_Comunion_33_Domingo.mid",5,,,,,,
"Renaissance_Renaissance-Early_Anonymous_sifortune.mid",9,2,4,,,
"Renaissance_Renaissance-Early_Anonymous_this_day_thaws.mid",9,2 3,4,,,
"Renaissance_Renaissance-Early_Anonymous_verbum_carum_factum_est-Early.mid",10,2,5,,,
"Renaissance_Renaissance-Early_Binchois_Binchois16.mid",3,1,2 3,,,
"Renaissance_Renaissance-Early_Compere_alons_fere_nos_barbes.mid",10,2,5,,,
"Renaissance_Renaissance-Early_Cornysh_blow_thy_horne_hunter.mid",9,2,4,,,
"Renaissance_Renaissance-Early_DelEncina_encina-mas_vale_trocar.mid",4,1,4,,,
"Renaissance_Renaissance-Early_Dufay_duFay-adieu_vins_lan.mid",5,2,4,,,
"Renaissance_Renaissance-Early_Escobar_escobar_lo_que_queda_es_lo_seguro.mid",9,1 2,3,,,
"Renaissance_Renaissance-Early_Escobar_pasame_por_dios_varquero.mid",9,2,4,,,
"Renaissance_Renaissance-Early_Ockeghem_ockeghem-ma_bouche.mid",3,1,3,,,
"Renaissance_Renaissance-Late_Byrd_1737no155lavolta.mid",2,,,,,,
"Renaissance_Renaissance-Late_Byrd_FW058.mid",2,,,,,1
"Renaissance_Renaissance-Late_Byrd_FW061.mid",2,,,,,1
"Renaissance_Renaissance-Late_Byrd_FW163.mid",2,,,,,,
"Renaissance_Renaissance-Late_Byrd_byrd-pavan.mid",15,,,,,,
"Renaissance_Renaissance-Late_Dowland_dowland_if_my_complaints.mid",10,12 3 4,5,,,
"Renaissance_Renaissance-Late_Gabrieli_gabrieli-sonata_octavi_toni.mid",12,1 7,6 12,,,
"Renaissance_Renaissance-Late_Lassus_wohl_kommt_der_mai.mid",10,2,5,,,
"Renaissance_Renaissance-Late_Monteverdi_monteverdi_lamento_a1.mid",3,,,,,,
"Renaissance_Renaissance-Late_Morley_morley_lady_those_eyes.mid",9,2 3,4,,,
"Renaissance_Renaissance-Late_Palestrina_2155gpbndcts.mid",10,5 7,9 10,,,
"Renaissance_Renaissance-Late_Palestrina_palestrina_canticum_canticorum_02.mid",5,1,5,,,
"Renaissance_Renaissance-Late_Palestrina_palestrina_canticum_canticorum_03.mid",5,1 2 3,5,,,
"Renaissance_Renaissance-Late_Palestrina_sacra_giovanni_pierluigi_da_palestrina_missa_ave_regina_coelorum_agnus_dei.mid",9,1 2,4,,,
"Renaissance_Renaissance-Late_Praetorius_praetorius-est_ist_ein_ros.mid",8,2,5,,,
"Renaissance_Renaissance-Late_Praetorius_pragav2.mid",11,2,6,,,
"Renaissance_Renaissance-Late_Praetorius_pragav3.mid",11,,,,,,
"Renaissance_Renaissance-Late_Praetorius_spagnoletta_xxvii.mid",10,1,4,,,
"Renaissance_Renaissance-Late_Praetorius_vom_gimmel_och_da_komm_ich_her.mid",10,2,5,,,
"Renaissance_Renaissance-Late_Rosseter_ROSSETER_Whether_Men_to_Laugh_or_Weep.mid",2,1,,,,
"Renaissance_Renaissance-Late_Victoria_Alma_Redemptoris-2-Gloria.mid",8,1 5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_Alma_Redemptoris-3-Credo-1c.mid",8,1 5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_Alma_Redemptoris-3-Credo-2c.mid",8,1 5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_Alma_Redemptoris-5-Agnus_Dei-2b.mid",8,1 5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_Alma_Redemptoris_Mater.mid",8,1 2 5 6,8,,,
"Renaissance_Renaissance-Late_Victoria_Ascendens_Christus_In_Altum-1-Kyrie-1s.mid",5,2,6,,,
"Renaissance_Renaissance-Late_Victoria_Ascendens_Christus_In_Altum-4-Sanctus-b.mid",5,1,5,,,
"Renaissance_Renaissance-Late_Victoria_Ascendens_Christus_In_Altum-6-Agnus_Dei-c.mid",6,3,6,,,
"Renaissance_Renaissance-Late_Victoria_Ave_Maria-a_8-2b.mid",8,1 5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_Ave_Maria-a_8-2s.mid",8,1 5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_Ave_Maria_de_Victoria.mid",5,,,,,,
"Renaissance_Renaissance-Late_Victoria_Ave_Maris_Stella-1-Kyrie.mid",4,,,,,,
"Renaissance_Renaissance-Late_Victoria_Ave_Maris_Stella-2-Gloria-c.mid",4,1 2,4,,,
"Renaissance_Renaissance-Late_Victoria_Ave_Maris_Stella-6-Agnus_Dei-2t.mid",5,1 4,5,,,
"Renaissance_Renaissance-Late_Victoria_Ave_Regina-1-Kyrie-1b.mid",8,1 5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_Ave_Regina-1-Kyrie-1c.mid",8,1 5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_Ave_Regina-2-Gloria-1t.mid",8,,,,,,
"Renaissance_Renaissance-Late_Victoria_Ave_Regina-2-Gloria.mid",8,2,5 9,,,
"Renaissance_Renaissance-Late_Victoria_Ave_Regina-6-Agnus_Dei-1t.mid",8,1 3 5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_Ave_Regina_Caelorum-a_8-2c.mid",8,2,9,,,
"Renaissance_Renaissance-Late_Victoria_Beata_Es_Virgo_Maria-2b.mid",6,1,6,,,
"Renaissance_Renaissance-Late_Victoria_Benedicam_Dominum-2s.mid",4,1 2,4,,,
"Renaissance_Renaissance-Late_Victoria_Benedicta_Sit-b.mid",6,2,7,,,
"Renaissance_Renaissance-Late_Victoria_Benedictus_Dominus.mid",4,1 2,4,,,
"Renaissance_Renaissance-Late_Victoria_Conditor_Alme_Siderum-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Congratulamini_Mihi-1t.mid",6,1,6,,,
"Renaissance_Renaissance-Late_Victoria_Cum_Beatus_Ignatius-1s.mid",5,1,5,,,
"Renaissance_Renaissance-Late_Victoria_De_Beata_Maria-2-Gloria-1t.mid",5,3,5,,,
"Renaissance_Renaissance-Late_Victoria_De_Beata_Maria-6-Agnus_Dei.mid",7,1 2,7,,,
"Renaissance_Renaissance-Late_Victoria_Descendit_Angelus-1s.mid",5,2,6,,,
"Renaissance_Renaissance-Late_Victoria_Deus_Tuorum_Militum-c.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Dixit_Dominus_bis_bis-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Domine_In_Virtute_Tua-1b.mid",8,,,,,,
"Renaissance_Renaissance-Late_Victoria_Dum_Complerentur-1-Kyrie-s.mid",6,1,6,,,
"Renaissance_Renaissance-Late_Victoria_Dum_Complerentur-2-Gloria-1t.mid",6,1 2 5,6,,,
"Renaissance_Renaissance-Late_Victoria_Dum_Complerentur-4-Sanctus-b.mid",6,1 6,,,,
"Renaissance_Renaissance-Late_Victoria_Dum_Complerentur-5-Benedictus-2c.mid",7,,,,,,
"Renaissance_Renaissance-Late_Victoria_Dum_Complerentur-5-Benedictus.mid",7,1 2,7,,,
"Renaissance_Renaissance-Late_Victoria_Dum_Complerentur-6-Agnus_Dei-2s.mid",7,2 3 ,8,,,
"Renaissance_Renaissance-Late_Victoria_Dum_Complerentur-6-Agnus_Dei-2t.mid",7,6,7,,,
"Renaissance_Renaissance-Late_Victoria_Ecce_Dominus_Veniet-s.mid",5,1,5,,,
"Renaissance_Renaissance-Late_Victoria_Ecce_Dominus_Veniet.mid",5,,,,,,
"Renaissance_Renaissance-Late_Victoria_Ecce_Sacerdos_Magnus-c.mid",4,1 2,4,,,
"Renaissance_Renaissance-Late_Victoria_Ecce_Sacerdos_Magnus-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Estote_Fortes_In_Bello-t.mid",4,,,,,,
"Renaissance_Renaissance-Late_Victoria_Exultet_Coelum_Laudibus-t.mid",4,1 2 3,4,,,
"Renaissance_Renaissance-Late_Victoria_Falsobordon-1-2t.mid",5,1 4,5,,,
"Renaissance_Renaissance-Late_Victoria_Falsobordon-2-s.mid",5,1,5,,,
"Renaissance_Renaissance-Late_Victoria_Falsobordon-5-1t.mid",5,1 3,5,,,
"Renaissance_Renaissance-Late_Victoria_Gaude_Maria_Virgo-2s.mid",5,1 2,5,,,
