Nombre_fichero,N_Pistas,melody,bass,piano_rh,piano_lh,mixdown
Romanticism_Romanticism_Beethoven_PATHETM1.mid,4,,,3,4,
Romanticism_Romanticism_Beethoven_SON23.mid,10,,,2,3,
Romanticism_Romanticism_Berlioz_Berlioz_Hector_Sur_Les_Lagunes.mid,9,4 5,7 8,,,
Romanticism_Romanticism_Brahms_440symph2-3.mid,12,2 7,10 12,,,
Romanticism_Romanticism_Brahms_JBSCHFAE.mid,3,1,,2,3,
Romanticism_Romanticism_Burgmuller_1127burgmul7reg.mid,2,,,1,2,
Romanticism_Romanticism_Chopin_Nocturne_No15_in_Fm_Op.55_Nocturne_No1.mid,3,,,1,2,
Romanticism_Romanticism_Chopin_Op.10_No.12_C_min.mid,2,,,1,2,
Romanticism_Romanticism_Chopin_Valse_in_Db_Op.64_No1_La_Valse_Minute_7.mid,6,,,1,2,
Romanticism_Romanticism_Liszt_Au_Bord_Dune_Source.mid,7,,,1,2,
Romanticism_Romanticism_Mendelssohn_GMMVIOL_2.mid,14,1,5 6,,,
Romanticism_Romanticism_Schubert_Piano_Sonata_in_D_D.850_Op.53_No.17_4.Rondo.mid,4,,,1,3,
Romanticism_Romanticism_Schubert_Schubert-Serenade.mid,3,1,,2,3,
Romanticism_Romanticism_Strauss_Johann_rad.mid,9,2 3,1,,,
Romanticism_Romanticism_Sullivan_2578chieftain207.mid,7,3,,4,5,
XXCentury_Impressionism_Ravel_ravel-wind_quintet.mid,5,1 2,5,,,
XXCentury_Neoclassicism_Prokofiev_piano_conc_no3_op26_mov3.mid,20,,19,,,
XXCentury_XX-Nationalism_Janacek_1210jansinf3.mid,20,1 2 3 5 15 16,19,,,
XXCentury_XX-Nationalism_Khachaturian_gayane_lezqhink.mid,22,1 2 3 4,22,,,
XXCentury_XX-Nationalism_Orff_orff_carmina_08.mid,10,1,4,,,
XXCentury_XX-Nationalism_Sibelius_alla_marcia.mid,23,1 2 3 4,21 23,,,
