Filename,num_track,prob_melody,prob_bass,prob_accomp,ocuppation,tag,track_label
Renaissance_Renaissance-Late_Victoria_SV02-Confitebor_Tibi.mid,4,0.70,0.10,0.00,0.88,bass,b
FW156.mid,1,0.90,0.00,0.54,0.97,melody,Track 1 BBOK
Baroque_Baroque-Late_Bach_ZZBACH1.mid,2,0.90,0.00,0.20,1.00,melody,OBOE
Baroque_Baroque-Late_Bach_ZZBACH1.mid,3,0.40,0.00,0.50,1.00,melody,FLAUTO
Baroque_Baroque-Late_Bach_ZZBACH1.mid,4,0.10,0.77,0.00,0.94,bass,CELLO
Renaissance_Renaissance-Late_Victoria_SV02-Confitebor_Tibi-b.mid,1,1.00,0.00,0.00,0.95,melody,s
Renaissance_Renaissance-Late_Victoria_SV02-Confitebor_Tibi-b.mid,2,0.00,0.00,1.00,0.95,accomp,c
Renaissance_Renaissance-Late_Victoria_SV02-Confitebor_Tibi-b.mid,3,0.00,0.00,1.00,0.95,accomp,t
Renaissance_Renaissance-Late_Victoria_SV02-Confitebor_Tibi-b.mid,4,0.00,0.82,0.00,0.88,melody,b
Classicism_Classicism_Haydn_hay70_4.mid,1,0.90,0.00,0.10,0.35,accomp,Flute
Classicism_Classicism_Haydn_hay70_4.mid,2,0.60,0.00,0.20,0.37,accomp,Oboe
Classicism_Classicism_Haydn_hay70_4.mid,3,0.70,0.00,0.50,0.41,accomp,Oboe
Classicism_Classicism_Haydn_hay70_4.mid,4,0.00,0.00,0.90,0.42,accomp,Bassoon
Classicism_Classicism_Haydn_hay70_4.mid,5,0.00,0.00,1.00,0.20,accomp,Horn in F
Classicism_Classicism_Haydn_hay70_4.mid,6,0.20,0.00,0.80,0.20,accomp,Trumpet in D
Classicism_Classicism_Haydn_hay70_4.mid,7,0.00,0.00,1.00,0.14,accomp,Timpani
Classicism_Classicism_Haydn_hay70_4.mid,8,0.60,0.00,0.20,0.76,melody,Violin I
Classicism_Classicism_Haydn_hay70_4.mid,9,0.80,0.00,0.30,0.76,accomp,Violin II
Classicism_Classicism_Haydn_hay70_4.mid,10,0.00,0.00,0.80,0.61,accomp,Viola
Classicism_Classicism_Haydn_hay70_4.mid,11,0.10,0.10,0.70,0.59,accomp,Violoncello
Classicism_Classicism_Haydn_hay70_4.mid,12,0.00,0.80,0.20,0.58,bass,Contrabass
Baroque_Baroque-Early_Marini_op22_svlnsol_m.mid,1,0.80,0.00,0.20,0.79,melody,Violino
Baroque_Baroque-Early_Marini_op22_svlnsol_m.mid,2,0.00,0.65,0.40,0.85,accomp,Basso
Baroque_Baroque-Early_Marini_op22_svlnsol_m.mid,3,0.00,1.00,0.00,0.99,bass,Basso Continuo
Renaissance_Renaissance-Late_Victoria_O_Quam_Gloriosum-2-Gloria-c.mid,1,0.17,0.00,0.70,0.80,accomp,s
Renaissance_Renaissance-Late_Victoria_O_Quam_Gloriosum-2-Gloria-c.mid,2,0.10,0.00,1.00,0.86,melody,c
Renaissance_Renaissance-Late_Victoria_O_Quam_Gloriosum-2-Gloria-c.mid,3,0.00,0.00,0.90,0.88,accomp,t
Renaissance_Renaissance-Late_Victoria_O_Quam_Gloriosum-2-Gloria-c.mid,4,0.40,0.42,0.00,0.88,bass,b
Renaissance_Renaissance-Late_Victoria_Iste_Sanctus-c.mid,1,1.00,0.00,0.07,0.88,melody,s
Renaissance_Renaissance-Late_Victoria_Iste_Sanctus-c.mid,2,0.20,0.00,0.90,0.94,melody,c
Renaissance_Renaissance-Late_Victoria_Iste_Sanctus-c.mid,3,0.20,0.00,1.00,0.97,accomp,t
Renaissance_Renaissance-Late_Victoria_Iste_Sanctus-c.mid,4,0.10,1.00,0.00,0.96,bass,b
Romanticism_Romanticism_Chopin_19_Polish_Songs_for_Voice_and_Piano_Op74_17.Hymn_From_The_Tomb.mid,1,0.00,0.10,0.80,0.44,accomp,Piano
Romanticism_Romanticism_Chopin_19_Polish_Songs_for_Voice_and_Piano_Op74_17.Hymn_From_The_Tomb.mid,2,0.80,0.00,0.10,0.74,melody,Voice
Dixit_Dominus_bis_bis_b.mid,1,0.97,0.00,0.00,1.00,melody,s BBOK
Dixit_Dominus_bis_bis_b.mid,2,0.03,0.00,0.90,1.00,accomp,c
Dixit_Dominus_bis_bis_b.mid,3,0.13,0.00,1.00,1.00,accomp,t
Dixit_Dominus_bis_bis_b.mid,4,0.00,1.00,0.00,1.00,bass,b
XXCentury_Impressionism_Debussy_debussy_tambourin.mid,1,0.87,0.00,0.00,0.81,melody,Contralto solo
XXCentury_Impressionism_Debussy_debussy_tambourin.mid,2,0.25,0.00,0.80,0.65,accomp,Contraltos 1 et 2
XXCentury_Impressionism_Debussy_debussy_tambourin.mid,3,0.10,0.00,0.70,0.91,accomp,Contraltos
XXCentury_Impressionism_Debussy_debussy_tambourin.mid,4,0.20,0.00,0.90,0.86,accomp,Ténors 1
XXCentury_Impressionism_Debussy_debussy_tambourin.mid,5,0.10,0.00,1.00,0.86,accomp,Ténors 2
XXCentury_Impressionism_Debussy_debussy_tambourin.mid,6,0.10,0.90,0.00,0.65,bass,Basses 1
XXCentury_Impressionism_Debussy_debussy_tambourin.mid,7,0.20,1.00,0.00,0.68,bass,Basses 2
OD_08_Communio_1s.mid,1,0.90,0.00,0.20,0.82,melody,1s BBOK
OD_08_Communio_1s.mid,2,0.80,0.00,0.10,0.97,melody,2s
OD_08_Communio_1s.mid,3,0.10,0.00,1.00,0.80,accomp,c
OD_08_Communio_1s.mid,4,0.00,0.00,1.00,0.74,accomp,1t
OD_08_Communio_1s.mid,5,0.10,0.00,1.00,0.73,accomp,2t
OD_08_Communio_1s.mid,6,0.00,1.00,0.00,0.85,bass,b
Romanticism_Romantic-Nationalism_Grieg_991gpanita.mid,1,0.90,0.00,0.30,0.50,melody,ANITRA'S DANCE
Romanticism_Romantic-Nationalism_Grieg_991gpanita.mid,2,0.00,0.00,0.90,0.57,accomp,from Peer Gynt Suite No. 1
Romanticism_Romantic-Nationalism_Grieg_991gpanita.mid,3,0.10,0.00,0.90,0.53,accomp,by Edvard Grieg (1888)
Romanticism_Romantic-Nationalism_Grieg_991gpanita.mid,4,0.00,0.00,0.80,0.54,accomp,
Romanticism_Romantic-Nationalism_Grieg_991gpanita.mid,5,0.20,0.10,0.80,0.57,accomp,arr : G. Pollen (1999)
Romanticism_Romantic-Nationalism_Grieg_991gpanita.mid,6,0.00,0.20,0.50,0.39,accomp,
Romanticism_Romantic-Nationalism_Grieg_991gpanita.mid,7,0.10,0.90,0.30,0.22,bass,
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,1,1.00,0.00,0.00,0.64,melody,Flutes
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,2,0.50,0.00,0.60,0.63,melody,Oboes
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,3,0.20,0.00,0.70,0.62,accomp,Clarinets in A
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,4,0.00,0.00,0.90,0.69,accomp,Bassoons
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,5,0.00,0.10,0.90,0.47,accomp,Horns in A
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,6,0.00,0.00,1.00,0.25,accomp,Trumpets in D
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,7,0.00,0.00,1.00,0.22,accomp,Timpani in A E
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,8,0.90,0.00,0.20,0.74,melody,1st Violins
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,9,0.50,0.00,0.50,0.76,accomp,2nd Violins
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,10,0.00,0.00,1.00,0.76,accomp,Violas
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,11,0.00,0.20,0.70,0.69,bass,Cellos/Basses
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,12,0.00,0.90,0.00,0.69,bass,Cellos/Basses
Classicism_Classicism_Mozart_Symphony35-41-012-k504_2.mid,1,0.80,0.00,0.10,0.45,melody,
Classicism_Classicism_Mozart_Symphony35-41-012-k504_2.mid,2,0.30,0.00,0.50,0.22,accomp,
Classicism_Classicism_Mozart_Symphony35-41-012-k504_2.mid,3,0.80,0.00,0.40,0.45,accomp,
Classicism_Classicism_Mozart_Symphony35-41-012-k504_2.mid,4,0.30,0.00,0.53,0.19,accomp,
Classicism_Classicism_Mozart_Symphony35-41-012-k504_2.mid,5,0.10,0.20,1.00,0.53,accomp,
Classicism_Classicism_Mozart_Symphony35-41-012-k504_2.mid,6,0.00,0.00,1.00,0.37,accomp,
Classicism_Classicism_Mozart_Symphony35-41-012-k504_2.mid,7,0.50,0.00,0.60,0.72,melody,
Classicism_Classicism_Mozart_Symphony35-41-012-k504_2.mid,8,0.10,0.00,1.00,0.72,accomp,
Classicism_Classicism_Mozart_Symphony35-41-012-k504_2.mid,9,0.10,0.00,0.70,0.68,accomp,
Classicism_Classicism_Mozart_Symphony35-41-012-k504_2.mid,10,0.00,0.00,0.95,0.59,accomp,
Classicism_Classicism_Mozart_Symphony35-41-012-k504_2.mid,11,0.00,1.00,0.00,0.58,bass,
Renaissance_Renaissance-Late_Victoria_Hostis_Herodes_Impie-s.mid,1,0.95,0.00,0.00,0.90,melody,s
Renaissance_Renaissance-Late_Victoria_Hostis_Herodes_Impie-s.mid,2,0.00,0.00,1.00,0.94,melody,c
Renaissance_Renaissance-Late_Victoria_Hostis_Herodes_Impie-s.mid,3,0.00,0.00,0.90,0.84,accomp,t
Renaissance_Renaissance-Late_Victoria_Hostis_Herodes_Impie-s.mid,4,0.10,1.00,0.00,0.81,bass,b
Requiem_a_4_voces_05_Sanctus_y_Benedictus_b.mid,1,1.00,0.00,0.20,0.91,melody,s
Requiem_a_4_voces_05_Sanctus_y_Benedictus_b.mid,2,0.00,0.00,1.00,0.88,accomp,c
Requiem_a_4_voces_05_Sanctus_y_Benedictus_b.mid,3,0.20,0.00,0.98,0.87,accomp,t
Requiem_a_4_voces_05_Sanctus_y_Benedictus_b.mid,4,0.00,1.00,0.00,0.91,bass,b BBOK
Romanticism_Romanticism_Bizet_TOREADOR.mid,1,1.00,0.00,0.00,0.94,melody,VEU 1
Romanticism_Romanticism_Bizet_TOREADOR.mid,2,0.20,0.30,0.30,0.93,accomp,VEU 2
Romanticism_Romanticism_Bizet_TOREADOR.mid,3,0.10,0.80,0.00,0.93,bass,VEU 3
arias_kv468.mid,1,0.90,0.00,0.10,0.64,melody,BBOK
arias_kv468.mid,2,0.30,0.00,0.70,0.73,accomp,Pianoforte (or Organ) 
arias_kv468.mid,3,0.00,0.00,1.00,0.05,accomp,Pianoforte (or Organ) 
arias_kv468.mid,4,0.00,0.00,1.00,0.67,accomp,Pianoforte (or Organ) 
arias_kv468.mid,5,0.00,0.30,0.60,0.19,accomp,Pianoforte (or Organ) 
Baroque_Baroque-Late_Purcell_PURCELLoverture.mid,3,1.00,0.00,0.00,1.00,melody,
Baroque_Baroque-Late_Purcell_PURCELLoverture.mid,4,0.50,0.00,0.60,0.98,melody,
Baroque_Baroque-Late_Purcell_PURCELLoverture.mid,5,0.30,0.00,0.70,0.91,melody,
Baroque_Baroque-Late_Purcell_PURCELLoverture.mid,6,0.00,0.90,0.20,0.89,bass,
Baroque_Baroque-Late_Purcell_PURCELLoverture.mid,7,0.10,0.00,0.70,1.00,piano_rh,
Baroque_Baroque-Late_Purcell_PURCELLoverture.mid,8,0.00,0.60,0.40,0.91,piano_lh,
Renaissance_Renaissance-Late_Victoria_TR09-Animam_Meam_Dilectam-t.mid,1,1.00,0.00,0.00,0.62,melody,s
Renaissance_Renaissance-Late_Victoria_TR09-Animam_Meam_Dilectam-t.mid,2,0.21,0.00,0.79,0.88,accomp,c
Renaissance_Renaissance-Late_Victoria_TR09-Animam_Meam_Dilectam-t.mid,3,0.00,0.00,1.00,0.89,melody,t
Renaissance_Renaissance-Late_Victoria_TR09-Animam_Meam_Dilectam-t.mid,4,0.19,0.81,0.00,0.68,bass,b
vdg5_rvn.mid,17,0.30,0.00,0.80,0.99,accomp,Modern Harp II
vdg5_rvn.mid,18,0.30,0.00,0.70,0.99,accomp,Glockenspiel 2
vdg5_rvn.mid,19,0.00,0.50,0.55,0.20,bass,Pizzicato Bass
vdg5_rvn.mid,20,0.30,0.00,0.60,0.63,accomp,Strings
vdg5_rvn.mid,21,0.20,0.00,0.90,0.60,accomp,Strings II
vdg5_rvn.mid,22,0.20,0.10,0.80,0.84,accomp,French horn
vdg5_rvn.mid,23,0.23,0.00,0.70,0.77,accomp,French horn II
vdg5_rvn.mid,24,0.50,0.00,0.30,0.91,melody,Melody--BBOK
vdg5_rvn.mid,25,0.30,0.00,0.40,0.53,accomp,Piccolo/Kinds
vdg5_rvn.mid,26,0.30,0.00,0.90,0.42,accomp,Oboe/Kinds
vdg5_rvn.mid,28,0.40,0.00,0.50,0.63,accomp,Strings III
vdg5_rvn.mid,29,0.10,0.00,0.90,0.04,accomp,Modern Harp
vdg5_rvn.mid,30,0.63,0.00,0.57,0.14,accomp,Glockenspiel
vdg5_rvn.mid,31,0.20,0.10,0.80,0.79,accomp,Guitar 1
vdg5_rvn.mid,32,0.00,0.00,0.80,0.25,accomp,Guitar 2
vdg5_rvn.mid,33,0.00,0.00,0.90,0.26,accomp,Guitar 3
Baroque_Baroque-Late_Bach_ARTFUG11.mid,1,1.00,0.00,0.00,0.92,melody,harpsichord
Baroque_Baroque-Late_Bach_ARTFUG11.mid,2,0.50,0.00,0.23,0.92,melody,coupled harpsichord*)
Baroque_Baroque-Late_Bach_ARTFUG11.mid,3,0.20,0.00,1.00,0.84,accomp,harpsichord
Baroque_Baroque-Late_Bach_ARTFUG11.mid,4,0.10,0.90,0.10,0.84,bass,harpsichord
Baroque_Baroque-Late_Bach_ARTFUG11.mid,5,1.00,0.00,0.00,0.92,melody,strings
