Filename,num_track,prob_melody,prob_bass,prob_accomp,ocuppation,tag,track_label
Dontturn.kar,11,0.00,0.00,0.90,0.19,accomp,Sawtooth Lead
Dontturn.kar,12,0.00,0.00,1.00,0.39,accomp,Square Lead
Dontturn.kar,13,0.00,0.00,1.00,0.02,accomp,Shamisen
Dontturn.kar,14,0.00,0.00,1.00,0.29,accomp,Polysynth
Dontturn.kar,15,0.00,0.00,1.00,0.02,accomp,Reverse Cymbal
Roch_Voisine_Dites_moi.kar,3,0.20,0.00,0.30,0.89,melody,Melodie--BBOK
Roch_Voisine_Dites_moi.kar,4,0.00,0.90,0.30,0.97,accomp,Piano
Roch_Voisine_Dites_moi.kar,5,0.00,0.00,1.00,0.48,accomp,Piano 1
Roch_Voisine_Dites_moi.kar,6,0.00,0.00,1.00,0.08,accomp,Piano 2
Roch_Voisine_Dites_moi.kar,7,0.00,0.00,0.90,0.86,accomp,String
Creedance_Clearwater_Revival_Lookin_Out_My_Back_Door.kar,4,0.70,0.00,0.40,0.50,melody,Vocal--BBOK
Creedance_Clearwater_Revival_Lookin_Out_My_Back_Door.kar,5,0.00,0.00,1.00,0.70,accomp,Gtr chords
Creedance_Clearwater_Revival_Lookin_Out_My_Back_Door.kar,6,0.00,0.00,1.00,0.89,accomp,Gtr 2
Creedance_Clearwater_Revival_Lookin_Out_My_Back_Door.kar,7,0.00,0.00,1.00,0.36,accomp,Rhythm
Creedance_Clearwater_Revival_Lookin_Out_My_Back_Door.kar,8,0.00,1.00,0.00,0.78,bass,Bass
Henri_Salvador_Il_pleut_bergere.kar,3,0.80,0.00,0.30,0.90,melody,Chant--BBOK
Everly_Brothers_All_I_Have_To_Do_Is_Dream.kar,4,0.00,1.00,0.00,0.79,bass,Bass
Everly_Brothers_All_I_Have_To_Do_Is_Dream.kar,5,0.00,0.00,1.00,0.93,accomp,Elec Pian
Everly_Brothers_All_I_Have_To_Do_Is_Dream.kar,6,0.70,0.00,0.30,0.79,melody,Melody--BBOK
Everly_Brothers_All_I_Have_To_Do_Is_Dream.kar,7,0.00,0.00,1.00,0.89,accomp,Guitar
Everly_Brothers_All_I_Have_To_Do_Is_Dream.kar,8,0.00,0.00,1.00,0.86,accomp,Strings
Everly_Brothers_All_I_Have_To_Do_Is_Dream.kar,9,1.00,0.00,0.10,0.73,melody,B Vocal
Luis_Mariano_Granada.kar,1,0.90,0.00,0.20,0.57,melody,Melodie  4--BBOK
Luis_Mariano_Granada.kar,2,0.00,0.80,0.30,0.51,bass,Basse Ac 2
Luis_Mariano_Granada.kar,3,0.00,0.00,1.00,0.45,accomp,Guitare  3
Luis_Mariano_Granada.kar,4,0.00,0.00,1.00,0.71,accomp,Cordes   5
Luis_Mariano_Granada.kar,5,0.00,0.80,0.30,0.51,bass,CtreBasse6
Luis_Mariano_Granada.kar,6,0.00,0.00,1.00,0.12,accomp,Basson   7
Luis_Mariano_Granada.kar,7,0.00,0.00,1.00,0.14,accomp,Cor      8
Luis_Mariano_Granada.kar,8,0.10,0.00,1.00,0.31,accomp,Harpe    9
Luis_Mariano_Granada.kar,10,0.00,0.00,1.00,0.24,accomp,Clarinette
Luis_Mariano_Granada.kar,11,0.00,0.00,1.00,0.24,accomp,Flute
Luis_Mariano_Granada.kar,12,0.00,0.00,0.90,0.21,accomp,Trombone
Luis_Mariano_Granada.kar,13,0.00,0.00,1.00,0.12,accomp,Trompette
Luis_Mariano_Granada.kar,14,0.00,0.20,0.70,0.08,accomp,Timpani
Donald_Lautrec_Des_betises.kar,3,0.70,0.00,0.30,0.60,melody,lead--BBOK
Donald_Lautrec_Des_betises.kar,4,0.00,1.00,0.00,0.80,bass,e bass
Donald_Lautrec_Des_betises.kar,5,0.00,0.00,0.70,0.27,accomp,c guitar
Donald_Lautrec_Des_betises.kar,6,0.20,0.00,0.90,0.27,accomp,s guitar
Donald_Lautrec_Des_betises.kar,7,0.00,0.00,1.00,0.85,accomp,a guitar
Donald_Lautrec_Des_betises.kar,8,0.00,0.00,0.90,0.51,accomp,s guitar
Una_carezza_in_un_pugno_Adriano_Celentano.kar,3,0.00,1.00,0.00,0.83,bass,FretlsBs
Una_carezza_in_un_pugno_Adriano_Celentano.kar,4,0.00,0.00,0.90,0.91,accomp,SteelGt 
Una_carezza_in_un_pugno_Adriano_Celentano.kar,5,1.00,0.00,0.00,0.73,melody,Melody--BBOK
Una_carezza_in_un_pugno_Adriano_Celentano.kar,6,0.10,0.00,1.00,0.66,accomp,Strings 
Una_carezza_in_un_pugno_Adriano_Celentano.kar,7,0.00,0.00,1.00,0.70,accomp,SlowStrg
Una_carezza_in_un_pugno_Adriano_Celentano.kar,8,0.30,0.00,0.60,0.47,accomp,Trombone
Una_carezza_in_un_pugno_Adriano_Celentano.kar,9,0.00,0.00,1.00,0.08,accomp,Brass1  
Una_carezza_in_un_pugno_Adriano_Celentano.kar,10,0.00,0.00,0.80,0.38,accomp,ChoirAah
Cristiani_Herve_Il_est_libre_Max.kar,3,0.00,1.00,0.00,0.91,bass,Basse fretless
Cristiani_Herve_Il_est_libre_Max.kar,5,0.00,0.00,1.00,0.95,accomp,rhodes
Cristiani_Herve_Il_est_libre_Max.kar,6,0.00,0.00,1.00,0.94,accomp,acc guitar
Cristiani_Herve_Il_est_libre_Max.kar,7,0.00,0.00,1.00,0.51,accomp,cordes
Cristiani_Herve_Il_est_libre_Max.kar,8,1.00,0.00,0.00,0.61,melody,Melodie--BBOK
Cristiani_Herve_Il_est_libre_Max.kar,12,0.00,0.00,0.90,0.25,accomp,guitare solo
Cristiani_Herve_Il_est_libre_Max.kar,14,0.00,0.00,1.00,1.00,accomp,pont
Cristiani_Herve_Il_est_libre_Max.kar,15,0.00,0.00,1.00,0.89,accomp,nappe
Ace_of_base_The_sign_1.kar,3,0.70,0.00,0.00,0.57,melody,Melody--BBOK
Ace_of_base_The_sign_1.kar,4,0.00,0.00,1.00,0.76,accomp,Background Vocals 1
Ace_of_base_The_sign_1.kar,5,0.00,0.00,1.00,0.15,accomp,Backgroiund Vocals 2
Ace_of_base_The_sign_1.kar,6,0.00,1.00,0.00,0.62,bass,Bass
Ace_of_base_The_sign_1.kar,7,0.00,0.00,1.00,0.12,accomp,Chords
Ace_of_base_The_sign_1.kar,8,0.00,0.00,1.00,0.08,accomp,Pause Chords
Ace_of_base_The_sign_1.kar,9,0.00,0.00,1.00,0.23,accomp,Fast Chords
Ace_of_base_The_sign_1.kar,10,0.30,0.00,0.80,0.36,accomp,Whistle
Ace_of_base_The_sign_1.kar,11,0.00,0.00,1.00,0.12,accomp,Strings
Ace_of_base_The_sign_1.kar,12,0.20,0.00,1.00,0.37,accomp,Reverse Cymbal
Veronique_Sanson_Rien_que_de_leau.kar,3,0.00,0.30,0.90,0.89,accomp,Piano  1
Veronique_Sanson_Rien_que_de_leau.kar,4,0.00,1.00,0.00,0.59,bass,SynBass2
Veronique_Sanson_Rien_que_de_leau.kar,5,0.10,0.00,1.00,0.34,accomp,Cocotte3
Veronique_Sanson_Rien_que_de_leau.kar,6,0.30,0.00,0.80,0.28,melody,Melodie4--BBOK
Veronique_Sanson_Rien_que_de_leau.kar,7,0.00,0.00,1.00,0.62,accomp,Strings5
Veronique_Sanson_Rien_que_de_leau.kar,8,0.00,0.00,1.00,0.27,accomp,Brass  6
Veronique_Sanson_Rien_que_de_leau.kar,9,0.10,0.00,1.00,0.20,accomp,GuitEle7
Veronique_Sanson_Rien_que_de_leau.kar,10,0.00,0.00,0.90,0.43,accomp,GuitOvr8
Veronique_Sanson_Rien_que_de_leau.kar,11,0.00,0.00,1.00,0.63,accomp,Orgue  9
Veronique_Sanson_Rien_que_de_leau.kar,13,0.00,0.00,1.00,0.24,accomp,Sax   11
Veronique_Sanson_Rien_que_de_leau.kar,14,0.00,0.00,0.90,0.86,accomp,Vibra 12
Veronique_Sanson_Rien_que_de_leau.kar,15,0.10,0.00,1.00,0.14,accomp,Bells 13
Veronique_Sanson_Rien_que_de_leau.kar,16,0.00,0.00,1.00,0.14,accomp,Sequen14
C_Jerome_Kiss_me.kar,5,0.60,0.00,0.00,0.66,melody,Melodie--BBOK
C_Jerome_Kiss_me.kar,6,0.00,1.00,0.10,0.59,bass,Basse    
C_Jerome_Kiss_me.kar,7,0.10,0.00,1.00,0.91,accomp,AcoustGtr
C_Jerome_Kiss_me.kar,8,0.10,0.00,0.70,0.46,accomp,Choeurs  
C_Jerome_Kiss_me.kar,9,0.00,0.00,0.90,0.13,accomp,Harmonica
C_Jerome_Kiss_me.kar,10,0.10,0.00,1.00,0.94,accomp,AcoustGtr
C_Jerome_Kiss_me.kar,11,0.50,0.00,0.50,0.77,accomp,Jazz Gtr 
C_Jerome_Kiss_me.kar,13,0.70,0.00,0.00,0.79,melody,
Alain_Barriere_Ma_vie.kar,3,0.20,0.00,1.00,0.18,accomp,Piano  1
Alain_Barriere_Ma_vie.kar,4,0.00,1.00,0.00,0.77,bass,Basse  2
Alain_Barriere_Ma_vie.kar,5,0.40,0.00,0.60,0.60,melody,Melodie4--BBOK
Alain_Barriere_Ma_vie.kar,6,0.00,0.00,1.00,0.56,accomp,Cordes 5
Alain_Barriere_Ma_vie.kar,7,0.00,0.00,0.90,0.93,accomp,Orgue  6
Alain_Barriere_Ma_vie.kar,8,0.20,0.00,1.00,0.18,accomp,Orgue  7 
Alain_Barriere_Ma_vie.kar,9,0.00,0.00,1.00,0.08,accomp,Trbone 8
Alain_Barriere_Ma_vie.kar,10,0.00,0.00,1.00,0.06,accomp,Trpette9
Alain_Barriere_Ma_vie.kar,12,0.00,0.00,1.00,0.39,accomp,SolVox11
Alain_Barriere_Ma_vie.kar,13,0.00,0.00,1.00,0.55,accomp,Choeur12
Gloria_Estefan_Con_Los_Anos_Que_Me_Quedan.kar,3,1.00,0.00,0.10,0.59,melody,Melody--BBOK
Gloria_Estefan_Con_Los_Anos_Que_Me_Quedan.kar,4,0.00,1.00,0.00,0.91,bass,Bass
Gloria_Estefan_Con_Los_Anos_Que_Me_Quedan.kar,5,0.00,0.00,1.00,0.85,accomp,Guitar
Gloria_Estefan_Con_Los_Anos_Que_Me_Quedan.kar,6,0.00,0.00,1.00,0.28,accomp,Guitar
Gloria_Estefan_Con_Los_Anos_Que_Me_Quedan.kar,8,0.00,0.00,1.00,0.85,accomp,String
Gloria_Estefan_Con_Los_Anos_Que_Me_Quedan.kar,9,0.00,0.00,1.00,0.35,accomp,Choir
Charles_Trenet_Route_nationale_7.kar,3,0.00,0.00,1.00,0.57,accomp,Vibraphone
Charles_Trenet_Route_nationale_7.kar,4,0.00,1.00,0.00,0.56,bass,Acoustic bass
Charles_Trenet_Route_nationale_7.kar,5,0.00,0.00,1.00,0.60,accomp,Guitare nylon
Charles_Trenet_Route_nationale_7.kar,6,0.70,0.00,0.00,0.46,melody,Chant--BBOK
Charles_Trenet_Route_nationale_7.kar,7,0.50,0.00,0.70,0.73,accomp,Violons
Charles_Trenet_Route_nationale_7.kar,8,0.00,0.00,1.00,0.33,accomp,Brass
Charles_Trenet_Route_nationale_7.kar,9,0.00,0.00,0.90,0.46,accomp,Mute trompet
Charles_Trenet_Route_nationale_7.kar,10,0.23,0.00,1.00,0.27,accomp,Clarinette
Charles_Trenet_Route_nationale_7.kar,11,0.30,0.00,0.70,0.30,accomp,Trompettes
Charles_Trenet_Route_nationale_7.kar,13,0.20,0.00,1.00,0.31,accomp,Trombones
No_me_pises_joder_que_llevo_Chancla._CANARIO.kar,3,0.00,0.00,1.00,0.98,accomp,Pno2
No_me_pises_joder_que_llevo_Chancla._CANARIO.kar,4,0.00,1.00,0.00,0.98,bass,Bss34
No_me_pises_joder_que_llevo_Chancla._CANARIO.kar,5,0.00,0.00,1.00,0.79,accomp,Gtr31
No_me_pises_joder_que_llevo_Chancla._CANARIO.kar,6,0.00,0.10,1.00,0.88,accomp,Gtr31
No_me_pises_joder_que_llevo_Chancla._CANARIO.kar,7,0.00,0.00,1.00,0.99,accomp,MtdGtr29
No_me_pises_joder_que_llevo_Chancla._CANARIO.kar,8,0.00,0.00,1.00,0.44,accomp,Gtr30
No_me_pises_joder_que_llevo_Chancla._CANARIO.kar,10,1.00,0.00,0.00,0.53,melody,Melodia--BBOK
Andre_Clavier_As_tu_deja_pleurer.kar,3,1.00,0.00,0.00,0.65,melody,MELODIE--BBOK
Andre_Clavier_As_tu_deja_pleurer.kar,4,0.00,1.00,0.00,0.75,bass,Electric Bass (Finger)
Andre_Clavier_As_tu_deja_pleurer.kar,5,0.00,0.00,1.00,0.41,accomp,Electric Guitar (Jazz)
Andre_Clavier_As_tu_deja_pleurer.kar,6,0.00,0.00,1.00,0.12,accomp,Violin
Andre_Clavier_As_tu_deja_pleurer.kar,7,0.00,0.00,1.00,0.13,accomp,Pad 6 (Metalic)
Andre_Clavier_As_tu_deja_pleurer.kar,8,0.00,0.00,1.00,0.97,accomp,String Ensemble
Andre_Clavier_As_tu_deja_pleurer.kar,10,0.00,0.00,1.00,0.75,accomp,Guitar Nylon
Andre_Clavier_As_tu_deja_pleurer.kar,11,0.00,0.00,0.90,0.42,accomp,Acoustic Guitar Steel)
Andre_Clavier_As_tu_deja_pleurer.kar,12,0.20,0.00,1.00,0.72,accomp,Guitar Nylon
Charles_Aznavour_Tu_te_laisses_aller.kar,1,0.90,0.00,0.50,0.44,melody,Soft karaoke
Charles_Aznavour_Tu_te_laisses_aller.kar,3,0.00,0.00,1.00,0.14,accomp,Piano    1
Charles_Aznavour_Tu_te_laisses_aller.kar,4,0.00,1.00,0.00,0.73,bass,Basse Ac 2
Charles_Aznavour_Tu_te_laisses_aller.kar,5,0.00,0.00,1.00,0.58,accomp,GuitareAc3
Charles_Aznavour_Tu_te_laisses_aller.kar,6,0.00,0.00,1.00,0.62,accomp,Cordes   5
Charles_Aznavour_Tu_te_laisses_aller.kar,7,0.00,0.00,1.00,0.14,accomp,TremoStri6
Charles_Aznavour_Tu_te_laisses_aller.kar,8,0.10,0.00,1.00,0.41,accomp,Flute    7
Charles_Aznavour_Tu_te_laisses_aller.kar,9,0.00,0.00,1.00,0.49,accomp,Trombone 8
Charles_Aznavour_Tu_te_laisses_aller.kar,10,0.00,0.00,1.00,0.56,accomp,Frch Horn9
Charles_Aznavour_Tu_te_laisses_aller.kar,12,0.00,0.00,1.00,0.88,accomp,Contrebasse
Charles_Aznavour_Tu_te_laisses_aller.kar,13,0.00,0.00,1.00,0.63,accomp,Cordes
Charles_Aznavour_Tu_te_laisses_aller.kar,14,0.00,0.00,1.00,0.39,accomp,Cordes
Charles_Aznavour_Tu_te_laisses_aller.kar,15,0.00,0.00,1.00,0.06,accomp,Harpe
Charles_Aznavour_Tu_te_laisses_aller.kar,16,0.00,0.00,1.00,0.16,accomp,Hautbois
Albert_Babin_Le_toit_de_ma_maison.kar,1,0.70,0.00,0.00,0.87,melody,melody  
Albert_Babin_Le_toit_de_ma_maison.kar,2,0.00,1.00,0.00,0.74,bass,bass    
Albert_Babin_Le_toit_de_ma_maison.kar,3,0.00,0.00,1.00,0.76,accomp,guitar  
Albert_Babin_Le_toit_de_ma_maison.kar,4,0.00,0.00,1.00,0.37,accomp,choir   
Albert_Babin_Le_toit_de_ma_maison.kar,5,0.00,0.00,1.00,0.83,accomp,fantasia
Albert_Babin_Le_toit_de_ma_maison.kar,6,0.00,0.00,1.00,0.79,accomp,strings 
Johnny_Halliday_Fils_de_personne.kar,3,1.00,0.00,0.10,0.55,melody,melodie--BBOK
Johnny_Halliday_Fils_de_personne.kar,4,0.00,0.00,1.00,0.93,accomp,
Johnny_Halliday_Fils_de_personne.kar,5,0.00,1.00,0.10,0.99,bass,
Johnny_Halliday_Fils_de_personne.kar,6,0.00,0.00,1.00,0.82,accomp,
Johnny_Halliday_Fils_de_personne.kar,7,0.00,0.00,1.00,0.79,accomp,
George_Jones_The_wind_owupa_bove.kar,3,0.00,1.00,0.00,0.86,bass,Bass    (BB)
George_Jones_The_wind_owupa_bove.kar,5,0.00,0.00,1.00,0.95,accomp,Piano   (BB)
George_Jones_The_wind_owupa_bove.kar,7,0.00,0.00,0.90,0.60,accomp,Strings (BB)
George_Jones_The_wind_owupa_bove.kar,11,0.80,0.00,0.20,0.89,melody,Voice 1 (Melody)--BBOK
George_Jones_The_wind_owupa_bove.kar,12,0.10,0.00,1.00,0.90,accomp,Voice 2 (Harmony) 
ANDREA_BOCELLI_Por_ti_volare.kar,3,0.00,1.00,0.00,0.66,bass,Bass    
ANDREA_BOCELLI_Por_ti_volare.kar,4,0.00,0.00,1.00,0.91,accomp,Slow str
ANDREA_BOCELLI_Por_ti_volare.kar,5,1.00,0.00,0.18,0.79,melody,Melody--BBOK
ANDREA_BOCELLI_Por_ti_volare.kar,6,0.00,0.00,0.90,0.41,accomp,Halo pad
ANDREA_BOCELLI_Por_ti_volare.kar,7,0.00,0.00,1.00,0.28,accomp,Fr.horns
ANDREA_BOCELLI_Por_ti_volare.kar,8,0.00,0.00,0.90,0.48,accomp,Strings 
ANDREA_BOCELLI_Por_ti_volare.kar,9,0.00,0.00,1.00,0.02,accomp,Pizzicat
ANDREA_BOCELLI_Por_ti_volare.kar,10,0.10,0.00,1.00,0.59,accomp,Choir ah
ANDREA_BOCELLI_Por_ti_volare.kar,12,0.00,0.00,1.00,0.26,accomp,Bassoon 
ANDREA_BOCELLI_Por_ti_volare.kar,13,0.00,0.00,1.00,0.99,accomp,Flute   
Michel_Delpech_Loir_et_Cher.kar,3,0.00,0.80,0.20,0.62,bass,LOIR ET 
Michel_Delpech_Loir_et_Cher.kar,4,0.00,0.00,1.00,0.57,accomp,Guit El3
Michel_Delpech_Loir_et_Cher.kar,5,1.00,0.00,0.00,0.51,melody,Melodie4--BBOK
Michel_Delpech_Loir_et_Cher.kar,6,0.00,0.00,1.00,0.07,accomp,Viola  5
Michel_Delpech_Loir_et_Cher.kar,7,0.00,0.00,1.00,0.13,accomp,Choeurs6
Michel_Delpech_Loir_et_Cher.kar,8,0.00,0.00,1.00,0.77,accomp,Guit Ac7
Michel_Delpech_Loir_et_Cher.kar,9,0.00,0.00,1.00,0.45,accomp,Pickbas8
Michel_Delpech_Loir_et_Cher.kar,10,0.00,0.00,1.00,0.74,accomp,Guit Ac9
Michel_Delpech_Loir_et_Cher.kar,12,0.00,0.00,1.00,0.12,accomp,Ocarin11
Michel_Delpech_Loir_et_Cher.kar,13,0.00,0.00,1.00,0.06,accomp,Cordes12
Michel_Delpech_Loir_et_Cher.kar,14,0.00,0.00,1.00,0.02,accomp,Gunsht13
Michel_Delpech_Loir_et_Cher.kar,15,0.00,0.10,0.90,0.01,accomp,Timpan14
Elton_John_Island_Girl_1.kar,3,1.00,0.00,0.20,0.48,melody,Melody--BBOK
Elton_John_Island_Girl_1.kar,5,0.00,1.00,0.00,0.70,bass,Bass                
Elton_John_Island_Girl_1.kar,6,0.00,0.00,1.00,0.69,accomp,Keyboard            
Elton_John_Island_Girl_1.kar,7,0.00,0.00,0.90,0.17,accomp,Guitar 1
Elton_John_Island_Girl_1.kar,8,0.00,0.00,1.00,0.63,accomp,Guitar 2  
Elton_John_Island_Girl_1.kar,9,0.00,0.00,0.90,0.14,accomp,Guitar 3
Elton_John_Island_Girl_1.kar,10,0.10,0.00,0.80,0.44,accomp,Marimba 1
Elton_John_Island_Girl_1.kar,11,0.10,0.00,1.00,0.42,accomp,Marimba 2
