Filename,num_track,prob_melody,prob_bass,prob_accomp,ocuppation,tag,track_label
KING_OF_THE_ROAD.MID,5,0.00,0.00,1.00,0.52,accomp,Strings ( BB ) 
KING_OF_THE_ROAD.MID,6,1.00,0.00,0.00,0.82,melody,Melody ( BB )--BBOK
LULUS_BACK_IN_TOWN.MID,1,0.00,1.00,0.00,0.92,bass,Bass ( BB ) 
LULUS_BACK_IN_TOWN.MID,3,0.00,0.00,1.00,0.78,accomp,Piano ( BB )
LULUS_BACK_IN_TOWN.MID,6,1.00,0.00,0.00,0.67,melody,Melody ( BB )--BBOK
bananas.mid,1,0.80,0.00,0.00,0.62,melody,lead
bananas.mid,2,0.00,0.00,1.00,0.78,accomp,chords
bananas.mid,3,0.00,1.00,0.00,0.80,bass,bass
SCRAPPLE_FROM_THE_APPLE.MID,1,0.00,1.00,0.00,0.90,bass,Bass ( BB ) 
SCRAPPLE_FROM_THE_APPLE.MID,3,0.00,0.00,1.00,0.79,accomp,Piano ( BB )
SCRAPPLE_FROM_THE_APPLE.MID,6,1.00,0.00,0.00,0.56,melody,Melody ( BB )--BBOK
Mandy.MID,1,0.00,1.00,0.00,0.93,bass,Bass ( BB ) 
Mandy.MID,3,0.00,0.00,1.00,0.94,accomp,Piano ( BB )
Mandy.MID,4,0.00,0.00,1.00,0.87,accomp,Guitar ( BB ) 
Mandy.MID,5,0.00,0.00,1.00,0.66,accomp,Strings ( BB ) 
Mandy.MID,6,1.00,0.00,0.10,0.58,melody,Melody ( BB )--BBOK
Mandy.MID,9,0.70,0.00,0.50,0.48,accomp,Voice 1 (Soloist)
WHEN_YOURE_SMILING.MID,1,0.00,1.00,0.00,0.89,bass,Bass ( BB ) 
WHEN_YOURE_SMILING.MID,3,0.10,0.00,1.00,0.70,accomp,Piano ( BB )
WHEN_YOURE_SMILING.MID,6,1.00,0.00,0.00,0.81,melody,Melody ( BB )--BBOK
someday.mid,1,0.00,0.00,0.90,0.83,accomp,
someday.mid,2,0.00,1.00,0.00,0.91,bass,
someday.mid,6,0.10,0.00,0.80,0.36,melody,
Idkwhtime.mid,1,0.00,1.00,0.00,0.90,bass,Bass
Idkwhtime.mid,3,0.70,0.00,0.30,0.77,melody,Piano
OPEN_THE_SHOW.MID,1,0.00,1.00,0.00,0.88,bass,Bass ( BB ) 
OPEN_THE_SHOW.MID,3,0.00,0.00,1.00,0.70,accomp,Piano ( BB )
OPEN_THE_SHOW.MID,4,0.10,0.00,1.00,0.63,accomp,Guitar ( BB ) 
OPEN_THE_SHOW.MID,5,0.10,0.00,1.00,0.52,accomp,Strings ( BB ) 
OPEN_THE_SHOW.MID,6,0.30,0.00,0.80,0.97,melody,Melody ( BB )--BBOK
Witchcraft.MID,1,0.00,1.00,0.00,0.92,bass,Bass ( BB ) 
Witchcraft.MID,3,0.00,0.00,1.00,0.91,accomp,Piano ( BB )
Witchcraft.MID,4,0.00,0.00,1.00,0.62,accomp,Guitar ( BB ) 
Witchcraft.MID,5,0.00,0.00,1.00,0.75,accomp,Strings ( BB ) 
Witchcraft.MID,6,1.00,0.00,0.00,0.77,melody,Melody ( BB )--BBOK
rndmngt.mid,1,0.00,1.00,0.00,0.92,bass,Acoustic Bs.
rndmngt.mid,2,0.00,0.00,1.00,0.77,accomp,E.Piano 1
rndmngt.mid,3,0.00,0.00,1.00,0.80,accomp,Strings
rndmngt.mid,4,0.70,0.00,0.20,0.55,melody,Trombone-Melody.
rndmngt.mid,5,0.70,0.00,0.30,0.74,melody,Solo's  EWI
Undecided.MID,1,0.00,1.00,0.00,0.92,bass,Bass ( BB ) 
Undecided.MID,3,0.00,0.00,1.00,0.88,accomp,Piano ( BB )
Undecided.MID,4,0.10,0.00,1.00,0.61,accomp,Guitar ( BB ) 
Undecided.MID,5,0.10,0.00,1.00,0.61,accomp,Strings ( BB ) 
Undecided.MID,6,0.70,0.00,0.10,0.49,melody,Melody ( BB )--BBOK
Gettin_it_right.MID,1,0.00,1.00,0.00,0.84,bass,Bass ( BB ) 
Gettin_it_right.MID,3,0.00,0.00,1.00,0.81,accomp,Piano ( BB )
Gettin_it_right.MID,4,0.00,0.00,1.00,0.27,accomp,Guitar ( BB ) 
Gettin_it_right.MID,6,0.90,0.00,0.20,0.69,melody,Melody ( BB )--BBOK
I_Want_a_Little_Girl.MID,1,0.00,1.00,0.00,0.93,bass,Bass ( BB ) 
I_Want_a_Little_Girl.MID,3,0.00,0.00,1.00,0.78,accomp,Piano ( BB )
I_Want_a_Little_Girl.MID,6,1.00,0.00,0.00,0.72,melody,Melody ( BB )--BBOK
NOT_TO_WORRY.MID,1,0.00,1.00,0.00,0.92,bass,Bass ( BB ) 
NOT_TO_WORRY.MID,3,0.00,0.00,1.00,0.79,accomp,Piano ( BB )
NOT_TO_WORRY.MID,6,0.80,0.00,0.40,0.63,melody,Melody ( BB )--BBOK
A_Smooth_One.MID,1,0.00,1.00,0.00,0.94,bass,Bass ( BB ) 
A_Smooth_One.MID,3,0.00,0.00,1.00,0.78,accomp,Piano ( BB )
A_Smooth_One.MID,6,1.00,0.00,0.00,0.60,melody,Melody ( BB )--BBOK
one4hellen.mid,1,0.00,1.00,0.00,0.70,bass,Bass                                
one4hellen.mid,2,0.00,0.00,1.00,0.78,accomp,P(L)                                
one4hellen.mid,3,0.30,0.00,0.80,0.48,accomp,P(R,Theme)                          
one4hellen.mid,4,0.80,0.00,0.30,0.80,melody,P(R,Solo)                           
SECOND_HAND_ROSE.MID,1,0.00,1.00,0.00,0.92,bass,Bass ( BB ) 
SECOND_HAND_ROSE.MID,3,0.00,0.00,1.00,0.76,accomp,Piano ( BB )
SECOND_HAND_ROSE.MID,6,1.00,0.00,0.00,0.72,melody,Melody ( BB )--BBOK
porter_begin_the_begin_2.mid,5,0.00,1.00,0.00,0.86,bass,Bass                                                            
porter_begin_the_begin_2.mid,6,0.20,0.00,0.90,0.70,accomp,Piano                                                           
porter_begin_the_begin_2.mid,7,1.00,0.00,0.00,0.60,melody,Piano                                                           
porter_begin_the_begin_2.mid,8,0.60,0.00,0.30,0.60,accomp,Piano
porter_begin_the_begin_2.mid,9,0.70,0.00,0.50,0.49,melody,Guitar                                                          
porter_begin_the_begin_2.mid,10,0.00,0.00,0.90,0.49,accomp,Strings                                                         
porter_begin_the_begin_2.mid,11,0.00,0.10,1.00,0.88,accomp,Guitar                                                          
MY_ONE_AND_ONLY_LOVE.MID,1,0.00,1.00,0.00,0.92,bass,Bass ( BB ) 
MY_ONE_AND_ONLY_LOVE.MID,3,0.00,0.00,1.00,0.87,accomp,Piano ( BB )
MY_ONE_AND_ONLY_LOVE.MID,4,0.10,0.00,1.00,0.67,accomp,Guitar ( BB ) 
MY_ONE_AND_ONLY_LOVE.MID,5,0.00,0.00,1.00,0.61,accomp,Strings ( BB ) 
MY_ONE_AND_ONLY_LOVE.MID,6,1.00,0.00,0.00,0.93,melody,Melody ( BB )--BBOK
I_cant_believe_that_youre.MID,1,0.00,1.00,0.00,0.87,bass,Bass ( BB ) 
I_cant_believe_that_youre.MID,3,0.00,0.00,1.00,0.78,accomp,Piano ( BB )
I_cant_believe_that_youre.MID,4,0.00,0.00,1.00,0.62,accomp,Guitar ( BB ) 
I_cant_believe_that_youre.MID,5,0.00,0.00,1.00,0.80,accomp,Strings ( BB ) 
I_cant_believe_that_youre.MID,6,1.00,0.00,0.00,0.56,melody,Melody ( BB )--BBOK
CRY_ME_A_RIVER.MID,1,0.00,1.00,0.00,0.91,bass,Bass ( BB ) 
CRY_ME_A_RIVER.MID,3,0.00,0.00,1.00,0.78,accomp,Piano ( BB )
CRY_ME_A_RIVER.MID,6,1.00,0.00,0.10,0.39,melody,Melody ( BB )--BBOK
lorber_jeff_night_love.mid,1,0.30,0.00,0.80,0.77,accomp,Night Love
lorber_jeff_night_love.mid,2,0.00,1.00,0.00,0.70,bass,by I don't know
lorber_jeff_night_love.mid,3,0.40,0.00,0.80,0.32,accomp,sequenced by
lorber_jeff_night_love.mid,4,1.00,0.00,0.00,0.57,melody,Iman Tjahjono
lorber_jeff_night_love.mid,5,0.00,0.00,1.00,0.12,accomp,comments :
lorber_jeff_night_love.mid,6,0.00,0.00,1.00,0.81,accomp,tjahjono@idcnet.com
lorber_jeff_night_love.mid,7,0.10,0.00,1.00,0.29,accomp,
HALF_NELSON.MID,1,0.00,1.00,0.00,0.90,bass,Bass ( BB ) 
HALF_NELSON.MID,3,0.00,0.00,1.00,0.72,accomp,Piano ( BB )
HALF_NELSON.MID,6,1.00,0.00,0.00,0.70,melody,Melody ( BB )--BBOK
THERE_IS_NO_GREATER_LOVE.MID,1,0.00,1.00,0.00,0.93,bass,Bass ( BB ) 
THERE_IS_NO_GREATER_LOVE.MID,3,0.00,0.00,1.00,0.92,accomp,Piano ( BB )
THERE_IS_NO_GREATER_LOVE.MID,4,0.00,0.00,1.00,0.60,accomp,Guitar ( BB ) 
THERE_IS_NO_GREATER_LOVE.MID,5,0.00,0.00,1.00,0.61,accomp,Strings ( BB ) 
THERE_IS_NO_GREATER_LOVE.MID,6,1.00,0.00,0.10,0.76,melody,Melody ( BB )--BBOK
alan_holdsworth_atavachron.mid,2,0.00,0.00,1.00,0.59,accomp,
alan_holdsworth_atavachron.mid,3,0.00,0.00,1.00,0.58,accomp,
alan_holdsworth_atavachron.mid,4,0.00,1.00,0.00,0.92,bass,
alan_holdsworth_atavachron.mid,5,0.00,0.00,0.80,0.70,accomp,
alan_holdsworth_atavachron.mid,6,0.20,0.00,0.80,0.58,accomp,
alan_holdsworth_atavachron.mid,7,0.60,0.00,0.20,0.74,melody,
alan_holdsworth_atavachron.mid,8,0.00,0.00,0.90,0.53,accomp,
alan_holdsworth_atavachron.mid,9,0.00,0.00,0.90,0.53,accomp,
alan_holdsworth_atavachron.mid,10,0.90,0.00,0.10,0.85,melody,
alan_holdsworth_atavachron.mid,11,0.90,0.00,0.10,0.85,melody,
joyed.mid,1,0.00,1.00,0.00,0.62,bass,"Joyed"
joyed.mid,2,0.10,0.00,0.90,0.36,accomp,composed by
joyed.mid,3,0.50,0.10,0.20,0.24,melody,Antonio 
joyed.mid,4,0.00,0.00,0.80,0.56,accomp,Martorella
joyed.mid,5,0.40,0.00,0.50,0.37,accomp,a.mart@fr.flashnet.it
joyed.mid,6,0.50,0.10,0.20,0.23,melody,
joyed.mid,7,0.50,0.00,0.50,0.62,melody,
joyed.mid,8,0.70,0.00,0.70,0.33,accomp,
joyed.mid,10,0.00,0.00,0.30,0.67,accomp,
joyed.mid,11,0.00,0.10,0.60,0.31,accomp,
joyed.mid,12,0.60,0.00,0.60,0.25,accomp,
joyed.mid,13,0.40,0.00,0.90,0.34,accomp,
joyed.mid,14,0.00,1.00,0.10,0.47,bass,
MY_OLD_FLAME.MID,1,0.00,1.00,0.00,0.92,bass,Bass ( BB ) 
MY_OLD_FLAME.MID,3,0.00,0.00,1.00,0.87,accomp,Piano ( BB )
MY_OLD_FLAME.MID,4,0.00,0.00,1.00,0.65,accomp,Guitar ( BB ) 
MY_OLD_FLAME.MID,5,0.00,0.00,1.00,0.61,accomp,Strings ( BB ) 
MY_OLD_FLAME.MID,6,1.00,0.00,0.00,0.89,melody,Melody ( BB )--BBOK
henken_sascha_beyond_the_skies_xg.mid,9,0.10,0.20,1.00,0.87,mixdown,           // IN8 SYSTEM //
I_WRITE_THE_SONGS.MID,1,0.00,1.00,0.00,0.78,bass,Bass ( BB ) 
I_WRITE_THE_SONGS.MID,3,0.00,0.00,1.00,0.89,accomp,Piano ( BB )
I_WRITE_THE_SONGS.MID,4,0.00,0.00,1.00,0.86,accomp,Guitar ( BB ) 
I_WRITE_THE_SONGS.MID,5,0.00,0.00,1.00,0.55,accomp,Strings ( BB ) 
I_WRITE_THE_SONGS.MID,6,1.00,0.00,0.00,0.86,melody,Melody ( BB )--BBOK
kenny_g_songbird.mid,3,0.00,1.00,0.00,0.95,bass,
kenny_g_songbird.mid,4,0.00,0.00,0.90,0.94,accomp,
kenny_g_songbird.mid,5,0.00,0.00,0.80,0.93,accomp,
kenny_g_songbird.mid,6,0.00,0.00,1.00,0.87,accomp,
kenny_g_songbird.mid,7,0.60,0.00,0.50,0.31,accomp,
kenny_g_songbird.mid,8,0.40,0.00,0.90,0.62,accomp,
kenny_g_songbird.mid,9,0.90,0.00,0.10,0.69,accomp,
kenny_g_songbird.mid,10,0.40,0.00,0.60,0.17,accomp,
kenny_g_songbird.mid,11,0.70,0.00,0.30,0.69,melody,
kenny_g_songbird.mid,12,0.70,0.00,0.30,0.69,melody,
Night_and_Day.MID,1,0.00,1.00,0.00,0.90,bass,Bass ( BB ) 
Night_and_Day.MID,3,0.00,0.00,1.00,0.71,accomp,Piano ( BB )
Night_and_Day.MID,6,1.00,0.00,0.00,0.58,melody,Melody ( BB )--BBOK
Let_It_Be_The_Beatles.MID,1,0.00,1.00,0.00,0.91,bass,Bass ( BB ) 
Let_It_Be_The_Beatles.MID,3,0.00,0.00,1.00,0.82,accomp,Piano ( BB )
Let_It_Be_The_Beatles.MID,6,0.80,0.00,0.00,0.81,melody,Melody ( BB )--BBOK
CHILD_IS_BORN_A.MID,1,0.00,1.00,0.00,0.99,bass,Bass ( BB ) 
CHILD_IS_BORN_A.MID,3,0.00,0.00,1.00,0.93,accomp,Piano ( BB )
CHILD_IS_BORN_A.MID,4,0.00,0.00,1.00,0.54,accomp,Guitar ( BB ) 
CHILD_IS_BORN_A.MID,6,1.00,0.00,0.00,0.99,melody,Melody ( BB )--BBOK
I_COULD_HAVE_DANCED_ALL_NIG.MID,1,0.00,1.00,0.00,0.91,bass,Bass ( BB ) 
I_COULD_HAVE_DANCED_ALL_NIG.MID,3,0.00,0.00,1.00,0.79,accomp,Piano ( BB )
I_COULD_HAVE_DANCED_ALL_NIG.MID,4,0.00,0.00,1.00,0.73,accomp,Guitar ( BB ) 
I_COULD_HAVE_DANCED_ALL_NIG.MID,6,1.00,0.00,0.00,0.94,melody,Melody ( BB )--BBOK
MISSOURI_UNCOMPROMISED.MID,1,0.00,1.00,0.00,0.89,bass,Bass ( BB ) 
MISSOURI_UNCOMPROMISED.MID,3,0.00,0.00,1.00,0.62,accomp,Piano ( BB )
MISSOURI_UNCOMPROMISED.MID,6,0.80,0.00,0.00,0.83,melody,Melody ( BB )--BBOK
lorber_jeff_black_ice.mid,1,0.00,1.00,0.00,0.65,bass,Black Ice
lorber_jeff_black_ice.mid,2,0.00,0.00,1.00,0.64,accomp,by Jeff Lorber
lorber_jeff_black_ice.mid,3,0.90,0.00,0.10,0.57,melody,sequenced by
lorber_jeff_black_ice.mid,4,0.80,0.00,0.00,0.48,melody,Bob Lasnek
lorber_jeff_black_ice.mid,5,0.00,0.00,1.00,0.28,accomp,comments:
EMBRACEABLE_YOU.MID,1,0.00,1.00,0.00,0.88,bass,Bass ( BB ) 
EMBRACEABLE_YOU.MID,3,0.00,0.00,1.00,0.78,accomp,Piano ( BB )
EMBRACEABLE_YOU.MID,4,0.00,0.00,1.00,0.63,accomp,Guitar ( BB ) 
EMBRACEABLE_YOU.MID,6,0.70,0.00,0.10,0.70,melody,Melody ( BB )--BBOK
bbblues.mid,2,0.10,0.00,0.90,0.39,accomp,Bright Acoustic Piano
bbblues.mid,3,0.20,0.00,0.70,0.48,accomp,Rock Organ
bbblues.mid,4,0.00,0.00,1.00,0.71,accomp,Electric Guitar (clean)
bbblues.mid,5,0.00,1.00,0.00,0.84,bass,Electric Bass (finger)
bbblues.mid,6,0.50,0.00,0.80,0.33,melody,Electric Guitar (jazz)
Riders_On_The_Storm_The_Do.MID,1,0.00,1.00,0.10,0.72,bass,Bass ( BB ) 
Riders_On_The_Storm_The_Do.MID,3,0.00,0.00,1.00,0.91,accomp,Piano ( BB )
Riders_On_The_Storm_The_Do.MID,4,0.00,0.20,1.00,0.97,accomp,Guitar ( BB ) 
Riders_On_The_Storm_The_Do.MID,6,0.90,0.00,0.00,0.76,melody,Melody ( BB )--BBOK
Mnksmd.mid,1,0.00,0.00,1.00,0.98,accomp,Piano
Mnksmd.mid,2,1.00,0.00,0.00,0.84,melody,Accomp
Mnksmd.mid,3,0.00,1.00,0.00,0.94,bass,Bass
Mnksmd.mid,4,0.00,0.00,1.00,0.98,accomp,Strings 1
Mnksmd.mid,6,0.00,0.00,1.00,0.98,accomp,Strings 2
Mack.mid,1,0.00,0.00,1.00,0.49,accomp,Piano
Mack.mid,2,0.50,0.00,0.40,0.69,melody,Tenor Sax
Mack.mid,3,0.10,0.00,1.00,0.11,accomp,Muted Trumpet
Mack.mid,4,0.00,0.00,1.00,0.49,accomp,Trombone
Mack.mid,5,0.10,0.00,1.00,0.01,accomp,Trumpet
Mack.mid,6,0.00,0.00,1.00,0.08,accomp,Alto Sax
Mack.mid,7,0.60,0.00,0.30,0.42,melody,Organ
Mack.mid,8,0.90,0.00,0.10,0.40,melody,Strings 1
Mack.mid,9,0.30,0.00,0.90,0.69,accomp,Strings 2
Mack.mid,10,0.00,1.00,0.00,0.90,bass,Bass
Mack.mid,11,0.10,0.00,1.00,0.14,accomp,Oohs
veryearly.mid,1,0.50,0.00,0.50,0.88,melody,Piano Right Hand
veryearly.mid,2,0.00,0.00,1.00,0.79,accomp,Piano Left Hand
veryearly.mid,3,0.00,1.00,0.00,0.99,bass,Bass
THE_NEARNESS_OF_YOU.MID,1,0.00,1.00,0.00,0.93,bass,Bass ( BB ) 
THE_NEARNESS_OF_YOU.MID,3,0.00,0.00,1.00,0.76,accomp,Piano ( BB )
THE_NEARNESS_OF_YOU.MID,6,1.00,0.00,0.00,0.93,melody,Melody ( BB )--BBOK
Memories_of_Tomorrow.MID,1,0.00,1.00,0.00,0.88,bass,Bass ( BB ) 
Memories_of_Tomorrow.MID,3,0.00,0.00,1.00,0.81,accomp,Piano ( BB )
Memories_of_Tomorrow.MID,4,0.00,0.00,1.00,0.81,accomp,Guitar ( BB ) 
Memories_of_Tomorrow.MID,5,0.20,0.00,0.90,0.51,accomp,Strings ( BB ) 
Memories_of_Tomorrow.MID,6,0.80,0.00,0.10,0.88,melody,Melody ( BB )--BBOK
LITTLE_GIRLS.MID,1,0.00,0.90,0.00,0.66,bass,Bass ( BB ) 
LITTLE_GIRLS.MID,3,0.00,0.00,1.00,0.97,accomp,Piano ( BB )
LITTLE_GIRLS.MID,4,0.00,0.20,0.60,0.98,accomp,Guitar ( BB ) 
LITTLE_GIRLS.MID,5,0.10,0.00,1.00,1.00,accomp,Strings ( BB ) 
LITTLE_GIRLS.MID,6,1.00,0.00,0.00,0.94,melody,Melody ( BB )--BBOK
Havona.MID,1,0.00,1.00,0.00,0.74,bass,Bass ( BB ) 
Havona.MID,3,0.00,0.00,1.00,0.62,accomp,Piano ( BB )
Havona.MID,4,0.10,0.00,1.00,0.54,accomp,Guitar ( BB ) 
Havona.MID,6,0.20,0.00,0.50,0.35,melody,Melody ( BB )--BBOK
desmond_take_five_basic_version.mid,1,0.00,1.00,0.00,0.68,bass,Bass
desmond_take_five_basic_version.mid,2,1.00,0.00,0.00,0.72,melody,Melody
desmond_take_five_basic_version.mid,3,0.00,0.10,1.00,0.58,accomp,Piano
POINCIANA.MID,1,0.00,1.00,0.00,0.75,bass,Bass ( BB ) 
POINCIANA.MID,3,0.00,0.00,1.00,0.78,accomp,Piano ( BB )
POINCIANA.MID,4,0.00,0.00,1.00,0.73,accomp,Guitar ( BB ) 
POINCIANA.MID,6,1.00,0.00,0.00,0.94,melody,Melody ( BB )--BBOK
Two_sleepy_people.MID,1,0.00,1.00,0.00,0.93,bass,Bass ( BB ) 
Two_sleepy_people.MID,3,0.10,0.00,0.90,0.95,accomp,Piano ( BB )
Two_sleepy_people.MID,4,0.00,0.00,1.00,0.66,accomp,Guitar ( BB ) 
Two_sleepy_people.MID,5,0.00,0.00,1.00,0.66,accomp,Strings ( BB ) 
Two_sleepy_people.MID,6,0.90,0.00,0.10,0.76,melody,Melody ( BB )--BBOK
ICARUS.MID,1,0.00,1.00,0.00,0.87,bass,Bass ( BB ) 
ICARUS.MID,3,0.10,0.00,1.00,0.75,accomp,Piano ( BB )
ICARUS.MID,4,0.00,0.00,1.00,0.96,accomp,Guitar ( BB ) 
ICARUS.MID,5,0.10,0.00,1.00,0.87,accomp,Strings ( BB ) 
ICARUS.MID,6,0.90,0.00,0.30,0.87,melody,Melody ( BB )--BBOK
Old_Father_Thames.MID,1,0.00,1.00,0.00,0.95,bass,Bass ( BB ) 
Old_Father_Thames.MID,3,0.00,0.00,1.00,0.96,accomp,Piano ( BB )
Old_Father_Thames.MID,4,0.00,0.00,1.00,0.64,accomp,Guitar ( BB ) 
Old_Father_Thames.MID,6,1.00,0.00,0.00,0.81,melody,Melody ( BB )--BBOK
CRYSTAL_SILENCE.MID,1,0.00,1.00,0.00,0.88,bass,Bass ( BB ) 
CRYSTAL_SILENCE.MID,3,0.00,0.00,1.00,0.78,accomp,Piano ( BB )
CRYSTAL_SILENCE.MID,4,0.00,0.00,1.00,0.87,accomp,Guitar ( BB ) 
CRYSTAL_SILENCE.MID,5,0.00,0.00,1.00,0.56,accomp,Strings ( BB ) 
