"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
Renaissance_Renaissance-Late_Victoria_Gaudeamus-5-Benedictus-1s.mid,6,1,6,,,,2 3 4 5
Renaissance_Renaissance-Late_Victoria_Gaudeamus-6-Agnus_Dei-2t.mid,7,1 2 6,7,,,,3 4 5
Renaissance_Renaissance-Late_Victoria_Hostis_Herodes_Impie-s.mid,4,1 2,4,,,,3
Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-2-Gloria-3b.mid,12,1 5 9,4 8 12,,,,2 3 6 7 10 11
Renaissance_Renaissance-Late_Victoria_Lauda_Sion_Salvatorem-1c.mid,8,1 2 5,4 8,,,,3 6 7
Renaissance_Renaissance-Late_Victoria_LJ2-Vau_Et_Egressus_Est-b.mid,5,1 2,5,,,,3 4
Renaissance_Renaissance-Late_Victoria_Magi_Viderunt_Stellam.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Magnificat_Quinti_Toni-pares-2t.mid,7,1 2,7,,,,3 4 5 6
Renaissance_Renaissance-Late_Victoria_Magnificat_Tertii_Toni-pares-2s.mid,7,1 2,7,,,,3 4 5 6
Renaissance_Renaissance-Late_Victoria_Nunc_Dimittis.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_O_Magnum_Mysterium-s.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Pro_Victoria-1-Kyrie-2b.mid,9,1 2 6,5 9,,,,3 4 7 8
Renaissance_Renaissance-Late_Victoria_Requiem_a_4_voces-03-Graduale-c.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Salve-4-Sanctus_y_Benedictus-2c.mid,8,1 2 5,4 8,,,,3 6 7
Renaissance_Renaissance-Late_Victoria_Salve-5-Agnus_Dei-1b.mid,8,1 2 5,4 8,,,,3 6 7
Renaissance_Renaissance-Late_Victoria_Salve_Regina-a_6-1s.mid,6,1,6,,,,2 3 4 5
Renaissance_Renaissance-Late_Victoria_Surge_Propera-2-Gloria-2t.mid,5,1 4,5,,,,2 3
Renaissance_Renaissance-Late_Victoria_Te_Lucis_Ante_Terminum-t.mid,4,1 3,4,,,,2
Renaissance_Renaissance-Late_Victoria_TR05-Una_Hora-1s.mid,4,1 2,4,,,,3
Renaissance_Renaissance-Late_Victoria_Tu_Es_Petrus-b.mid,6,1 2,6,,,,3 4 5
Renaissance_Renaissance-Late_Victoria_Vidi_Speciosam-2-Gloria-1s.mid,6,1 2,6,,,,3 4 5
Renaissance_Renaissance-Middle_HenryVIII_hen8cn24.mid,9,2,4,,,,3
Renaissance_Renaissance-Middle_Senfl_senfl_als_ab_und_hin.mid,10,2,5,,,,3 4
Renaissance_Renaissance-Middle_Susato_susato-la_morisque.mid,11,6,5,,,,1 2 3 4 7 8 9 10
Romanticism_Post-romanticism_Rachmaninoff_etuded.mid,2,,,,,1,1 2
Romanticism_Post-romanticism_Rachmaninoff_rachmaninoff_ave_maria.mid,5,1,4,,,,2 3
Romanticism_Post-romanticism_Saint_Saens_Saint-Saens_carnaval03.mid,21,7,10,,,,8 9
Romanticism_Romantic-Nationalism_Dvorak_dvop22-3.mid,15,1,10,,,,3 4 6 7 8 9
Romanticism_Romanticism_Beethoven_8thSymph_SYM8-4.mid,4,1 2,4,,,,3
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt1-cvikl.mid,12,1 2 8,11 12,,,,3 4 5 6 7 9 10
Romanticism_Romanticism_Beethoven_Symphonie8_Opus93_Mvt4-lucarelli.mid,18,9,13,,,,1 2 3 4 5 6 7 8 10 11 12
Romanticism_Romanticism_Bizet_TOREADOR.mid,3,1,3,,,,2
Romanticism_Romanticism_Chopin_Prelude_Op28_No6_in_Bm_Tolling_Bells_2.mid,10,,3,,,,1 2
Romanticism_Romanticism_Liszt_Symphonic_Poem_No7.mid,16,2 12,16,,,,1 3 4 5 6 7 8 9 11 13 14 15
Romanticism_Romanticism_Mendelssohn_Eli02.mid,10,1,9,,,,2 3 4 5 6 7 8
Romanticism_Romanticism_Mendelssohn_mendel05.mid,7,6,,,,,3
Romanticism_Romanticism_Schubert_Divertissement_Hongroise_D.818_Op.54_1.Andante.mid,4,1,4,,,,2 3
Romanticism_Romanticism_Schumann_Concerto_Piano_and_Orch_Op.92_intro.mid,21,1 2 3 9,13 14,,,,4 5 6 7 8 10 11 12
SV06_Lauda_Jerusalem_b.mid,4,1 4,,,,,2 3
tallis_pour_forth_thy_spirit.mid,9,1 5,4 8,,,,2 3 6 7
Tosca_Di_G.Puccini_E_Lucean_Le_Stelle.mid,7,3,,,,,4
XXCentury_Neoclassicism_Prokofiev_piano_conc_no3_op26_mov3.mid,20,2,19,,,,1 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18
XXCentury_Neoclassicism_Stravinsky_2809stravinsky2.mid,17,1 2 3 6,11 17,,,,4 5 7 8 9 10 13 14 15 16
XXCentury_XX-Nationalism_Holst_FIRST-2.mid,31,1 2 3 5 16,15 24,,,,4 6 7 8 9 11 12 13 14 17 18 19 20 21 22 23 26
