"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
Romanticism_Post-romanticism_Dupre_1511prel2.mid,3,1,3,,,,2
Romanticism_Post-romanticism_Rachmaninoff_rachmaninoff_ave_maria.mid,5,1,4,,,,2 3
Romanticism_Post-romanticism_Saint_Saens_AveVerumSaintSaens.mid,4,1,4,,,,2 3
Romanticism_Post-romanticism_Saint_Saens_Saint-Saens_carnaval03.mid,21,7,10,,,,8 9
Romanticism_Romantic-Nationalism_Breton_Breton_EscenasAndaluzas-1.mid,27,1 2 19,14 23,,,,3 4 5 6 7 8 9 10 11 12 13 15 20 21 22
Romanticism_Romanticism_Beethoven_6thSymph_6SYMPH_4.mid,22,1 2 5,22 16,,,,3 4 6 7 8 9 10 11 12 13 14 15 18 19 20 21
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt3-cvikl.mid,12,1 2,12,,,,3 4 5 6 7 8 9 10 11
Romanticism_Romanticism_Beethoven_Symphonie8_Opus93_Mvt1-viens.mid,18,5 6 12,16,,,,7 8 9 10 11 13 14 15
Romanticism_Romanticism_Beethoven_Symphonie8_Opus93_Mvt4-lucarelli.mid,18,9,13,,,,1 2 3 4 5 6 7 8 10 11 12
Romanticism_Romanticism_Brahms_brahms_requiem_1.mid,6,1 2,4,5,6,,3 5 6
Romanticism_Romanticism_Chopin_Prelude_Op28_No6_in_Bm_Tolling_Bells_2.mid,10,,3,,,,1 2
Romanticism_Romanticism_Delibes_Delibes_La_Valse.mid,15,1 2 3 11,15,,,,4 5 6 7 8 9 12 13 14
Romanticism_Romanticism_Mendelssohn_GMMVIOL_2.mid,14,1,5 6,,,,2 3 4 7 8 9
Romanticism_Romanticism_Mendelssohn_mendel05.mid,7,6,,,,,3
Romanticism_Romanticism_Schubert_First_Waltzes_D.365_Op.9.mid,4,1,4,,,,2 3
Romanticism_Romanticism_Strauss_Johann_straussj_viennalife.mid,8,6,,,,,5 7 8
Romanticism_Romanticism_Wolf_wolf_2_einklang.mid,4,1,4,,,,2 3
ROSSETER_Whether_Men_to_Laugh_or_Weep.mid,2,1,,,,,2
schub02.mid,5,5,1,,,,2 3 4
Simile_Est_Regnum_Coelorum_6_Agnus_Dei_1b.mid,8,1 5,4 8,,,,2 3 6 7
spagnoletta_xxvii.mid,10,2,5,,,,3 4
tallis_pour_forth_thy_spirit.mid,9,1 5,4 8,,,,2 3 6 7
trolly_lolly.mid,9,2,4,,,,3
Vexilla_Regis_b.mid,4,1,4,,,,2 3
vivldi05.mid,4,4,1,,,,2 3
XXCentury_Impressionism_Debussy_013_apresmid.mid,8,1,8,,,,2 3 4 5 6 7
XXCentury_Impressionism_Debussy_034_debrap.mid,20,7,20,,,,1 2 3 4 5 6 8 9 10 11 12 13 15 16 17 18 19
XXCentury_Neoclassicism_Shostakovich_s_waltz4.mid,3,2 3,,,,,1
XXCentury_XX-Nationalism_Barrios_Mangore_abarrios-epitafio.mid,4,1,4,,,,2 3
