"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
Medieval_ArsAntiqua_Anonymous_hac.mid,4,2 3,4,,,,
Medieval_ArsAntiqua_Anonymous_laude-jocunda-smp.mid,5,2,4,,,,
Medieval_ArsNova_Machau_machaut-b11.mid,4,2,,,,,3
mendel05.mid,2,2,,,,,1
moza_k467a.mid,7,,,,,,1 2 3 4
mozart_k.mid,2,1,,,,,2
mozk218b.mid,3,1,3,,,,2
OD_08_Communio_1s.mid,6,1 2,6,,,,3 4 5
Palestrina_Surge_Propera_Amica_Mea_s.mid,5,1,5,,,,2 3 4
Praeludium#1_in_C_BWV846.MID,5,5,1,,,,2 3 4
Renaissance_Renaissance-Early_Cornysh_blow_thy_horne_hunter.mid,9,2,4,,,,3
Renaissance_Renaissance-Early_Escobar_escobar_lo_que_queda_es_lo_seguro.mid,9,2 3,4,,,,
Renaissance_Renaissance-Late_Praetorius_pragav3.mid,11,2 3,6,,,,4 5
Renaissance_Renaissance-Late_Rosseter_ROSSETER_Whether_Men_to_Laugh_or_Weep.mid,2,1,,,,,2
Renaissance_Renaissance-Late_Victoria_Falsobordon-1-2t.mid,5,1 4,5,,,,2 3
Renaissance_Renaissance-Late_Victoria_Gaudeamus-6-Agnus_Dei-2t.mid,7,1 2 6,7,,,,3 4 5
Renaissance_Renaissance-Late_Victoria_Jesu_Nostra_Redemptio-c.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_LJ6-Aleph_Ego_Vir-2c.mid,6,4,6,,,,1 2 3 5
Renaissance_Renaissance-Late_Victoria_LJbis8-Aleph_Quomodo_Obscuratum-1s.mid,5,1,5,,,,2 3 4
Renaissance_Renaissance-Late_Victoria_Magi_Viderunt_Stellam.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Magnificat_Quarti_Toni-impares-1c.mid,5,1 2,5,,,,3 4
Renaissance_Renaissance-Late_Victoria_Misa_Quarti_Toni-4-Sanctus-c.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Nunc_Dimittis-s.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_O_Lux_Et_Decus_Hispaniae-b.mid,5,1 2,5,,,,3 4
Renaissance_Renaissance-Late_Victoria_O_Quam_Gloriosum-3-Credo-b.mid,4,1 4,,,,,2 3
Renaissance_Renaissance-Late_Victoria_Sancta_Maria_Succurre_Miseris-b.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Te_Lucis_Ante_Terminum-c.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Tibi_Christe-b.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_TR07-Tamquam_Ad_Latronem-s.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Vidi_Speciosam-a_8-1t.mid,8,3,4 8,,,,1 2 5 6 7
Renaissance_Renaissance-Middle_Senfl_senfl_als_ab_und_hin.mid,10,2,5,,,,3 4
Romanticism_Post-romanticism_Busoni_Busoni3.mid,38,1 3 31,16 37,,,,2 4 5 6 7 8 9 10 11 12 13 14 15 19 20 21 22 23 24 25 26 27 28 29 30 32 33 34 35 36
Romanticism_Post-romanticism_Rachmaninoff_symph_no1_op25_mov3.mid,12,1,12,,,,2 3 4 5 6 7 8 9 10 11
Romanticism_Post-romanticism_Saint_Saens_893aquar07.mid,21,2 12,15,,,,5 7 8 9 10 13 14
Romanticism_Romantic-Nationalism_Grieg_holberg_suite_op40_1mov_edvard_grieg.mid,6,1 2 3,6,,,,4 5
Romanticism_Romantic-Nationalism_Sousa_1760n735sousa.mid,7,1 3,2 4,,,,
Romanticism_Romantic-Nationalism_Sousa_washpost.mid,21,1 11 12,8 16,,,,2 3 4 5 6 7 9 13 14 15
Romanticism_Romanticism_Beethoven_8thSymph_SYM8_F_1.mid,17,5 6 12,16,,,,7 8 9 10 11 13 14 15
Romanticism_Romanticism_Beethoven_symphony7m4.mid,14,10,13 14,,,,3 4 5 6 7 8 9 11 12
Romanticism_Romanticism_Jullien_Jullien_Tarantelle.mid,20,1 2 3 4 5 16,13 20,,,,6 7 8 9 10 11 12 17 18 19
Romanticism_Romanticism_Mendelssohn_4403precm.mid,5,2,5,,,,3 4
Romanticism_Romanticism_Rossini_GUILLTEL.mid,3,1,3,,,,2
schub02.mid,5,5,1,,,,2 3 4
susato_rondeix.mid,6,1,4,,,,2 3
SV07_Confitebor_Tibi_Domine_1s.mid,4,1 2,4,,,,3
Tosca_Di_G.Puccini_E_Lucean_Le_Stelle.mid,7,3,,,,,4
TR08_Tenebrae_Factae_Sunt_1b.mid,4,3,4,,,,1 2
Vexilla_Regis_b.mid,4,1,4,,,,2 3
VIOLIN_C.MID,8,1,3,,,,2 4 5
XXCentury_Impressionism_Debussy_013_apresmid.mid,8,1,8,,,,2 3 4 5 6 7
XXCentury_Misc_Grainger_irish_tune.mid,9,1 2,8,,,,3 4 5 6 7
XXCentury_Neoclassicism_Hindemith_Symph_metamorphosis_mov1.mid,16,2 3 4 5 12,16,,,,1 6 7 8 9 11 13 14 15
XXCentury_XX-Nationalism_Barrios_Mangore_abarrios-reloj.mid,4,1,4,,,,2 3
XXCentury_XX-Nationalism_Holst_FIRST-2.mid,31,1 2 3 5 16,15 24,,,,4 6 7 8 9 11 12 13 14 17 18 19 20 21 22 23 26
