"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
Renaissance_Renaissance-Late_Victoria_Gaudeamus-6-Agnus_Dei-2t.mid,7,1 2 6,7,,,,3 4 5
Renaissance_Renaissance-Late_Victoria_Jesu_Nostra_Redemptio-c.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_LJ6-Aleph_Ego_Vir-2c.mid,6,4,6,,,,1 2 3 5
Renaissance_Renaissance-Late_Victoria_Magi_Viderunt_Stellam.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Magnificat_Quarti_Toni-impares-1c.mid,5,1 2,5,,,,3 4
Renaissance_Renaissance-Late_Victoria_O_Lux_Et_Decus_Hispaniae-b.mid,5,1 2,5,,,,3 4
Renaissance_Renaissance-Late_Victoria_Te_Lucis_Ante_Terminum-c.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_TR07-Tamquam_Ad_Latronem-s.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Vidi_Speciosam-a_8-1t.mid,8,3,4 8,,,,1 2 5 6 7
Romanticism_Post-romanticism_Rachmaninoff_symph_no1_op25_mov3.mid,12,1,12,,,,2 3 4 5 6 7 8 9 10 11
Romanticism_Post-romanticism_Saint_Saens_893aquar07.mid,21,2 12,15,,,,5 7 8 9 10 13 14
Romanticism_Romantic-Nationalism_Sousa_washpost.mid,21,1 11 12,8 16,,,,2 3 4 5 6 7 9 13 14 15
Romanticism_Romanticism_Beethoven_8thSymph_SYM8_F_1.mid,17,5 6 12,16,,,,7 8 9 10 11 13 14 15
Romanticism_Romanticism_Beethoven_symphony7m4.mid,14,10,13 14,,,,3 4 5 6 7 8 9 11 12
Romanticism_Romanticism_Mendelssohn_4403precm.mid,5,2,5,,,,3 4
susato_rondeix.mid,6,1,4,,,,2 3
SV07_Confitebor_Tibi_Domine_1s.mid,4,1 2,4,,,,3
Tosca_Di_G.Puccini_E_Lucean_Le_Stelle.mid,7,3,,,,,4
TR08_Tenebrae_Factae_Sunt_1b.mid,4,3,4,,,,1 2
Vexilla_Regis_b.mid,4,1,4,,,,2 3
XXCentury_Impressionism_Debussy_013_apresmid.mid,8,1,8,,,,2 3 4 5 6 7
XXCentury_Misc_Grainger_irish_tune.mid,9,1 2,8,,,,3 4 5 6 7
XXCentury_Neoclassicism_Hindemith_Symph_metamorphosis_mov1.mid,16,2 3 4 5 12,16,,,,1 6 7 8 9 11 13 14 15
XXCentury_XX-Nationalism_Barrios_Mangore_abarrios-reloj.mid,4,1,4,,,,2 3
Renaissance_Renaissance-Late_Victoria_Quicumque_Christum_Quaeritis-s.mid,4,1,4,,,,2 3
Medieval_ArsNova_Machau_machaut-b17.mid,4,2,4,,,,3
Renaissance_Renaissance-Late_Victoria_Quam_Pulchri_Sunt-2-Gloria-c.mid,4,1 2,4,,,,3
