"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
All_About_Ronnie.MID,7,6,1,,,,3
All_Blues.MID,7,6,1,,,,3 4
All_By_Myself.MID,7,6,1,,,,3 4
All_Gods_Chillun_Got_Rhyth.MID,7,6,1,,,,3
ALL_IN_LOVE_IS_FAIR.MID,7,6,1,,,,3 4 5
all_jarreau_moonlighting.mid,11,5 10,3,,,,4 6 7 8 11
all_jarro_roof_garden_xg.mid,12,4,2,,,,1 3 5 6 7 8
ALL_MY_TOMORROWS.MID,7,6,1,,,,3
All_Of_Me.MID,7,6,1,,,,3 4 5
ALL_OF_YOU.MID,7,6,1,,,,3
All_Or_Nothing_At_All.MID,7,6,1,,,,3
All_the_way_Jimmy_van_Heus.MID,7,6,1,,,,3 4 5
alley_cat.mid,8,1,3,,,,2
ALLO.MID,7,6,1,,,,3 4 5
AllOfMe2.mid,8,5,2 3,,,,1 4 6 7
Almost_Like_Being_in_Love.MID,7,6,1,,,,3
ALONE_TOGETHER.MID,7,6,1,,,,3 4
Alonetog.mid,17,2 3,1,,,,4
along.mid,14,3 4 5,1,,,,2 6
Along_Came_Betty.MID,7,6,1,,,,3 4
ALWAYS.MID,7,6,1,,,,3 4
AM_I_BLUE.MID,7,6,1,,,,3
amesse_rene_funk_face.mid,14,2 4 13 14,8,,,,1 3 6 7 12
ANA_MARIA.MID,7,6,1,,,,3 4 5
AND_I_LOVE_HER.MID,7,6,1,,,,3 4 5
ANGEL_EYES.MID,7,6,1,,,,3 4 5
ANOTHER_YOU_THERE_WILL_NEV.MID,7,6,1,,,,3 4 5
ANTHROPOLOGY.MID,7,6,1,,,,3
Anthropology2.mid,3,1,2,,,,3
Antigua.MID,11,6 8,1,,,,3 11
ANY_TIME.MID,7,6,1,,,,3
ANYTHING_FOR_YOU.MID,7,6,1,,,,3 4 5
ANYTHING_GOES.MID,7,6,1,,,,3
ANYWAY.MID,7,6,1,,,,3 4 5
APRIL_IN_PARIS.MID,7,6,1,,,,3
APRIL_JOY.MID,7,6,1,,,,3 4 5
arlen_its_only_paper_moon.mid,31,2,3,,,,4 5 6 7 8 9 10 11 12 13 14 15 16 17
ARMAGEDDON.MID,7,6,1,,,,3 4 5
AroundVG.MID,31,1,3,,,,4 5 6 7 8 9 10 11 12 13 14 15 16 17
As_Time_Goes_By.MID,7,6,1,,,,3 4 5
AT_LAST_IVE_FOUND_YOU.MID,7,6,1,,,,3 4
atIknew.mid,24,11 12 13 14,7,,,,6 8 9 10 15
Atrain.mid,31,19 21 24 25 26,18,,,,16 17 20 22 23 27 28 29 30 31
atrain2.mid,11,4,2 5,,,,1 3
Au_Privave.MID,7,6,1,,,,3
au_privave_arranged_by_geo.MID,7,6,1,,,,3 4
auprvave.mid,6,2,1,,,,
AUTUMN_IN_NEW_YORK.MID,7,6,1,,,,3
Autumn_Leaves.MID,7,6,1,,,,3
autumn_leaves2.MID,3,1,3,,,,2
Avant_de_Mourir.MID,7,6,1,,,,3 4 5
awb_pick_up_the_pieces.mid,9,3 9,1,,,,4 5 8
Ay_Arriba.MID,7,6,1,,,,3 4 5
BA_LUE_BOLIVAR_BA_LUES_ARE.MID,7,6,1,,,,3
baaska_don_anegada.mid,21,21,6 7,,,,1 8 20
Bach3B.MID,12,2 3 5,6,,,,7 8
bacharach_burt_wive_and_lovers.mid,13,2 3 4 5 10,1,,,,6 8 9 11 12
Backstage_Sally.MID,7,6,1,,,,3
BAGS_GROOVE_F_BLUES.MID,7,6,1,,,,3
baker_anita_sweet_love.mid,16,16,2,,,,1 3 4 5 6 7 8 15
bananas.mid,4,1,3,,,,2
barroso_brazil.mid,10,7 8 9,5,,,,6
Basiervg.mid,29,17 19,15,,,,16 18 20 21 22 23 24 25 26 27 28 29
bayou.mid,9,1,9,,,,2 3 4 5 6 7 8
bbblues.mid,7,6,5,,,,2 3 4
bbossaje.mid,24,1 3 6 8 14,16,,,,2 4 5 7 9 10 11 12 13 15
BE_CERTAIN.MID,7,6,1,,,,3 4 5
beacon.mid,16,4 8,1,,,,2 3 5 6 7 9 10 11
BEAUTIFUL_LOVE.MID,7,6,1,,,,3
Beautiful_Love2.mid,5,,2,,,,1
BEAUTY_AND_THE_BEAST.MID,7,6,1,,,,3 4 5
BEGINNING_TO_SEE_THE_LIGHT.MID,7,6,1,,,,3
BEMSHA_SWING.MID,7,6,1,,,,3
benoit_david_freedom_at_midnight.mid,6,6,4,,,,1 5
berge_frode_cashcarry.mid,16,2 5 6,4 11,,,,1 3 7 8 9 12
Berniestune.mid,4,2,1,,,,3
BESSIES_BLUES.MID,7,6,1,,,,3
BETTER_IN_FRENCH.MID,7,6,1,,,,3 4 5
BEWITCHED.MID,7,6,1,,,,3
bewitched2.mid,5,3,5,,,,2
BIG_NICK.MID,7,6,1,,,,3
BigMess.mid,6,4,3,,,,1 2
BILLY_BOY.MID,7,6,1,,,,3
birdland_xg.mid,13,4 5,1 9,,,,2 3 6 7 8
Birks_works_Dizzy_Gillesp.MID,7,6,1,,,,3
bl4alice.mid,10,3,2,,,,1
Black_Coffee.MID,7,6,1,,,,3
BLACK_DIAMOND.MID,7,6,1,,,,3 4
BLACK_NARCISSUS.MID,7,6,1,,,,3 4
Black_Nile.MID,7,6,1,,,,3
Black_Orpheus_Orfeo_Negro.MID,7,6,1,,,,3 4
Black_Velvet_Alann.MID,7,7,1,,,,3 4 5
Blame_It_On_My_Youth.MID,7,6,1,,,,3
BLBOSSA.MID,4,4,2,,,,3
Blknrcs.mid,8,1 2,4,,,,3
BLUE_BOSSA.MID,7,6,1,,,,3 4 5
BLUE_COMEDY.MID,7,6,1,,,,3
Blue_in_Green.MID,7,6,1,,,,3 4 5
BLUE_MOON.MID,7,6,1,,,,3
BLUE_ROOM.MID,7,6,1,,,,3
Blue_Skies.MID,7,6,1,,,,3
BLUE_TRANE.MID,7,6,1,,,,3
Bluemax.MID,7,6,1,,,,3
Bluenboo.mid,6,3 4,1,,,,2 5
Blues4Basie.mid,4,1,3,,,,2
Blues_Backstage_Frank_Fost.MID,7,6,1,,,,3 4
Blues_For_Alice.MID,7,6,1,,,,3
Blues_March.MID,7,6,1,,,,3 4
BLUES_RIFF.MID,7,6,1,,,,3
BLUESETTE.MID,7,6,1,,,,3 4
bluesette2.mid,20,5 7,3,,,,2 4 6
BluesForTrane.mid,11,1 7,4,,,,2 3 8 9
blueswalk.mid,7,4 5,2,,,,3 6
BlueTrain.mid,17,11 12 14 15 16,5 13,,,,1 3 4 7 8 9 10
blumonk.mid,5,1 2 5,4,,,,3
BODY_AND_SOUL.MID,7,6,1,,,,3
BodyAndSoul.mid,20,4 5,1,,,,2 3 6
BodySoul_tb.MID,6,1,6,,,,2 3 4 5
bolivia.mid,13,1 2 6 7,8,,,,11 12 13
bonfa_louis_gentle_rain.mid,21,8 9,6,,,,7 10
Bop_OnTR.mid,4,2,3,,,,1
BOPLICITY.MID,7,6,1,,,,3
Born2BBlue.mid,10,3 6 7,2,,,,1 4 5 8 10
BORN_TO_BE_BLUE.MID,7,6,1,,,,3
bossa_nova_45.mid,16,4 5 6 13,2 15,,,,1 3 14 16
BOTH_SIDES_NOW.MID,7,6,1,,,,3 4 5
BPowell.mid,17,3 4 5 7 8,1,,,,2 6
Brainville.MID,7,6,1,,,,3
brand_new_heavies_never_stop.mid,17,6 7,2 3,,,,1 4 5
brasil.mid,9,7 9,6,,,,1 8
BREEZIN.MID,7,6,1,,,,3 4 5
Breezin_.mid,6,4 5,3,,,,1 2
BRIGHT_MISSISSIPPI.MID,7,6,1,,,,3
BRIGHT_SIZE_LIFE.MID,7,6,1,,,,3 4 5
BRILLIANT_CORNERS.MID,7,6,1,,,,3
BRITE_BREEZY.MID,7,6,1,,,,3 4 5
broadwa2.mid,4,,2 3,,,,1
brown_joy_spring.mid,13,8 9,5,,,,6 7
brown_joy_spring_2.mid,3,,2,,,,1
brubeck_blue_rondo_a_la_turk.mid,15,4,5,1,2,,1 2
brubeck_bossa_nova_usa.mid,10,,3,,,,2
brubeck_everybodys_jumpin.mid,12,1,4,,,,2 3
brubeck_fast_life.mid,6,4 6,1,,,,3 5
brubeck_kathys_waltz.mid,18,8 9,1,,,,7
budo.mid,6,3,5,,,,1 2
BULLET_TRAIN.MID,7,6,1,,,,3 4
But_Beautiful.MID,7,6,1,,,,3
BUT_BEAUTIFUL_Jimmy_van_He.MID,7,6,1,,,,3 4 5
BUT_NOT_FOR_ME.MID,7,6,1,,,,3 4 5
But_Not_For_Me_Verse.MID,7,6,1,,,,3
By_Myself.MID,7,6,1,,,,3
BYE_BYE_BLACKBIRD.MID,7,6,1,,,,3 4 5
Bye_ByeG.MID,30,4,2,,,,3 5 6 7 8 9 10 11 12 13 14 15 16
Cabaret_Fred_Ebb_John.MID,7,6,1,,,,3 4
cahn_stine_time_after_time.mid,6,,3,,,,1 2
CALL_IT_A_SUMMER_DAY.MID,7,6,1,,,,3 4 5
CANDLE_GLOW.MID,7,6,1,,,,3 4 5
Candy.MID,7,6,1,,,,3
CANDYMAN.MID,7,6,1,,,,3
CANT_BUY_ME_LOVE.MID,7,6,1,,,,3 4 5
Cant_Help_Lovin_That_Ma.MID,7,6,1,,,,3 4 5
CANT_WE_BE_FRIENDS.MID,7,6,1,,,,3
CAPTAIN_MARVEL.MID,7,6,1,,,,3 4 5
Caravan.MID,7,6,1,,,,3 4
caravan2.mid,29,5 6 7 8 10,2,,,,3 4 9 11 12 13 14 15 16
carchase.mid,22,4 5,3,,,,2 6 7 8 9 10 11 12
Carioca.MID,7,6,1,,,,3 7
CARNIVAL.MID,7,6,1,,,,3 4 5
carnival2.MID,5,5 4,1,,,,
caron_alain_slam_the_clown_xg.mid,13,4,1 2 7,,,,3 5 6 8 10 11 12
casiopea_asayake.mid,5,2,1,,,,3
casiopea_continental_way.mid,8,4,2,,,,1 3 5
casiopea_dazzling.mid,8,4 5,2,,,,1 3 6 7
casiopea_eyes_of_mind.mid,6,4,1,,,,2 3
casiopea_lakai.mid,8,3 6 7,2,,,,1 4 5
casiopea_looking_up.mid,5,2,1,,,,3 4
casiopea_swear.mid,18,7 8,2,6,5,,1 3 4 5 6 9 10
Cat_Walk.mid,12,9 11,3,,,,1 2 7 8 10 12
CEORA.MID,7,6,1,,,,3 4 5
CHACQUE_FOIS.MID,7,6,1,,,,3 4 5
CHARLSTON.MID,7,6,1,,,,3
CHATTENOOGA_CHOO_CHOO.MID,7,6,1,,,,3
Cheek_To_Cheek.mid,7,1,2,,,,3 4 5 6
Cheek_to_Cheek_Berlin.MID,7,6,1,,,,3
chega.mid,13,6 7,8,,,,3 4 5
Chega_De_Saudade_No_More_B.MID,7,6,1,,,,3 4 5
chick_corea_beneath_the_mask.mid,4,2 3,1,,,,
CHILD_IS_BORN_A.MID,7,6,1,,,,3 4
CHRISTMAS_IS_HERE.MID,7,6,1,,,,3 4 5
CHRISTMAS_SONG.MID,7,6,1,,,,3
chromBlinF.mid,4,3,1,,,,2
chsticks.mid,15,2 5,3,,,,1 4 6 7
City_of_New_Orleans...by_S.MID,7,6,1,,,,3 4 5
CleanSweep.mid,19,4 6 7 8,1,,,,2 3
CLEAR_DAY_ON_A.MID,7,6,1,,,,3
CLOSE_TO_YOU.MID,7,6,1,,,,3 4 5
coltrane_afro_blue.mid,17,7 10 11,5,,,,6 8 9
coltrane_giant_steps_2.mid,5,,2,,,,3 4
coltrane_lazy_bird.mid,9,3 4,2 6 9,,,,1 5 7
Come_Rain_or_Come_Shine.MID,7,6,1,,,,3 4 5
COME_SUNDAY.MID,7,6,1,,,,3
comerain.mid,3,,1,,,,3
comerain2.MID,5,,1,,,,4
Con_Alma.MID,7,6,1,,,,3
Conception.MID,7,6,1,,,,3
CONFESSIN_THAT_I_LOVE_YOU.MID,7,6,1,,,,3
Confirmation.MID,7,6,1,,,,3
confirmation_omni_parker_s.MID,7,6,1,,,,3 4
Cooking_in_Your_Head.MID,7,6,1,,,,3
cooling_emotions_xg.mid,19,9,3 4 16,,,,1 5 6 7 8 11 12 13
copacabana.mid,11,10,3,,,,4 5 6 7 8 9
CORAL.MID,7,6,1,,,,3 4 5
CORCOVADO.MID,7,6,1,,,,3 4 5
Corcovado_Quiet_Nights_of.MID,7,6,1,,,,3 4 5
corea_chick_2kids.mid,3,,2,,,,1
corea_eye_of_the_beholder.mid,27,3 4,1,,,,2
corea_light_year.mid,7,4 5 6,1,,,,2 7
Corner_pocket.mid,17,1 2 3 4 6 7 15,16,,,,5 8 9 11 12 13 14
COTTONTAIL.MID,7,6,1,,,,3
COULD_IT_BE_YOU.MID,7,6,1,,,,3
COUNTDOWN.MID,7,6,1,,,,3
COUNTRY_NIGHTS.MID,7,6,1,,,,3 4 5
CRAZY.MID,7,6,1,,,,3 4 5
CRISS_CROSS.MID,7,6,1,,,,3
CRUISING_AROUND.MID,7,6,1,,,,3 4 5
CRUSH_ON_YOU_IVE_GOT_A.MID,7,6,1,,,,3
CRY_ME_A_RIVER.MID,7,6,1,,,,3
cryogenic_emotions_my_jazz_band_xg.mid,26,6 12 14,1,,,,2 3 4 5 7 8 9 11 13 15
CRYSTAL_SILENCE.MID,7,6,1,,,,3 4 5
CUANDO_CUANDO.MID,7,6,1,,,,3 4
culbreath_wade_moorea.mid,9,1 5 6,2,,,,3 4 7
CUTE.MID,7,6,1,,,,3 4 5
Cute2.mid,29,4 5 6 9 13,2,,,,3 7 8 10 11 12 14 15 16
cyberbeat_xg.mid,20,7 8 9,2,,,,1 3 4 5 6
DAAHOUD.MID,7,6,1,,,,3
dana_suesse_my_silent_love_2.mid,6,4,1,,,,3
DANCING_ON_THE_CEILING.MID,7,6,1,,,,3
DANNY_BOY.MID,7,6,1,,,,3
Darn_That_Dream.MID,7,6,1,,,,3
DARN_THAT_DREAM_Jimmy_van.MID,7,6,1,,,,3 4 5
dave_weckl_island_magic.mid,15,6 7,2,,,,3 4 5 8
davis_all_blues_3.mid,12,3 4,,,,,2
davis_all_blues_4.mid,6,,1,,,,2 3 4
davis_alone_together_1.mid,23,4 5 6,3,,,,2
davis_alone_together_2.mid,19,4 5 6,3,,,,2
davis_eighty_one.mid,20,8 9,6,,,,7 10
davis_evans_blue_in_green.mid,24,1,2,,,,3 4
davis_milestones_1.mid,19,1 2 3 7 9,4 14,,,,5 6 8 11 12 13
davis_miller_big_time.mid,24,3,7,,,,4 5 6 8 9 13 14 17 18 19 20
davis_seven_steps_to_heaven.mid,7,4,3,,,,2
davis_seven_steps_to_heaven_2.mid,7,4 5,2,,,,1
davis_tutu.mid,13,2 5 6,1,,,,3 4 7 9 10 11 13
davydov_apathy_xg.mid,15,7 9 10 14,2 3,,,,1 5 6 8 11 12 13 15
davydov_the_last_train_xg.mid,18,6 10 14,5,,,,1 3 4 7 8 9 11 12 13
daybyday2.mid,5,2,3,,,,1
Days_of_Wine_and_Roses.MID,7,6,1,,,,3 4 5
Days_of_Wine_and_Roses_The.MID,7,6,1,,,,3
DaysOf.mid,3,,1,,,,3
De_Pois_Do_Amor_OVazio.MID,7,6,1,,,,3 4 5
Deacon_Blues_see_memo.MID,7,6,1,,,,3 4 5 7
DEAR_ACQUAINTANCE.MID,7,6,1,,,,3 4 5
DEAR_OLD_STOCKHOLM.MID,7,6,1,,,,3
DEARLY_BELOVED.MID,7,6,1,,,,3
decoy.mid,15,1,5,,,,2 3 4
Deed_I_Do.MID,7,6,1,,,,3 4
DEEP_PURPLE.MID,7,6,1,,,,3 4 5
Delias_gone_Blake.MID,7,6,1,,,,3 4 5
DELORES.MID,7,6,1,,,,3
DELUGE.MID,7,6,1,,,,3
DESAFINADO.MID,7,6,1,,,,3 4 5
desmond_take_five_basic_version.mid,7,2,1,,,,3
desmond_take_five_latin_version.mid,8,5,2,,,,1 3 4 6
dexterity.mid,20,7 8 9 10 11 12 20,5,,,,6
Dialog.MID,7,6 7,1,,,,3
dig.mid,3,3,2,,,,1
Dindi.MID,7,6,1,,,,3 7
DJANGO.MID,7,6,1,,,,3
DO_NOTHIN_TIL_YOU_HEAR_FR.MID,7,6,1,,,,3
Do_You_Know_What_It_Means.MID,7,6,1,,,,3
DOLPHIN_DANCE.MID,7,6,1,,,,3
don_grusin_catwalk2.mid,12,9 11,3,,,,1 2 7 8 10 12
don_grusin_sailing_at_night.mid,8,3 4,2,,,,1
don_grusin_time_love.mid,17,1 5,2 3,,,,4 6 7 8 9 10 11
donald_fagen_walk_between_the_raindrops.mid,14,1,7,,,,2 3 4 5 6
DONT_BLAME_ME.MID,7,6,1,,,,3
DONT_FEEL_TOO_SORRY_FOR_ME.MID,7,6,1,,,,3 4 5
DONT_GET_AROUND_MUCH_ANYMO.MID,7,6,1,,,,3
Dont_get_around_much_more.MID,7,6,1,,,,3
DONT_MEAN_A_THING_IT.MID,7,6,1,,,,3
dorham_blue_bossa.mid,5,,1,,,,2 3
DOUJIE.MID,7,6,1,,,,3
doxy.mid,9,1 2 4 6,8,,,,3 5
DREAM.MID,17,6 8 9 10 11 12 13,1,,,,3 16 17
Driftin.MID,7,6,1,,,,3
DstMeT.mid,8,4 7,2,,,,1 3 6 8
duke_vernon_april_in_paris.mid,29,17 18 19 20 22 23,15,,,,16 21 24 25 26 27 28 29
E.S.P..MID,7,6,1,,,,3
East_of_the_Sun.MID,7,6,1,,,,3
EASY_LIVING.MID,7,6,1,,,,3 4 5
easy_living2.mid,13,10 11,5,,,,6 7 8 9
Easy_to_Love.MID,7,6,1,,,,3 4
EDELWEISS.MID,7,6,1,,,,3 4 5
EIGHTY_ONE.MID,7,6,1,,,,3 4
EL_GAUCHO.MID,7,6,1,,,,3 4 5
ellen.MID,7,6,1,,,,3 4 5
ellington_c_jam_blues.mid,4,,3,,,,1
ellington_strayhorn_take_the_a_train_3.mid,30,18 19 20 24,16,,,,17 21 22 23 25 26 27 28 29 30
Elsa.MID,7,6,1,,,,3 4 5
EMBRACEABLE_YOU.MID,7,6,1,,,,3 4
EndOfSummer.mid,5,2,,,,,3 4 5
EPISTROPHY.MID,7,6,1,,,,3
EQUINOX.MID,7,6,1,,,,3
Equipoise.MID,7,6,1,,,,3 4 7
eric_marienthal_last_day_of_summer.mid,8,3 5,1,,,,2 4 6
ERONEL.MID,7,6,1,,,,3
escucha.mid,10,4 5 7,3,,,,2 6
evans_waltz_for_debby_2.mid,5,4,3,,,,2
Evergreen.MID,7,6,1,,,,3 4
EVERYTHING_I_HAVE_IS_YOURS.MID,7,6,1,,,,3
EVERYTHING_IS_BEAUTIFUL.MID,7,6,1,,,,3 4 5
EVIDENCE.MID,7,6,1,,,,3
EXACTLY_LIKE_YOU.MID,7,6,1,,,,3 4
EXCERCISE_#3_MISSOURI_UNC.MID,7,6,1,,,,3
EXERCISE_#6_Unity_Village.MID,7,6,1,,,,3 4 5
Fables_of_Faubus.MID,7,6,1,,,,3 4
FALL.MID,7,6,1,,,,3
FALLING_GRACE.MID,7,6,1,,,,3
Falling_in_Love_w_Love_Joe.MID,7,6,1,,,,3
FarWes.MID,3,1,3,,,,2
FASCINATIN_RHYTHM.MID,7,6,1,,,,3
FastBluesJam.mid,6,4,3,,,,
FEE_FI_FO_FUM.MID,7,6,1,,,,3
FEELS_SO_GOOD.MID,7,6,1,,,,3 4 5
Feest.MID,7,6,1,,,,3 4 5
fever2.mid,31,17,2,,,,3 4 5 6 7 8 9 10 11 12 13 14 15 16
Fia_Pash.MID,7,6,1,,,,3 4 5
FIFTY_SECOND_STREET_THEME.MID,7,6,1,,,,3
FINE_ROMANCE.MID,7,6,1,,,,3 4 5
FIVE_0_TWO_BLUES.MID,7,6,1,,,,3 4
FIVE_HUNDRED_MILES_HIGH.MID,7,6,1,,,,3 4 5
Flamingo.MID,9,6,1,,,,3 9
FLINTSTONES_THEME.MID,7,6,1,,,,3
FLY_AWAY.MID,7,6,1,,,,3 4 5
FLY_ME_TO_THE_MOON.MID,7,6,1,,,,3 4 5
flyaway.mid,7,5,6,,,,1 2 3 4
flybynight.mid,27,6,1,,,,2 3 4 5 7 8
fmi9.mid,24,2 3,4,,,,1 5 6 7 8 9 10 12 13
FOGGY_DAY.MID,7,6,1,,,,3
FOOLISH_HEART_MY.MID,7,6,1,,,,3
FOOLISH_THINGS_THESE.MID,7,6,1,,,,3
FOOLS_RUSH_IN.MID,7,6,1,,,,3
Footprints_R.mid,6,3,1,,,,4 6
force.mid,16,1,5,,,,2 3 4
four_play_between_the_sheets.mid,12,1,9,,,,2 3 4 5 6 7 8
FreckleFace.mid,30,4 9 10,2,,,,3 5 6 7 8 11 12 13 14 15 16
FREE_FOR_ALL.MID,7,6,1,,,,3 4 5
Freedom_At_Midnight.mid,6,6,4,,,,1 5
FRENESI.MID,7,6,1,,,,3 4
Friday_night_at_the_Cadilla.MID,7,6,1,,,,3 4
From_This_Moment_On.MID,7,6,1,,,,3
funk_dumplin_see_memo.MID,7,6 7,1,,,,3 4 5
funkallero.mid,10,,1,,,,2
fusion.mid,16,4 13,2 15,,,,1 3 5 14 16
Gatorwhale_by_W._Jackson.MID,7,6,1,,,,3
gaynor_bob_going_back_home_xg.mid,15,8 11 12 15,4,,,,1 2 3 5 6 7 9 13 14
gaynor_bob_mellow_hombre_xg.mid,8,1,2,,,,3 4 5 6 8
gaynor_bob_new_st.leu_xg.mid,19,7 12 13,1,,,,2 3 4 5 6 8 10 11 14
gaynor_bob_phunk_xg.mid,13,10 11,4,,,,1 2 5 6 7 8 9 12 13
gaynor_bob_sir_joe_xg.mid,16,6 7 8 11,1 10,,,,2 3 4 9 12 13 15
GENTLE_RAIN.MID,7,6,1,,,,3 4 5
GEORGIA.MID,7,6,1,,,,3 4 5
gershwin_embraceable_you.mid,15,7 8 9 10 11,5,,,,6
gershwin_foggy_day.mid,3,,1,,,,3
gershwin_i_got_rhythm.mid,12,7 8 9 10 11,5,,,,6
gershwin_i_got_rhythm_big_band_funk.mid,30,4 6 9 10,2,,,,3 5 7 8 11 12 13 14 15 16
gershwin_love_walked_in.mid,3,,1,,,,3
gershwin_porgy_and_bess_suite.mid,30,4 6 9 10,2,,,,3 5 7 8 11 12 13 14 15 16
gershwin_summertime.mid,7,1 2,4,,,,3
GET_ME_TO_THE_CHURCH.MID,7,6,1,,,,3
Gettin_it_right.MID,7,6,1,,,,3 4
GETTIN_SENTIMENTAL_OVER_YO.MID,7,6,1,,,,3
GHOST_OF_A_CHANCE.MID,7,6,1,,,,3
Giant_Steps.MID,7,6,1,,,,3
Giant_steps_J.Coltrane.MID,7,6,1,,,,3
gilbert_wrubel_zip_a_dee_doo_dah.mid,29,17 19 23,15,,,,16 18 20 21 22 24 25 26 27 28 29
gillespie_manteca.mid,4,3,2,,,,1
gin_tonic.mid,4,3,2,,,,1
Girl_from_Ipanema.MID,7,6,1,,,,3 4 5 7
GIRL_TALK.MID,7,6,1,,,,3
girls.mid,4,1,2,,,,3
Glorias_step_Scott_LaFaro.MID,7,6,1,,,,3
Glow_Worm.MID,7,6,1,,,,3
God_Bless_The_Child.MID,7,6,1,,,,3 4 5
GOOD_BAIT_TODD_DAMERON.MID,7,6,1,,,,3
good_vibrations.mid,8,3 7,2 6,,,,1 5
goodbait.mid,29,4,1,,,,3
gotrhytm.mid,2,1,,,,,2
groovin.mid,6,1,4,,,,2 3
grooving_hard.mid,31,17 18 22 23 24 25,15,,,,16 19 20 21 26 27 28 29 30 31
groovn.mid,14,7 8,3,,,,2 4 5 6 9
HACKENSACK.MID,7,6,1,,,,3
HAD_TO_BE_YOU_IT.MID,7,6,1,,,,3
HALF_NELSON.MID,7,6,1,,,,3
halfzware_shag.mid,10,2 3 10,6,,,,4 5 7
hancock_chameleon_2.mid,6,2 5,3,,,,1 4
hancock_chameleon_3_xg.mid,19,8,12 14,,,,1 2 3 4 5 6 7 10 11 15
hancock_funkytown.mid,10,,6,,,,3 4 5 7 8 9
hancock_little_sunflower.mid,7,6,2,,,,1 3 4 5
Hand_in_hand.MID,7,6,1,,,,3 4 5
HANDYMAN.MID,7,6,1,,,,3 4 5
HAPPY_HAPPY_BIRTHDAY_BABY.MID,7,6,1,,,,3 4 5
HARD_DAYS_NIGHT.MID,7,6,1,,,,3 4
hard_impulse.mid,7,3 6,1,,,,2 4 5
Harlem_Nocturne.MID,7,6,1,,,,3
Hassles_Just_Friends_by_R.MID,7,6,1,,,,3
Have_A_Nice_Day_By_Will.MID,7,6,1,,,,3
HAVE_ANOTHER.MID,7,6,1,,,,3 4 5
Have_You_Met_Miss_Jones.MID,7,6,1,,,,3
HaveUMMsJ.mid,7,,2,,,,1
Havona.MID,7,6,1,,,,3 4
HAWAIIAN_WEDDING_SONG.MID,7,6,1,,,,3 4 5
hayBurner.mid,16,4 9 10,2,,,,3 5 6 7 8 11 12 13 14 15 16
HE_AINT_HEAVY..HES_MY_BRO.MID,7,6,1,,,,3 4
Heal_My_Heart_Continentals.MID,13,7 9 10 11 12 13,1,,,,3 6
Heat.mid,8,1,2,,,,3 4 5 6 7
HeatsOnG.MID,31,4 5 6 9 10,2,,,,3 7 8 11 12 13 14 15 16 17
HEAVEN_D.Ellington.MID,7,6,1,,,,3
Heigh_ho_Morey_Churchill.MID,7,6,1,,,,3 4 5
Hello_Dolly.MID,7,6,1,,,,3
HELP_ME_MAKE_IT_THROUGH_THE.MID,7,6,1,,,,3 4 5
helpme.mid,7,4 6,2,,,,1 3 5
