Nombre_fichero,N_Pistas,melody,bass,piano_rh,piano_lh,mixdown
Renaissance_Renaissance-Late_Victoria_Estote_Fortes_In_Bello-t.mid,4,3,4,,,
Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-5-Agnus_Dei-1t.mid,12,7,4 8 12,,,
Renaissance_Renaissance-Late_Victoria_LJbis2-Vau_Et_Egressus_Est-b.mid,5,1 2,5,,,
Renaissance_Renaissance-Late_Victoria_LJbis8-Aleph_Quomodo_Obscuratum-2s.mid,5,1 2,5,,,
Renaissance_Renaissance-Late_Victoria_Magnificat_Quarti_Toni-pares-2c.mid,5,1 3,5,,,
Renaissance_Renaissance-Late_Victoria_Misa_Quarti_Toni-1-Kyrie.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_O_Quam_Gloriosum_Est_Regnum.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_O_Sacrum_Convivium_a_6.mid,6,1,6,,,
Renaissance_Renaissance-Late_Victoria_Pasion_San_Mateo.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Pro_Victoria-6-Agnus_Dei-3s.mid,9,1 2 6,4 9,,,
Renaissance_Renaissance-Late_Victoria_Quam_Pulchri_Sunt-2-Gloria-c.mid,4,2,4,,,
Renaissance_Renaissance-Late_Victoria_Quia_Viderunt_Oculi-c.mid,5,2,5,,,
Renaissance_Renaissance-Late_Victoria_TR09-Animam_Meam_Dilectam-t.mid,4,2,,,,
Renaissance_Renaissance-Late_Victoria_TR11-Iesum_Tradidit_Impius-t.mid,4,1 4,,,,
Renaissance_Renaissance-Late_Victoria_TR16-Astiterunt-Reges.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Victimae_Paschale.mid,8,1 2,4 8,,,
Renaissance_Renaissance-Late_Victoria_Vidi_Speciosam-1-Kyrie-1s.mid,6,1,6,,,
Renaissance_Renaissance-Late_Victoria_Vidi_Speciosam-c.mid,6,1 2 3,6,,,
Romanticism_Post-romanticism_Mahler_mahl4_4.mid,16,1 7,,,,
Romanticism_Post-romanticism_Messager_2595mirette04.mid,6,1 2,,3,4,
Romanticism_Post-romanticism_Scriabin_prelude_op11_no18.mid,2,,,1,2,
Romanticism_Romantic-Nationalism_Grieg_991gpanita.mid,7,1,7,,,
Romanticism_Romantic-Nationalism_Grieg_AveMStellaGrieg.mid,4,1,4,,,
Romanticism_Romantic-Nationalism_Sousa_973riflerg1.mid,8,1,3,,,
Romanticism_Romantic-Nationalism_Tchaikovsky_969gp4nut.mid,24,1 2 3 6 7 20,24,,,
Romanticism_Romanticism_Beethoven_5thSymph_SYMPHONY.mid,4,1,4,,,
Romanticism_Romanticism_Brahms_BR-120B2.mid,5,1,,2,3,
Romanticism_Romanticism_Brahms_brwlz_12.mid,2,,,1,2,
Romanticism_Romanticism_Carulli_262car_ante.mid,2,,,1,2,
Romanticism_Romanticism_Chopin_CHOPROND.mid,11,,,2,3,
Romanticism_Romanticism_Chopin_Piano_Sonata_No3_in_Bm_Op.58_mov4.Finale_Presto_non_tanto.mid,2,,,1,2,
Romanticism_Romanticism_Chopin_Polonaise_in_Cm_Op.40_No.2.mid,4,,,1 3,2 4,
Romanticism_Romanticism_Liszt_Christmas_Tree_9.Evening_Bells.mid,16,1 2,,,,
Romanticism_Romanticism_Mendelssohn_mendel05.mid,7,6,,,,
Romanticism_Romanticism_Panofka_panofka_24_vocalises_ttes_voix_16.mid,3,1,,2,3,
Romanticism_Romanticism_Panofka_panofka_24_vocalises_ttes_voix_22.mid,3,1,,2,3,
Romanticism_Romanticism_Rossini_barber-overture.mid,15,7 11,15,,,
Romanticism_Romanticism_Rossini_WTELLCEN.mid,16,3 5 8,,,,
Romanticism_Romanticism_Schubert_1266d960m3.mid,8,,,1,2,
Romanticism_Romanticism_Schubert_First_Waltzes_D.365_Op.9.mid,4,1,4,,,
Romanticism_Romanticism_Schumann_Zigeunerleben_Op.29_No.3.mid,6,3 4 5 6,,1,2,
Romanticism_Romanticism_Wagner_VALKYRIE.mid,29,4 8 18,5 20,,,
XXCentury_Impressionism_Debussy_012_debima04.mid,8,1,5,,,
XXCentury_Misc_Messiaen_1331banquetc.mid,6,6,,,,
XXCentury_Neoclassicism_Prokofiev_piano_conc_no3_op26_mov1.mid,16,1 2 3 4 12,16,,,
XXCentury_XX-Nationalism_Albeniz_albesp5.mid,8,,,1,2,
XXCentury_XX-Nationalism_Gershwin_2131prgybess.mid,10,3 4,6,,,
XXCentury_XX-Nationalism_Holst_first_suite_op28_march.mid,17,1 2 3 4 13,9 17,,,
XXCentury_XX-Nationalism_Janacek_JANSINF5.mid,26,2,13,,,
XXCentury_XX-Nationalism_Nielsen_symp_no2_finale.mid,19,1 3 13,19,,,
XXCentury_XX-Nationalism_Tarrega_tarrega_preludio_no1.mid,2,1,2,,,
XXCentury_XX-Nationalism_Villalobos_prole_do_bebe_no1_no7_polichinelo_2.mid,15,,,1 2,3,
