Nombre_fichero,N_Pistas,melody,bass,piano_rh,piano_lh,mixdown
Renaissance_Renaissance-Late_Victoria_Sancta_Maria_Succurre_Miseris-b.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Simile_Est_Regnum_Coelorum-3-Credo-s.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Surge_Propera-4-Sanctus_y_Benedictus-s.mid,5,1,5,,,
Renaissance_Renaissance-Late_Victoria_SV02-Confitebor_Tibi.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Te_Lucis_Ante_Terminum-c.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Tibi_Christe-b.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_TR05-Una_Hora-1s.mid,4,1 2,4,,,
Renaissance_Renaissance-Late_Victoria_TR09-Animam_Meam_Dilectam-s.mid,4,1,4,,,
Renaissance_Renaissance-Middle_HenryVIII_hen8cn24.mid,9,2,4,,,
Romanticism_Post-romanticism_Saint_Saens_gp_danse.mid,22,12 17,22,,,
Romanticism_Romantic-Nationalism_Breton_Breton_EscenasAndaluzas-1.mid,27,1 2,14 23,,,
Romanticism_Romantic-Nationalism_Dvorak_17ad055.mid,9,1,,2,3,
Romanticism_Romantic-Nationalism_German_1280puck2reg.mid,2,,,1,2,
Romanticism_Romantic-Nationalism_Lecocq_lecocq_angot_06c.mid,4,1, ,3,4,
Romanticism_Romantic-Nationalism_Moszkowski_gp_ffl.mid,16,1 2 3 4,10 16,,,
Romanticism_Romantic-Nationalism_Tchaikovsky_waltzofflowers.mid,16,7 12,16,,,
Romanticism_Romanticism_Beethoven_5thSymph_BEET5M4.mid,23,1 2 3 4 5,10 17 23,,,
Romanticism_Romanticism_Beethoven_8thSymph_SYM8-4.mid,4,1,4,,,
Romanticism_Romanticism_Bizet_570thetop.mid,9,,,2,1,
Romanticism_Romanticism_Brahms_lullaby.mid,7,6,,,,
Romanticism_Romanticism_Chopin_817revetude.mid,10,,,1,2,
Romanticism_Romanticism_Chopin_op_67_04.mid,2,,,1,2,
Romanticism_Romanticism_Chopin_prelude03.mid,4,,,2,3,
Romanticism_Romanticism_Chopin_Trois_Nouvelles_Etudes_No3_in_Db.mid,8,,,1,2,
Romanticism_Romanticism_Gounod_AveVerumGounod.mid,5,1,4,,,
Romanticism_Romanticism_Gounod_GP_4_FAU.mid,16,1 2 3 12,10 16,,,
Romanticism_Romanticism_Rossini_rossini.mid,16,1 2 3 4 13,16,,,
Romanticism_Romanticism_Schumann_Waldszenen_Op.82_no2.mid,6,1,,,,
XXCentury_Impressionism_Debussy_0_pr1no2.mid,11,2 3,10 11,,,
XXCentury_XX-Nationalism_Albeniz_leyenda.mid,2,,,,,1
XXCentury_XX-Nationalism_Villalobos_196.mid,16, , ,1,2,
