Nombre_fichero,N_Pistas,melody,bass,piano_rh,piano_lh,mixdown
Renaissance_Renaissance-Late_Victoria_Urbs_Beata_Jerusalem-t.mid,4,1,4,,,
Romanticism_Post-romanticism_Mahler_1394mahl4mov1.mid,16,3 4 11,15,,,
Romanticism_Romantic-Nationalism_Mussorgsky_01promen.mid,2,,,1,2,
Romanticism_Romanticism_Alkan_AESOPE.mid,10,,,1,2,
Romanticism_Romanticism_Beethoven_3rdSymph_3RD2.mid,18,1 2 9,13,,,
Romanticism_Romanticism_Beethoven_3rdSymph_SYM3-2.mid,18,1 2 9,13,,,
Romanticism_Romanticism_Beethoven_8thSymph_SYM8_F_1.mid,17,5,16,,,
Romanticism_Romanticism_Beethoven_HAMMKLV3.mid,4,,,1,2,
Romanticism_Romanticism_Beethoven_op27_2_1.mid,2,,,1,2,
Romanticism_Romanticism_Beethoven_SONATAC.mid,2,,,1,2,
Romanticism_Romanticism_Beethoven_Sonate15_Opus28_Pastorale.mid,5,1,4 5,,,
Romanticism_Romanticism_Beethoven_symphony5m3.mid,12,3,12,,,
Romanticism_Romanticism_Brahms_Waltzes_Op.39_No.16_in_C#m.mid,2,,,1,2,
Romanticism_Romanticism_Chopin_chop25e9.mid,3,,,2,3,
Romanticism_Romanticism_Chopin_chord42.mid,2,,,1,2,
Romanticism_Romanticism_Liszt_Symphonic_Poem_No7.mid,16,2 12,16,,,
Romanticism_Romanticism_Mendelssohn_4403precm.mid,5,2,5,,,
Romanticism_Romanticism_Mendelssohn_Eli31.mid,8,1 2,7,,,
Romanticism_Romanticism_Panofka_panofka_24_vocalises_ttes_voix_09.mid,3,1,,2,3,
Romanticism_Romanticism_Schubert_Piano_Sonata_in_A-_Op.posth.143_D.784_1.Allegro_giusto.mid,4,,,1,3,
Romanticism_Romanticism_Sullivan_2580chieftain209.mid,5,1,,2,3,
Romanticism_Romanticism_Wolf_wolf_2_einklang.mid,4,1,4,,,
XXCentury_Impressionism_Debussy_debussy-prelude_1livre_08.mid,7,,,1,3,
XXCentury_Neoclassicism_Prokofiev_Prokofiev-MonteguesAndCapulets.mid,16,1 2 6 12,7 11 16,,,
XXCentury_Neoclassicism_Shostakovich_s_waltz4.mid,3,2 3,,,,
XXCentury_XX-Nationalism_Villalobos_suite_floral_no2.mid,16,2,11,,,
