Nombre_fichero,N_Pistas,melody,bass,piano_rh,piano_lh,mixdown
Romanticism_Romantic-Nationalism_Dvorak_dvop22-3.mid,15,1,10,,,
Romanticism_Romantic-Nationalism_Sousa_1760n735sousa.mid,7,1 3,2 4,,,
Romanticism_Romanticism_Beethoven_5thSymph_B5TH-4G.mid,23,1,23,,,
Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt3-cvikl.mid,12,1 2,12,,,
Romanticism_Romanticism_Brahms_BRAHMS24.mid,17,1 2 12,10 16,,,
Romanticism_Romanticism_Brahms_hun7.mid,2, ,,1,2,
Romanticism_Romanticism_Chopin_19_Polish_Songs_for_Voice_and_Piano_Op74_19.Reverie.mid,2,1,,,,
Romanticism_Romanticism_Chopin_Krakowiak_Op14.mid,17,1 2,8 9,,,
Romanticism_Romanticism_Chopin_Valse_No10_in_Bm_Op.69_No2_2.mid,4,,,1,2,
Romanticism_Romanticism_Heller_2081melody5reg.mid,2,,,1,2,
Romanticism_Romanticism_Heller_2159melody8reg.mid,2,,,1,2,
Romanticism_Romanticism_Liszt_1558earlking.mid,14,,,1,2,
Romanticism_Romanticism_Mendelssohn_239Bridalch.mid,3,,3,1,2,
Romanticism_Romanticism_Schubert_shubavem.mid,4,3,1,,,
Romanticism_Romanticism_Verdi_1609verdilux.mid,5,1 2,3,4,5,
XXCentury_Impressionism_Debussy_debussy-estampes_jardin_pluie.mid,2,,,1,2,
XXCentury_Impressionism_Debussy_debussy-prelude_1livre_06.mid,7,,,1,2 3,
XXCentury_Impressionism_Debussy_gmclair.mid,4,,,1,2,
XXCentury_Misc_Britten_litle_babe.mid,10,1 2,4,5,6,
XXCentury_Neoclassicism_Stravinsky_2809stravinsky2.mid,17,1 2 3 6,11 17,,,
XXCentury_Neoclassicism_Stravinsky_stravin3.mid,12,4 5,7,,,
XXCentury_XX-Nationalism_Barrios_Mangore_abarrios-reloj.mid,4,1,4,,,
XXCentury_XX-Nationalism_Bartok_Bartok_Roumanian-3.mid,7,,,1,2,
XXCentury_XX-Nationalism_Bartok_Bartok_Roumanian-4.mid,7,,,1,2,
XXCentury_XX-Nationalism_Holst_FIRST-2.mid,31,1 2 3 5 16,15 24,,,
XXCentury_XX-Nationalism_Joplin_The_Entertainer.mid,5,,,1,2 3,
XXCentury_XX-Nationalism_Vaughan_Williams_Seasongs.mid,20,1 2 3 4,13 20,,,
XXCentury_XX-Nationalism_Villalobos_prole_do_bebe_no1_no4_petite_mulatrese.mid,15,,,1 2,3,
