Nombre_fichero,N_Pistas,melody,bass,piano_rh,piano_lh,mixdown
Renaissance_Renaissance-Late_Victoria_LJ6-Aleph_Ego_Vir-2s.mid,6,1 2 4,6,,,
Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-2-Gloria-3b.mid,12,1 5 9,4 8 12,,,
Renaissance_Renaissance-Late_Victoria_Misa_Quarti_Toni-4-Sanctus-c.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Pro_Victoria-1-Kyrie-2t.mid,9,1 6,5 9,,,
Renaissance_Renaissance-Late_Victoria_Pueri_Hebraeorum.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Simile_Est_Regnum_Coelorum-6-Agnus_Dei-1c.mid,8,1 5,4 8,,,
Renaissance_Renaissance-Late_Victoria_Surge_Propera-2-Gloria-b.mid,5,1,5,,,
Renaissance_Renaissance-Late_Victoria_TR06-Seniores_Populi.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_TR09-Animam_Meam_Dilectam.mid,4,1,4,,,
Renaissance_Renaissance-Late_Victoria_Ut_Queant_Laxis-b.mid,4,1 2,4,,,
Renaissance_Renaissance-Middle_Senfl_senfl_als_ab_und_hin.mid,10,2,5,,,
Renaissance_Renaissance-Middle_Susato_hoboeckentanz.mid,10,2,5,,,
Renaissance_Renaissance-Middle_Susato_susato-labattaille.mid,14,2,5,,,
Romanticism_Post-romanticism_Bruch_ADAGOP26.mid,2,,,2,1,
Romanticism_Post-romanticism_Busoni_Busoni3.mid,38,1 3 31,16 37,,,
Romanticism_Post-romanticism_Chaminade_1591ccop60.mid,4,,,1,2,
Romanticism_Post-romanticism_Dupre_1511prel2.mid,3,1,3,,,
Romanticism_Post-romanticism_Rachmaninoff_etuded.mid,2,,,,,1
Romanticism_Post-romanticism_Scriabin_prelude_op13_no6.mid,2,,,1,2,
Romanticism_Romantic-Nationalism_German_962choreg.mid,2,,,1,2,
Romanticism_Romantic-Nationalism_Moszkowski_1845spandanc.mid,4,,,1 3,2 4,
Romanticism_Romantic-Nationalism_Rimsky_Korsakov_12FLIGHT.mid,7,5,,,,
Romanticism_Romantic-Nationalism_Tchaikovsky_pit010b.mid,16,1,,2,3,
Romanticism_Romanticism_Beethoven_Gp_past.mid,14,1 10,13 14,,,
Romanticism_Romanticism_Beethoven_Symphonie8_Opus93_Mvt4-lucarelli.mid,18,9,13,,,
Romanticism_Romanticism_Beethoven_beet54s.mid,16,1 12,16,,,
Romanticism_Romanticism_Bizet_TOREADOR.mid,3,1,3,,,
Romanticism_Romanticism_Bizet_bizet_carmen_15.mid,7,1,,6,7,
Romanticism_Romanticism_Brahms_jbwaltz3-op39.mid,6,3,6,,,
Romanticism_Romanticism_Chopin_Etude_in_Gbm_Op10_No5_7.mid,7,,,1,2,
Romanticism_Romanticism_Chopin_Piano_Sonata_No3_in_Bm_Op.58_mov4.Finale_Presto_non_tanto.mid,2,,,1,2,
Romanticism_Romanticism_Chopin_Prelude_Op28_No24_in_Dm_The_Storm_3.mid,2,,,1,2,
Romanticism_Romanticism_Liszt_Christmas_Tree_11.Hungarian_Christmas.mid,13,,,1 3,2 4,
Romanticism_Romanticism_Mendelssohn_Eli02.mid,10,1,9,,,
Romanticism_Romanticism_Mendelssohn_Eli28.mid,4,1,,,,
Romanticism_Romanticism_Panofka_panofka_24_vocalises_ttes_voix_17.mid,3,1,,2,3,
XXCentury_Impressionism_Debussy_011_childr_4.mid,9,2,7,,,
XXCentury_Impressionism_Debussy_034_debrap.mid,20,7,20,,,
XXCentury_Impressionism_Debussy_5_plp3.mid,2,,,1,2,1
XXCentury_Impressionism_Debussy_debussy-lafille.mid,3,1,,,,3
XXCentury_XX-Nationalism_Albeniz_albesp6.mid,8,,,1,2,
XXCentury_XX-Nationalism_Elgar_cello_conc_op85_mov4.mid,18,11,16,,,
XXCentury_XX-Nationalism_Orff_Orff-Carmina_Burana-werwelmi.mid,21,1 8 9 10,5 12 16,,,
