"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown,accomp
Luis_Miguel_Ahora_te_puedes_marchar.kar,22,3,4,,,,5 6 7 8 9 10 11 14 15
Luis_Miguel_Sabor_a_mf.kar,11,5,3,,,,4 6 7 8 9 10
Madonna_Get_into_the_Groove_4.kar,11,3,4,,,,5 6 7 8 9 10
Madonna_Live_to_tell_4.kar,20,3,9 14,,,,4 5 6 7 8 10 11 12 13
Madonna_Take_a_bow_4.kar,17,3,8,,,,4 5 6 7
Madonna_Youll_see_1.kar,13,3,8,,,,4 5 6 7
Marie_Laforet_Que_calor_la_vida.kar,11,1,2,,,,3 4 5 6 7 9 10
Michel_Fugain_Les_ronciers.kar,10,1 4,3,,,,2 5 6 7 8
Mireille_Mathieu_Bravo_tu_as_gagne.kar,9,3 5,8,,,,4 7 9
Mireille_Mathieu_Une_femme_amoureuse.kar,12,3,6,,,,4 5 7 8 9 10 11
No_me_pises_joder_que_llevo_Chancla._CANARIO.kar,11,10,4,,,,3 5 6 7 8
Non_dTfnini_ESTOY_LLORANDO_POR_T.kar,17,7,4,,,,3 5 8 9 11 12 13
Notre_Dame_de_Paris_Belle.kar,13,1,3,,,,2 4 5 6 7 8 9 11 12 13
Operacion_triunfo_Heroe_Mariah_Carey.kar,12,5,3,,,,4 6 7 8 9 10
Operacion_triunfo_La_ultima_noche.kar,13,7,5,,,,4 6 8 9 10 11 12
Operacion_triunfo_Simply_the_best.kar,27,5,3,,,,4 6 7 8 9 10
Ophelie_Winter_Le_feu_qui_mattise.kar,16,7,5,,,,4 6 8 9 10 11 12 14 15 16
Pascal_Obispo_Tombee_pour_elle.kar,15,6,4,,,,3 5 7 8 9 10 11 13 14 15
Patsy_Clide_Jai_le_coeur_qui_pleure_vf.kar,9,1,7,,,,2 3 4 5 6 8
Patsy_Cline_Im_Sorry.kar,10,3,7,,,,4 5 6 8 9
Ray_Ventura_Ca_vaut_mieux_que_dattraper_la_scarlatine.kar,9,5,3,,,,4 6 7 8
Ray_Ventura_Comme_tout_le_monde.kar,12,6,4,,,,3 5 7 8 9
Roch_Voisine_Darling.kar,13,6,4,,,,3 5 7 8 9 10 11 13
Roxette_Shadow_of_a_doubt.kar,22,3,7,,,,4 5 6 8 9 10 11 12 13
sanferna.kar,15,5,3,,,,4 6 7 8 9 10 12 13 14 15
U2_Where_The_Streets_Have_No_Name.kar,12,3,8,,,,4 5 6 7 9 11
U2_Where_the_streets_have_no_name_1.kar,12,3,8,,,,4 5 6 7 9 11
UB40_Baby_I_love_your_way_4.kar,17,3,5,,,,4 6 8 9 10 11 12 13 14 15 16 17
Van_Halen_Aint_Talkin_Bout_Love.kar,9,9,7,,,,5 6
Whitney_Houston_I_Wanna_Dance_With_Somebody.kar,16,3,7,,,,4 5 6 8 9 10 11 13 14 15
Yves_Montand_Cest_si_bon.kar,12,6,4,,,,3 5 7 8 9 10 11
Yves_Montand_Dans_les_plaines_du_Far.kar,7,5,1,,,,3 4 6 7
Yves_Montand_En_sortant_de_lecole.kar,6,4,,,,,3
