"Nombre_fichero","N_Pistas","melody","bass","piano_rh","piano_lh","mixdown"
"Renaissance_Renaissance-Late_Victoria_Vidi_Speciosam-2-Gloria-1s.mid",6,1,6,,,
"Renaissance_Renaissance-Middle_Susato_susato-la_morisque.mid",11,6,5,,,
"Romanticism_Post-romanticism_Bruckner_bruckner_locus_iste.mid",4,1,4,,,
"Romanticism_Post-romanticism_Dupre_1510n15pn04.mid",8,2 7,5,,,
"Romanticism_Post-romanticism_Saint_Saens_Saint-Saens_Septet65-2.mid",9,2,6,,,
"Romanticism_Romantic-Nationalism_Arriaga_Arrgescl.mid",20,1 2 12,16,,,
"Romanticism_Romantic-Nationalism_German_2360pokoo.mid",2,1,,,,
"Romanticism_Romantic-Nationalism_Rimsky_Korsakov_gp_tumb.mid",17,1 2 3 4,17,,,
"Romanticism_Romantic-Nationalism_Tchaikovsky_tcsl20.mid",25,2 4,12 20 21,,,
"Romanticism_Romanticism_Alkan_SALTAREL.mid",8,1,,1,2,
"Romanticism_Romanticism_Beethoven_6thSymph_6SYMPH_4.mid",22,1 2 5,22 16,,,
"Romanticism_Romanticism_Brahms_BRAHMS_R1.mid",20, , ,,,
"Romanticism_Romanticism_Brahms_Waltzes_Op.39_No.1_in_B.mid",2, , ,1,2,
"Romanticism_Romanticism_Chopin_19_Polish_Songs_for_Voice_and_Piano_Op74_17.Hymn_From_The_Tomb.mid",2,2,,,,
"Romanticism_Romanticism_Chopin_Prelude_Op28_No11_in_B_Dragon_Fly.mid",7,1,,1,2,
"Romanticism_Romanticism_Liszt_Hung_Rhapsodie_No16.mid",7, ,,1,2,
"Romanticism_Romanticism_Schubert_Divertissement_Hongroise_D.818_Op.54_1.Andante.mid",4,1,4,,,
"Romanticism_Romanticism_Sullivan_2573chieftain201.mid",3,1, ,2,3,
"XXCentury_Expressionism_Schoenberg_pierrot_lunaire_17_parodie.mid",5, , ,,,
"XXCentury_Impressionism_Debussy_debussy-prelude_2livre_18.mid",8,,5,,,
"XXCentury_Misc_Balasanyan_balasanyan-round_dance.mid",29,1 2 3,27 29,,,
"XXCentury_XX-Nationalism_Albeniz_86.mid",2,,,,,
"XXCentury_XX-Nationalism_Barrios_Mangore_abarrios-epitafio.mid",4,1, ,,,
"XXCentury_XX-Nationalism_Holst_SECOND-4.mid",31,1 2 3 4 5 ,24,,,
"XXCentury_XX-Nationalism_Orff_orff_carmina_03.mid",11,1 2 3 4, ,,,
"XXCentury_XX-Nationalism_Vaughan_Williams_wasps_NOGM.mid",23, , ,,,
"XXCentury_XX-Nationalism_Villalobos_suite_infantil_no2_mov3.mid",9,2,,2,3,
"Baroque_Baroque-Late_Bach_jsb_ct14.mid",18,6,9,,,
